District,Block,Total_Schools,Growth_Schools,Decline_Schools,Recovery_Schools,Volatile_Schools,Low_Continuity_Schools,Wide_Enroll_Spread_Schools,Girls_Declining_Schools,Avg_Growth_pct,Avg_Continuity_8_9,Avg_Girls_Ratio,Block_Zone,Priority_Action_Flag
KHERI,NAKAHA,2,0,1,1,0,0,0,2,-14.12,570.34,0.448,RED,True
KHERI,NIGHASAN,6,1,0,3,2,0,0,3,-0.03,570.34,0.572,YELLOW,False
KHERI,PALIYA,5,2,1,2,4,0,0,2,0.01,570.34,0.477,YELLOW,False
KHERI,PASGAWAN,2,1,0,0,1,0,0,0,3.41,570.34,0.433,YELLOW,False
KHERI,PHOOL BEHAR,5,1,0,2,3,0,0,2,75.89,570.34,0.633,YELLOW,False
KHERI,RAMIYA BEHAR,3,0,0,2,2,0,0,0,13.85,570.34,0.459,YELLOW,False
KUSHINAGAR,DUDAHI,1,0,0,0,0,0,0,0,-12.0,570.34,0.818,RED,True
KUSHINAGAR,HATA,2,0,0,1,1,0,0,2,-21.94,570.34,0.928,RED,True
KUSHINAGAR,KASIA,1,1,0,0,1,0,0,0,,570.34,0.573,GREEN,False
KUSHINAGAR,KHADDA,6,1,0,3,6,0,0,3,32.42,570.34,0.582,YELLOW,False
KUSHINAGAR,MOTICHAK,1,1,0,0,1,0,0,0,56.52,570.34,0.708,GREEN,False
KUSHINAGAR,NAURANGIYA,1,0,0,1,0,0,1,0,15.09,570.34,0.574,YELLOW,False
KUSHINAGAR,PADARAUNA,1,0,0,1,1,0,0,0,80.65,570.34,0.562,YELLOW,False
KUSHINAGAR,PADRAUNA (URBAN),1,0,0,1,0,0,0,0,13.66,570.34,1.0,YELLOW,False
KUSHINAGAR,RAMKOLA,1,0,0,0,0,0,0,0,4.76,570.34,0.561,YELLOW,False
KUSHINAGAR,SEORAHI,4,1,0,0,2,0,0,2,49.28,570.34,0.615,YELLOW,False
KUSHINAGAR,TAMKUHI,1,0,0,1,1,0,0,0,54.04,570.34,0.637,YELLOW,False
KUSHINAGAR,VISHUNPURA,2,1,0,0,1,0,0,0,57.6,570.34,0.643,YELLOW,False
LALITPUR,BAR,5,0,1,1,3,0,0,3,-16.33,570.34,0.444,RED,True
LALITPUR,BIRDHA,8,1,1,3,6,0,0,5,-12.73,570.34,0.511,RED,True
LALITPUR,JAKHORA,8,1,1,3,2,0,0,1,8.91,570.34,0.493,YELLOW,False
LALITPUR,LALITPUR,2,0,1,1,0,0,0,1,-23.11,570.34,0.5,RED,True
LALITPUR,MADAWRA,3,0,0,2,1,0,0,1,-2.4,570.34,0.467,YELLOW,False
LALITPUR,MAHRONI,7,0,1,4,2,0,0,7,-24.39,570.34,0.523,RED,True
LALITPUR,TALBEHAT,6,2,1,2,0,0,0,4,1.63,570.34,0.42,YELLOW,False
LUCKNOW,BAKSHI KA TALAB,7,0,1,3,3,0,0,5,-15.86,570.34,0.561,RED,True
LUCKNOW,CHINHAT,3,1,1,0,2,0,1,1,86.57,570.34,0.68,ORANGE,True
LUCKNOW,GOSHAI GANJ,6,1,1,3,5,0,1,4,-3.58,570.34,0.474,YELLOW,False
LUCKNOW,KAKORI,6,1,0,1,1,0,0,2,-1.56,570.34,0.664,YELLOW,False
LUCKNOW,MAAL,4,0,1,3,2,0,0,2,3.66,570.34,0.63,YELLOW,False
LUCKNOW,MALIHABAD,4,0,0,3,1,0,0,1,-0.89,570.34,0.666,YELLOW,False
LUCKNOW,MOHAN LAL GANJ,6,0,3,1,3,0,0,4,-14.6,570.34,0.536,RED,True
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",12,1,1,2,4,0,0,5,2.36,570.34,0.729,YELLOW,False
LUCKNOW,SAROJNI NAGAR,7,1,1,4,2,0,0,2,12.82,570.34,0.459,YELLOW,False
MAHARAJGANJ,BRIJMAN GANJ,2,1,0,0,2,0,0,1,121.47,570.34,0.591,YELLOW,False
MAHARAJGANJ,DHANI,1,0,0,0,1,0,0,0,-33.62,570.34,0.545,RED,True
MAHARAJGANJ,GHUGHLI,5,1,0,1,2,0,0,2,24.86,570.34,0.656,YELLOW,False
MAHARAJGANJ,LAKSHMIPUR,2,0,0,1,0,0,0,1,-1.12,570.34,0.598,YELLOW,False
MAHARAJGANJ,MAHRAJGANJ,3,1,0,1,1,0,0,1,11.27,570.34,0.737,YELLOW,False
MAHARAJGANJ,MITHOURA,3,0,0,2,1,0,0,1,52.11,570.34,0.683,YELLOW,False
MAHARAJGANJ,NICHLOUL,3,1,0,1,3,0,0,1,191.9,570.34,0.674,YELLOW,False
MAHARAJGANJ,NOUTANWA,2,0,0,0,1,0,0,1,67.36,570.34,0.812,YELLOW,False
MAHARAJGANJ,PANIYARA,3,1,0,2,3,0,0,1,49.35,570.34,0.562,YELLOW,False
MAHARAJGANJ,PARTAWAL,4,0,0,3,2,0,0,1,6.26,570.34,0.602,YELLOW,False
MAHARAJGANJ,PHARENDA,1,0,0,0,0,0,0,0,8.93,570.34,0.998,YELLOW,False
MAHOBA,CHARKHARI,4,2,0,0,2,0,0,0,50.15,570.34,0.668,YELLOW,False
MAHOBA,CHARKHARI URBAN,2,0,1,0,0,0,0,1,-12.58,570.34,0.501,RED,True
MAHOBA,JAITPUR,11,1,1,3,5,0,0,7,31.1,570.34,0.543,YELLOW,False
MAHOBA,KABRAI,9,0,1,2,0,0,0,5,-4.85,570.34,0.506,YELLOW,False
MAHOBA,NAGAR PALIKA MAHOBA,2,0,0,1,0,0,0,1,0.44,570.34,0.502,YELLOW,False
MAHOBA,PANWARI,6,2,1,2,4,0,0,3,-11.03,570.34,0.621,RED,True
MAINPURI,BARNAHAL,1,0,1,0,1,0,0,1,-70.59,570.34,0.7,RED,True
MAINPURI,BEWAR,3,0,1,1,1,0,0,1,-12.7,570.34,0.67,RED,True
MAINPURI,GHIROR,6,2,0,2,4,0,0,3,19.36,570.34,0.602,YELLOW,False
MAINPURI,JAGIR,1,0,0,1,1,0,0,0,32.69,570.34,0.652,YELLOW,False
MAINPURI,KARHAL,4,1,1,0,2,0,0,3,39.77,570.34,0.782,YELLOW,False
MAINPURI,KISHANI,1,0,0,0,0,0,0,0,4.84,570.34,1.0,YELLOW,False
MAINPURI,KURAWALI,1,0,0,1,1,0,0,0,125.0,570.34,0.496,YELLOW,False
MAINPURI,MAINPURI,4,0,2,2,2,0,0,3,-20.56,570.34,0.478,RED,True
MAINPURI,MAINPURI-CITY,1,0,1,0,0,0,0,1,-20.5,570.34,1.0,RED,True
MAINPURI,SULTANGANJ,1,0,0,1,1,0,0,0,42.86,570.34,0.613,YELLOW,False
MATHURA,BALDEO,4,1,1,0,3,0,1,2,2.73,570.34,0.638,YELLOW,False
MATHURA,CHAUMUHAN,3,1,0,1,2,0,1,0,73.87,570.34,0.506,YELLOW,False
MATHURA,CHHATA,2,0,0,0,0,0,0,1,17.05,570.34,0.568,YELLOW,False
MATHURA,FARAH,4,3,0,0,2,0,1,0,57.12,570.34,0.808,GREEN,False
MATHURA,GOVERDHAN,4,1,0,1,1,0,1,1,25.11,570.34,0.53,YELLOW,False
MATHURA,MANT,5,1,0,2,3,0,1,1,22.53,570.34,0.66,YELLOW,False
MATHURA,MATHURA,4,3,0,0,2,0,0,0,50.15,570.34,0.384,GREEN,False
MATHURA,NANDGAON,3,1,0,0,2,0,0,0,65.61,570.34,0.445,YELLOW,False
MATHURA,NOHJHEEL,2,0,0,2,2,0,0,1,20.95,570.34,0.57,YELLOW,False
MATHURA,RAYA,5,1,1,0,4,0,0,3,23.84,570.34,0.495,YELLOW,False
MAU,BADRAW,2,1,0,1,2,0,0,1,226.57,570.34,0.793,YELLOW,False
MAU,DOHRIGHAT,2,0,0,1,2,0,0,0,57.22,570.34,0.464,YELLOW,False
MAU,GHOSI,2,0,0,0,2,0,0,0,110.15,570.34,0.585,YELLOW,False
MAU,KOPAGANG,1,1,0,0,0,0,0,0,34.21,570.34,0.529,GREEN,False
MAU,MOHAMMADABAD,2,0,0,0,1,0,0,0,18.75,570.34,0.577,YELLOW,False
MAU,NAGAR KSHETRA MAU,1,0,0,0,1,0,0,0,25.85,570.34,0.995,YELLOW,False
MAU,PARDAHA,1,0,0,0,1,0,0,0,68.75,570.34,0.593,YELLOW,False
MAU,RANIPUR,1,1,0,0,1,0,0,0,135.09,570.34,0.582,GREEN,False
MAU,RATANPURA,5,1,0,1,4,0,0,1,25.08,570.34,0.52,YELLOW,False
MEERUT,DAURALA,3,0,0,2,1,0,0,0,13.77,570.34,0.481,YELLOW,False
MEERUT,HASTINAPUR,5,1,0,2,1,0,1,3,-4.2,570.34,0.386,YELLOW,False
MEERUT,JANI,3,1,0,1,2,0,0,1,-25.81,570.34,0.354,RED,True
MEERUT,KHARKHODA,8,2,2,1,5,0,0,1,47.15,570.34,0.453,YELLOW,False
MEERUT,MACHRA,4,1,0,1,2,0,0,1,55.82,570.34,0.739,YELLOW,False
MEERUT,MAWANA,3,0,0,2,1,0,0,1,21.02,570.34,0.467,YELLOW,False
MEERUT,MEERUT,2,1,0,1,2,0,0,0,30.12,570.34,0.692,YELLOW,False
MEERUT,MEERUT NAGAR,4,0,2,0,2,0,0,2,-19.1,570.34,0.514,RED,True
MEERUT,PARIKSHIT GARH,5,1,1,1,2,0,1,2,32.99,570.34,0.648,YELLOW,False
MEERUT,RAJPURA,3,1,0,1,2,0,0,1,127.08,570.34,0.725,YELLOW,False
MEERUT,ROHTA,3,1,0,2,2,0,0,2,1.78,570.34,0.473,YELLOW,False
MEERUT,SARDHANA,3,0,0,1,1,0,0,1,21.41,570.34,0.571,YELLOW,False
MEERUT,SARURPUR,6,2,0,1,4,0,1,3,76.83,570.34,0.476,YELLOW,False
MIRZAPUR,CHHANBEY,7,2,0,3,5,0,0,0,80.85,570.34,0.538,YELLOW,False
MIRZAPUR,HALIA,10,1,0,3,4,0,0,3,25.09,570.34,0.564,YELLOW,False
MIRZAPUR,JAMALPUR,2,0,0,0,0,0,0,1,-1.09,570.34,0.529,YELLOW,False
MIRZAPUR,KONE,6,4,0,1,5,0,0,0,51.64,570.34,0.554,GREEN,False
MIRZAPUR,LALGANJ,7,4,0,1,4,0,0,1,45.01,570.34,0.559,YELLOW,False
MIRZAPUR,MAJHAWA,3,0,0,0,0,0,0,1,0.53,570.34,0.658,YELLOW,False
MIRZAPUR,MARIHAN,3,1,0,2,1,0,0,2,-4.76,570.34,0.576,YELLOW,False
MIRZAPUR,NAGAR,6,1,0,0,4,0,0,2,43.14,570.34,0.552,YELLOW,False
MIRZAPUR,NAGAR PALIKA,3,0,2,0,2,0,0,1,-20.11,570.34,0.667,RED,True
MIRZAPUR,NARAYANPUR,1,0,1,0,0,0,0,1,-18.49,570.34,1.0,RED,True
MIRZAPUR,PAHARI,6,0,2,3,4,0,1,3,-4.56,570.34,0.492,ORANGE,True
MIRZAPUR,RAJGARH,4,2,0,2,3,0,0,1,40.11,570.34,0.554,YELLOW,False
MIRZAPUR,SEEKHAR,3,0,0,3,2,0,0,0,43.39,570.34,0.686,YELLOW,False
MORADABAD,BHAGATPUR TANDA,5,1,0,2,3,0,0,2,-1.71,570.34,0.59,YELLOW,False
MORADABAD,BILARI,7,3,0,3,5,0,1,1,31.29,570.34,0.566,YELLOW,False
MORADABAD,CHAJLET,7,1,2,3,3,0,0,5,-10.12,570.34,0.628,RED,True
MORADABAD,DILARI,5,3,0,0,4,0,0,0,75.89,570.34,0.561,YELLOW,False
MORADABAD,KUNDERKI,6,1,0,3,3,0,0,2,1.51,570.34,0.67,YELLOW,False
MORADABAD,MORADABAD,5,3,1,0,3,0,0,0,-4.97,570.34,0.611,YELLOW,False
MORADABAD,MORADABAD CITY BOYS,1,0,0,0,1,0,0,1,-28.39,570.34,0.46,RED,True
MORADABAD,MORADABAD CITY GIRLS,1,0,0,0,0,0,0,0,1.5,570.34,1.0,YELLOW,False
MORADABAD,MUNDAPANDAY,6,2,0,3,3,0,0,2,33.41,570.34,0.511,YELLOW,False
MORADABAD,THAKURDWARA,7,3,0,1,5,0,0,3,47.77,570.34,0.581,YELLOW,False
MUZAFFARNAGAR,BAGHRA,3,1,1,1,2,0,1,1,-4.4,570.34,0.485,ORANGE,True
MUZAFFARNAGAR,BUDHANA,10,4,0,3,8,0,0,2,36.7,570.34,0.501,YELLOW,False
MUZAFFARNAGAR,CHARTHAWAL,3,0,1,0,1,0,0,1,-13.55,570.34,0.558,RED,True
MUZAFFARNAGAR,JANSATH,9,5,0,2,6,0,0,2,36.08,570.34,0.558,YELLOW,False
MUZAFFARNAGAR,KHATAULI,3,0,1,1,1,0,0,3,-16.87,570.34,0.736,RED,True
MUZAFFARNAGAR,MORNA,4,0,0,1,1,0,0,3,-7.77,570.34,0.467,ORANGE,True
MUZAFFARNAGAR,PURKAJI,5,0,2,3,3,0,0,5,-3.02,570.34,0.413,ORANGE,True
MUZAFFARNAGAR,SADAR,5,3,0,0,4,0,0,2,164.76,570.34,0.448,YELLOW,False
MUZAFFARNAGAR,SADAR [TOWN AREA],1,0,0,0,1,0,0,0,-30.1,570.34,0.109,RED,True
MUZAFFARNAGAR,SHAHPUR,5,1,0,0,2,0,0,2,-0.16,570.34,0.572,YELLOW,False
PILIBHIT,AMARIA,8,2,0,2,5,0,0,3,-11.89,570.34,0.543,RED,True
PILIBHIT,BARKHERA,4,0,1,0,0,0,0,1,4.46,570.34,0.619,YELLOW,False
PILIBHIT,BILSANDA,5,0,0,2,0,0,0,3,-8.41,570.34,0.56,ORANGE,True
PILIBHIT,BISALPUR,2,0,0,1,1,0,0,1,-8.31,570.34,0.382,ORANGE,True
PILIBHIT,LALORIKHERA,2,0,0,0,0,0,0,1,9.57,570.34,0.466,YELLOW,False
PILIBHIT,MARORI,4,0,0,3,2,0,0,2,-12.81,570.34,0.514,RED,True
PILIBHIT,N. P. PILIBHIT,3,1,0,0,1,0,0,1,102.29,570.34,0.604,YELLOW,False
PILIBHIT,PURANPUR,7,2,3,1,5,0,0,3,-8.91,570.34,0.623,ORANGE,True
PRATAPGARH,AASPUR-DEOSARA,5,1,0,4,4,0,0,0,54.59,570.34,0.671,YELLOW,False
PRATAPGARH,BABA BHELKHARNATH,2,1,0,0,2,0,0,0,79.6,570.34,0.52,YELLOW,False
PRATAPGARH,BABAGANJ,2,0,0,1,1,0,0,0,146.52,570.34,0.453,YELLOW,False
PRATAPGARH,BIHAR,3,0,1,1,1,0,0,2,2.36,570.34,0.593,ORANGE,True
PRATAPGARH,CITY(PRATAPGARH BELHA),2,0,1,1,0,0,0,1,-14.02,570.34,0.5,RED,True
PRATAPGARH,GAURA,5,1,0,3,2,0,0,2,32.04,570.34,0.624,YELLOW,False
PRATAPGARH,KALAKANKER,3,0,0,2,2,0,0,1,7.64,570.34,0.603,YELLOW,False
PRATAPGARH,LALGANJ,1,0,0,1,1,0,0,1,-21.79,570.34,1.0,RED,True
PRATAPGARH,LAXMANPUR,2,0,0,2,1,0,0,1,24.08,570.34,0.532,YELLOW,False
PRATAPGARH,MANDHATA,2,0,1,1,1,0,0,2,-26.74,570.34,0.717,RED,True
PRATAPGARH,MANGRAURA,3,2,0,1,3,0,1,0,101.78,570.34,0.478,GREEN,False
PRATAPGARH,PATTI,3,1,0,0,1,0,0,1,37.22,570.34,0.744,YELLOW,False
PRATAPGARH,SADAR,1,1,0,0,1,0,0,0,,570.34,0.381,GREEN,False
PRATAPGARH,SADWA-CHANDRIKA,2,1,0,0,2,0,0,1,8.62,570.34,0.467,YELLOW,False
PRATAPGARH,SANGIPUR,3,1,0,2,3,0,0,2,34.37,570.34,0.8,YELLOW,False
PRATAPGARH,SHIVGARH,4,0,0,1,3,0,0,1,77.69,570.34,0.562,YELLOW,False
PRAYAGRAJ,BAHARIYA,2,0,0,2,2,0,0,1,18.61,570.34,0.671,YELLOW,False
PRAYAGRAJ,CHAKA,3,0,2,1,0,0,0,2,-12.82,570.34,0.515,RED,True
PRAYAGRAJ,DHANUPUR,1,1,0,0,1,0,0,0,64.0,570.34,1.0,GREEN,False
PRAYAGRAJ,HANDIA,2,0,1,0,1,0,0,1,-7.67,570.34,0.804,ORANGE,True
PRAYAGRAJ,JASARA,2,0,0,1,0,0,0,1,-2.93,570.34,0.752,YELLOW,False
PRAYAGRAJ,KARCHHANA,1,0,0,0,0,0,0,0,4.46,570.34,1.0,YELLOW,False
PRAYAGRAJ,KORAON,3,2,1,0,2,0,0,1,20.19,570.34,0.589,ORANGE,True
PRAYAGRAJ,MANDA,4,0,1,0,2,0,0,2,-11.73,570.34,0.549,RED,True
PRAYAGRAJ,MAUAIMA,1,0,0,1,1,0,0,1,40.54,570.34,0.385,YELLOW,False
PRAYAGRAJ,MEJA,2,0,0,1,2,0,0,0,286.14,570.34,0.481,YELLOW,False
PRAYAGRAJ,NAGAR CHHETRA,4,1,2,0,0,0,0,1,-2.09,570.34,0.75,ORANGE,True
PRAYAGRAJ,PHOOLPUR,2,0,0,1,0,0,0,2,-5.78,570.34,0.752,ORANGE,True
PRAYAGRAJ,PRATAP PUR,1,0,0,0,0,0,0,0,32.0,570.34,0.586,YELLOW,False
PRAYAGRAJ,SAIDABAD,1,1,0,0,0,0,0,0,36.41,570.34,1.0,GREEN,False
PRAYAGRAJ,SHANKAR GARH,3,2,0,1,2,0,0,0,58.2,570.34,0.808,GREEN,False
PRAYAGRAJ,SORAON,1,0,0,1,0,0,0,0,2.79,570.34,0.553,YELLOW,False
PRAYAGRAJ,URUWA,2,0,0,1,1,0,0,1,-6.67,570.34,0.698,ORANGE,True
RAE BARELI,AMAWAN,3,2,0,0,1,0,0,1,-0.92,570.34,0.68,YELLOW,False
RAE BARELI,BACHHRAWAN,2,2,0,0,1,0,1,0,10.0,570.34,0.791,GREEN,False
RAE BARELI,CHHATOH,3,0,1,0,2,0,0,2,0.1,570.34,0.697,ORANGE,True
RAE BARELI,DALMAU,1,1,0,0,0,0,0,0,33.15,570.34,0.523,GREEN,False
RAE BARELI,DEEH,3,0,0,0,0,0,0,2,0.06,570.34,0.576,YELLOW,False
RAE BARELI,GAURA,2,0,1,1,1,0,0,1,10.15,570.34,0.666,ORANGE,True
RAE BARELI,HARCHANDPUR,3,1,1,0,1,0,0,2,-7.69,570.34,0.658,ORANGE,True
RAE BARELI,JAGATPUR,2,1,0,1,1,0,0,1,40.98,570.34,0.586,YELLOW,False
RAE BARELI,KHIRON,3,1,0,1,0,0,0,0,12.54,570.34,0.551,YELLOW,False
RAE BARELI,LALGANJ,2,0,0,0,0,0,0,0,-0.66,570.34,0.844,YELLOW,False
RAE BARELI,MAHRAJGANJ,5,2,1,0,2,0,0,2,18.16,570.34,0.624,YELLOW,False
RAE BARELI,NAGAR SHETRA (RBL),3,0,2,1,0,0,0,2,-9.81,570.34,0.706,RED,True
RAE BARELI,RAHI,3,0,0,1,3,0,0,0,39.77,570.34,0.523,YELLOW,False
RAE BARELI,ROHANIYA,3,1,0,1,2,0,0,2,37.61,570.34,0.547,YELLOW,False
RAE BARELI,SALON,2,0,0,0,1,0,0,2,-21.64,570.34,0.794,RED,True
RAE BARELI,SARENI,1,0,0,1,1,0,0,0,18.07,570.34,0.469,YELLOW,False
RAE BARELI,SATAON,2,1,0,0,1,0,0,1,3.25,570.34,0.782,YELLOW,False
RAE BARELI,SHIVGARH,2,0,1,0,1,0,0,1,-20.93,570.34,0.566,RED,True
RAMPUR,BILASPUR,7,1,3,0,3,0,0,3,-1.07,570.34,0.543,ORANGE,True
RAMPUR,CHAMRAUVA,4,2,0,2,3,0,0,0,95.7,570.34,0.641,YELLOW,False
RAMPUR,MILAK,1,0,1,0,0,0,0,1,-13.6,570.34,0.478,RED,True
RAMPUR,SAID NAGAR,5,3,0,1,3,0,0,0,166.52,570.34,0.553,YELLOW,False
RAMPUR,SHAHBAD,7,2,2,0,2,0,1,2,43.63,570.34,0.524,YELLOW,False
RAMPUR,SUAR,9,3,0,3,3,0,0,3,7.67,570.34,0.663,YELLOW,False
RAMPUR,TOWN AREA RAMPUR,10,0,2,2,4,0,1,2,43.59,570.34,0.47,YELLOW,False
SAHARANPUR,BALIA KHEDI,3,0,2,1,1,0,0,3,-16.76,570.34,0.692,RED,True
SAHARANPUR,DEOBAND,5,0,0,3,3,0,0,3,26.59,570.34,0.478,YELLOW,False
SAHARANPUR,GANGOH,7,1,0,2,3,0,0,1,11.34,570.34,0.568,YELLOW,False
SAHARANPUR,MUZAFFARABAD,8,1,0,4,3,0,2,4,31.68,570.34,0.501,YELLOW,False
SAHARANPUR,NAGAL,4,0,0,1,2,0,0,0,30.73,570.34,0.56,YELLOW,False
SAHARANPUR,NAKUR,8,1,2,3,2,0,0,1,7.89,570.34,0.663,YELLOW,False
SAHARANPUR,NANAUTA,4,1,0,1,1,0,0,2,17.0,570.34,0.557,YELLOW,False
SAHARANPUR,PUNWARKA,9,3,1,3,2,0,0,2,12.75,570.34,0.705,YELLOW,False
SAHARANPUR,RAMPUR MANIHARAN,2,0,0,1,0,0,0,1,2.43,570.34,0.592,YELLOW,False
SAHARANPUR,SADHOLI KADIM,5,0,0,3,3,0,1,0,27.06,570.34,0.407,YELLOW,False
SAHARANPUR,SARSAVA,5,2,0,0,2,0,1,1,16.85,570.34,0.558,YELLOW,False
SAHARANPUR,T.A. DEOBAND,1,0,0,0,0,0,0,0,6.61,570.34,1.0,YELLOW,False
SAHARANPUR,T.A. SAHAHRANPUR,3,1,0,2,1,0,1,0,55.24,570.34,0.667,YELLOW,False
SAMBHAL (BHIM NAGAR),ASMOLI,3,1,0,1,1,0,0,1,-16.22,570.34,0.547,RED,True
SAMBHAL (BHIM NAGAR),BANIYAKHERA,2,0,0,0,0,0,0,1,-3.14,570.34,0.52,YELLOW,False
SAMBHAL (BHIM NAGAR),BEHJOI,2,1,0,0,1,0,0,0,22.44,570.34,0.418,YELLOW,False
SAMBHAL (BHIM NAGAR),GUNNOR,1,1,0,0,1,0,1,0,,570.34,0.402,GREEN,False
SAMBHAL (BHIM NAGAR),JUNAVAI,1,1,0,0,0,0,0,0,26.51,570.34,0.368,GREEN,False
SAMBHAL (BHIM NAGAR),PAWANSA,2,2,0,0,2,0,0,0,186.67,570.34,0.633,GREEN,False
SAMBHAL (BHIM NAGAR),RAJPURA,1,1,0,0,1,0,1,0,,570.34,0.298,GREEN,False
SAMBHAL (BHIM NAGAR),SAMBHAL,3,3,0,0,2,0,0,0,39.54,570.34,0.674,GREEN,False
SAMBHAL (BHIM NAGAR),SAMBHAL CITY,2,0,0,0,1,0,1,0,37.46,570.34,0.526,YELLOW,False
SANT KABIR NAGAR,BAGHAULI,5,2,0,1,4,0,0,0,111.97,570.34,0.564,YELLOW,False
SANT KABIR NAGAR,BELHAR KALA,1,0,0,0,0,0,0,0,-5.62,570.34,0.563,ORANGE,True
SANT KABIR NAGAR,HAINSAR BAZAR,2,1,0,0,1,0,0,1,24.44,570.34,0.542,YELLOW,False
SANT KABIR NAGAR,KHALILABAD,3,0,0,1,0,0,0,1,3.01,570.34,0.721,YELLOW,False
SANT KABIR NAGAR,MEHNDAVAL,1,1,0,0,1,0,1,0,,570.34,0.54,GREEN,False
SANT KABIR NAGAR,NATHNAGAR,1,1,0,0,1,0,0,0,78.95,570.34,0.647,GREEN,False
SANT KABIR NAGAR,PAULI,1,0,1,0,0,0,0,1,-18.59,570.34,0.567,RED,True
SANT KABIR NAGAR,SANTHA,1,0,0,0,1,0,0,0,,570.34,0.308,YELLOW,False
SANT KABIR NAGAR,SEMARINYAVA,5,1,0,1,3,0,0,3,-19.17,570.34,0.469,RED,True
SHAHJAHANPUR,BANDA,5,1,0,3,1,0,0,3,-9.43,570.34,0.437,ORANGE,True
SHAHJAHANPUR,BHAWALKHERA,3,0,0,1,1,0,0,1,1.56,570.34,0.467,YELLOW,False
SHAHJAHANPUR,DADRAUL,8,3,0,1,3,0,0,1,34.12,570.34,0.588,YELLOW,False
SHAHJAHANPUR,JAITIPUR,2,0,0,2,0,0,0,1,12.64,570.34,0.518,YELLOW,False
SHAHJAHANPUR,JALALABAD,3,1,1,0,3,0,0,2,15.96,570.34,0.485,ORANGE,True
SHAHJAHANPUR,KALAN,4,1,0,2,2,0,0,1,68.41,570.34,0.463,YELLOW,False
SHAHJAHANPUR,KANTH,5,2,0,3,1,0,0,1,16.95,570.34,0.431,YELLOW,False
SHAHJAHANPUR,KATRA KHUDAGANJ,2,1,0,0,1,0,0,0,24.75,570.34,0.585,YELLOW,False
SHAHJAHANPUR,KHUTAR,2,1,0,0,0,0,0,1,5.39,570.34,0.56,YELLOW,False
SHAHJAHANPUR,MADNAPUR,2,0,0,2,0,0,0,0,7.63,570.34,0.412,YELLOW,False
SHAHJAHANPUR,MIRJAPUR,2,0,0,1,0,0,0,0,19.17,570.34,0.591,YELLOW,False
SHAHJAHANPUR,NIGOHI,2,0,0,2,2,0,0,1,7.68,570.34,0.464,YELLOW,False
SHAHJAHANPUR,PUWAYA,4,1,0,2,0,0,0,0,14.56,570.34,0.682,YELLOW,False
SHAHJAHANPUR,SINDHAULI,3,1,1,1,2,0,0,1,7.96,570.34,0.47,ORANGE,True
SHAHJAHANPUR,T.A.SHAHJAHANPUR,2,0,0,0,0,0,0,1,-1.62,570.34,0.5,YELLOW,False
SHAHJAHANPUR,TILHAR,5,0,0,3,2,0,0,1,15.43,570.34,0.65,YELLOW,False
SHAMLI (PRABUDH NAGAR),KAIRANA,4,1,1,2,2,0,0,1,31.49,570.34,0.591,YELLOW,False
SHAMLI (PRABUDH NAGAR),KANDHLA,3,1,0,1,1,0,0,2,27.86,570.34,0.522,YELLOW,False
SHAMLI (PRABUDH NAGAR),KANDHLA [TOWN AREA],1,0,1,0,0,0,0,1,-15.58,570.34,1.0,RED,True
SHAMLI (PRABUDH NAGAR),OON,7,2,1,3,6,0,0,1,41.79,570.34,0.496,YELLOW,False
SHAMLI (PRABUDH NAGAR),SHAMLI,2,1,0,1,0,0,0,1,22.14,570.34,0.726,YELLOW,False
SHAMLI (PRABUDH NAGAR),THANABHAWAN,4,1,0,0,2,0,0,1,9.25,570.34,0.69,YELLOW,False
SHRAWASTI,GILAULA,4,0,0,2,1,0,0,0,34.98,570.34,0.713,YELLOW,False
SHRAWASTI,HARIHARPUR RANI,7,4,0,3,7,0,0,0,78.59,570.34,0.535,YELLOW,False
SHRAWASTI,IKAUNA,5,1,0,3,3,0,0,0,35.89,570.34,0.627,YELLOW,False
SHRAWASTI,JAMUNHA,4,0,0,1,2,0,0,3,-2.54,570.34,0.465,YELLOW,False
SHRAWASTI,SIRSIYA,8,3,0,3,8,0,0,0,112.44,570.34,0.443,YELLOW,False
SIDDHARTHNAGAR,BANSI,3,0,0,2,2,0,0,0,9.82,570.34,0.79,YELLOW,False
SIDDHARTHNAGAR,BARHANI,2,1,0,1,1,0,0,0,-2.13,570.34,0.561,YELLOW,False
SIDDHARTHNAGAR,BHANVAPUR,1,0,0,0,1,0,0,1,-18.54,570.34,0.449,RED,True
SIDDHARTHNAGAR,BIRDPUR,3,1,0,0,3,0,1,2,-35.4,570.34,0.392,RED,True
SIDDHARTHNAGAR,DUMARIYAGANJ,4,0,0,2,2,0,0,2,-1.41,570.34,0.654,YELLOW,False
SIDDHARTHNAGAR,ITAVA,3,0,1,1,2,0,0,1,4.88,570.34,0.569,ORANGE,True
SIDDHARTHNAGAR,JOGIYA,1,0,1,0,1,0,0,1,-54.91,570.34,0.733,RED,True
SIDDHARTHNAGAR,KHESARAHA,2,0,0,1,2,0,0,0,42.5,570.34,0.55,YELLOW,False
SIDDHARTHNAGAR,KHUNIYANV,3,2,0,1,3,0,0,1,255.22,570.34,0.541,GREEN,False
SIDDHARTHNAGAR,MITHAVAL,1,0,0,1,1,0,0,0,52.78,570.34,0.691,YELLOW,False
