District,Block,Avg_Girls_Progression,Avg_C10_C11_pct,Collapsed_Enrollment_Schools,C1011_Gap_Schools,Strong_Enrollment_Schools,Block_Girls_Enrollment_Health
SIDDHARTHNAGAR,KHUNIYANV,266666.7,12.8,0,1,0,Strong
SIDDHARTHNAGAR,MITHAVAL,0.0,0.0,0,0,0,Weak
SIDDHARTHNAGAR,NAUGARH,75.5,49.0,0,1,0,Strong
SIDDHARTHNAGAR,SHOHARATGARH,0.0,0.0,0,0,0,Weak
SITAPUR,ALIYA,0.0,40.2,1,0,0,Weak
SITAPUR,BEHTA,0.0,0.0,0,0,0,Weak
SITAPUR,BISWAN,68.4,43.2,0,0,0,Strong
SITAPUR,GONDLAMAU,0.0,0.0,0,0,0,Weak
SITAPUR,HARGAON,0.0,0.0,0,0,0,Weak
SITAPUR,KASMANDA,120.0,38.4,0,0,0,Strong
SITAPUR,KHAIRABAD,0.0,0.0,0,0,0,Weak
SITAPUR,LAHARPUR,177.5,71.4,0,1,0,Strong
SITAPUR,MACHHAREHTA,2166666.7,37.3,0,0,1,Strong
SITAPUR,MAHMOODABAD,188.9,66.2,0,1,1,Strong
SITAPUR,MAHOLI,120.6,32.9,0,1,0,Strong
SITAPUR,MISRIKH,82.5,37.5,0,0,1,Strong
SITAPUR,N.K.BISWAN,305.5,140.0,0,0,1,Strong
SITAPUR,N.K.KHAIRABAD,259.3,113.3,0,0,1,Strong
SITAPUR,N.K.SITAPUR,549.2,100.0,0,0,1,Strong
SITAPUR,PAHALA,43.2,25.4,0,0,0,Moderate
SITAPUR,PARSENDI,0.0,0.0,0,0,0,Weak
SITAPUR,PISAWAN,117.4,62.9,0,0,2,Strong
SITAPUR,RAMPURMATHURA,70.8,59.2,0,0,1,Strong
SITAPUR,REUSA,0.0,0.0,0,0,0,Weak
SITAPUR,SAKARAN,56.0,25.3,0,0,0,Moderate
SITAPUR,SIDHAULI,126.5,66.0,0,0,1,Strong
SONBHADRA,BABHANI,45.0,20.2,0,0,1,Moderate
SONBHADRA,CHATRA,61.1,43.1,0,0,0,Strong
SONBHADRA,CHOPAN,104.0,30.2,0,0,1,Strong
SONBHADRA,DUDHI,16725.0,16.5,0,1,1,Strong
SONBHADRA,GHORAWAL,1014385.6,38.3,0,2,0,Strong
SONBHADRA,MYORPUR,171.9,41.9,0,2,1,Strong
SONBHADRA,NAGWA,0.0,0.0,0,0,0,Weak
SONBHADRA,ROBERTSGANJ,58.2,31.3,0,0,1,Moderate
SULTANPUR,BALDIRAI,366666.7,12.4,0,1,0,Strong
SULTANPUR,BHADAIYAN,76.5,32.4,1,0,1,Moderate
SULTANPUR,DHANPATGANJ,0.0,0.0,0,0,0,Weak
SULTANPUR,DOSTPUR,130.0,44.1,0,0,0,Strong
SULTANPUR,DUBEYPUR,2800000.0,42.0,0,1,0,Strong
SULTANPUR,JAISINGHPUR,153.8,44.1,0,0,1,Strong
SULTANPUR,KADIPUR,247.8,118.0,0,0,0,Strong
SULTANPUR,KARAUNDI KALA,0.0,0.0,0,0,0,Weak
SULTANPUR,KUREBHAR,135.7,33.4,0,0,0,Strong
SULTANPUR,KURWAR,0.0,0.0,0,0,0,Weak
SULTANPUR,MOTIGARPUR,0.0,0.0,0,0,0,Weak
SULTANPUR,SULTANPUR CITY,725.6,99.6,0,0,1,Strong
UNNAO,ASOHA,0.0,0.0,0,0,0,Weak
UNNAO,AURAS,97.6,36.4,0,0,0,Strong
UNNAO,BAGARMAU,2766666.7,37.6,0,0,1,Strong
UNNAO,BICHHIYA,2200000.0,69.3,0,0,0,Strong
UNNAO,BIGHAPUR,0.0,0.0,0,0,0,Weak
UNNAO,CITI AREA,609.6,106.9,0,0,1,Strong
UNNAO,FATEHPUR 84,3700000.0,549.9,0,0,0,Strong
UNNAO,GANGMURADABAD,300000.0,112.4,0,0,0,Strong
UNNAO,HASANGANJ,0.0,0.0,0,0,0,Weak
UNNAO,HILOULI,0.0,0.0,0,0,0,Weak
UNNAO,MIYAGANJ,0.0,0.0,0,0,0,Weak
UNNAO,NAVABGANJ,233.9,44.0,0,0,2,Strong
UNNAO,PURWA,261.4,50.0,0,0,1,Strong
UNNAO,SAFIPUR,8600000.0,45.3,0,0,1,Strong
UNNAO,SIKANDERPUR KARN,53.4,37.0,1,0,0,Moderate
UNNAO,SIKANDERPUR SAROSI,0.0,66.2,1,0,0,Weak
UNNAO,SUMERPUR,0.0,0.0,0,0,0,Weak
VARANASI,ARAJILINES,51.3,29.0,0,0,1,Moderate
VARANASI,BARAGAON,0.0,0.0,0,0,0,Weak
VARANASI,CHIRAIGAON,0.0,0.0,0,0,0,Weak
VARANASI,CHOLAPUR,11000000.0,53.0,0,0,1,Strong
VARANASI,HARHUA,0.0,0.0,0,0,0,Weak
VARANASI,KASHIVIDYAPEETH,5150000.0,50.6,0,0,1,Strong
VARANASI,NAGAR NIGAM,129.7,1100052.8,1,0,1,Moderate
VARANASI,NAGAR PALIKA RAMNAGAR,430.9,77.9,0,0,0,Strong
VARANASI,PINDRA,0.0,0.0,0,0,0,Weak
VARANASI,SEWAPURI,0.0,0.0,0,0,0,Weak
