District,Block,Year,Total_Enrollment,Avg_Enrollment,School_Count
GORAKHPUR,KAUDIRAM,2022-23,231,115.5,2
GORAKHPUR,KAUDIRAM,2023-24,292,146.0,2
GORAKHPUR,KAUDIRAM,2024-25,311,155.5,2
GORAKHPUR,KAUDIRAM,2025-26,353,176.5,2
GORAKHPUR,KHAJNI,2022-23,920,460.0,2
GORAKHPUR,KHAJNI,2023-24,879,439.5,2
GORAKHPUR,KHAJNI,2024-25,855,427.5,2
GORAKHPUR,KHAJNI,2025-26,758,379.0,2
GORAKHPUR,KHORABAR,2022-23,205,205.0,1
GORAKHPUR,KHORABAR,2023-24,190,190.0,1
GORAKHPUR,KHORABAR,2024-25,183,183.0,1
GORAKHPUR,KHORABAR,2025-26,195,195.0,1
GORAKHPUR,NAGAR KSHETRA,2022-23,5870,2935.0,2
GORAKHPUR,NAGAR KSHETRA,2023-24,5284,2642.0,2
GORAKHPUR,NAGAR KSHETRA,2024-25,4663,2331.5,2
GORAKHPUR,NAGAR KSHETRA,2025-26,4201,2100.5,2
GORAKHPUR,PIPRAICH,2022-23,184,184.0,1
GORAKHPUR,PIPRAICH,2023-24,191,191.0,1
GORAKHPUR,PIPRAICH,2024-25,178,178.0,1
GORAKHPUR,PIPRAICH,2025-26,168,168.0,1
GORAKHPUR,PIPRAULI,2022-23,52,52.0,1
GORAKHPUR,PIPRAULI,2023-24,46,46.0,1
GORAKHPUR,PIPRAULI,2024-25,39,39.0,1
GORAKHPUR,PIPRAULI,2025-26,31,31.0,1
GORAKHPUR,SAHJANWA,2022-23,134,67.0,2
GORAKHPUR,SAHJANWA,2023-24,132,66.0,2
GORAKHPUR,SAHJANWA,2024-25,111,55.5,2
GORAKHPUR,SAHJANWA,2025-26,107,53.5,2
GORAKHPUR,SARDARNAGAR,2022-23,916,916.0,1
GORAKHPUR,SARDARNAGAR,2023-24,926,926.0,1
GORAKHPUR,SARDARNAGAR,2024-25,847,847.0,1
GORAKHPUR,SARDARNAGAR,2025-26,820,820.0,1
HAMIRPUR,GOHAND,2025-26,119,59.5,2
HAMIRPUR,KURARA,2025-26,1718,429.5,4
HAMIRPUR,MAUDHA,2025-26,1013,253.2,4
HAMIRPUR,MUSKARA,2025-26,1896,474.0,4
HAMIRPUR,NP HAMIRPUR,2025-26,1280,640.0,2
HAMIRPUR,NP MAUDAHA,2025-26,915,915.0,1
HAMIRPUR,NP RATH,2025-26,380,380.0,1
HAMIRPUR,RATH,2025-26,553,184.3,3
HAMIRPUR,SARILA,2025-26,1106,221.2,5
HAMIRPUR,SUMERPUR,2025-26,1350,270.0,5
HAMIRPUR (U.P.),GOHAND,2022-23,53,26.5,2
HAMIRPUR (U.P.),GOHAND,2023-24,93,46.5,2
HAMIRPUR (U.P.),GOHAND,2024-25,112,56.0,2
HAMIRPUR (U.P.),KURARA,2022-23,1352,338.0,4
HAMIRPUR (U.P.),KURARA,2023-24,1570,392.5,4
HAMIRPUR (U.P.),KURARA,2024-25,1606,401.5,4
HAMIRPUR (U.P.),MAUDHA,2022-23,783,195.8,4
HAMIRPUR (U.P.),MAUDHA,2023-24,809,202.2,4
HAMIRPUR (U.P.),MAUDHA,2024-25,890,222.5,4
HAMIRPUR (U.P.),MUSKARA,2022-23,1400,466.7,3
HAMIRPUR (U.P.),MUSKARA,2023-24,1482,370.5,4
HAMIRPUR (U.P.),MUSKARA,2024-25,1649,412.2,4
HAMIRPUR (U.P.),NP HAMIRPUR,2022-23,1532,766.0,2
HAMIRPUR (U.P.),NP HAMIRPUR,2023-24,1431,715.5,2
HAMIRPUR (U.P.),NP HAMIRPUR,2024-25,1395,697.5,2
HAMIRPUR (U.P.),NP MAUDAHA,2022-23,743,743.0,1
HAMIRPUR (U.P.),NP MAUDAHA,2023-24,763,763.0,1
HAMIRPUR (U.P.),NP MAUDAHA,2024-25,835,835.0,1
HAMIRPUR (U.P.),NP RATH,2022-23,533,533.0,1
HAMIRPUR (U.P.),NP RATH,2023-24,508,508.0,1
HAMIRPUR (U.P.),NP RATH,2024-25,453,453.0,1
HAMIRPUR (U.P.),RATH,2022-23,426,142.0,3
HAMIRPUR (U.P.),RATH,2023-24,433,144.3,3
HAMIRPUR (U.P.),RATH,2024-25,547,182.3,3
HAMIRPUR (U.P.),SARILA,2022-23,1065,213.0,5
HAMIRPUR (U.P.),SARILA,2023-24,1014,202.8,5
HAMIRPUR (U.P.),SARILA,2024-25,1092,218.4,5
HAMIRPUR (U.P.),SUMERPUR,2022-23,1141,228.2,5
HAMIRPUR (U.P.),SUMERPUR,2023-24,1182,236.4,5
HAMIRPUR (U.P.),SUMERPUR,2024-25,1287,257.4,5
HAPUR,DHAULANA,2025-26,572,286.0,2
HAPUR,GARH MUKTESWAR,2025-26,273,91.0,3
HAPUR,HAPUR,2025-26,595,148.8,4
HAPUR,SIMBHAWALI,2025-26,811,162.2,5
HAPUR (PANCHSHEEL NAGAR),DHAULANA,2022-23,245,122.5,2
HAPUR (PANCHSHEEL NAGAR),DHAULANA,2023-24,360,180.0,2
HAPUR (PANCHSHEEL NAGAR),DHAULANA,2024-25,603,301.5,2
HAPUR (PANCHSHEEL NAGAR),GARH MUKTESWAR,2022-23,323,107.7,3
HAPUR (PANCHSHEEL NAGAR),GARH MUKTESWAR,2023-24,302,100.7,3
HAPUR (PANCHSHEEL NAGAR),GARH MUKTESWAR,2024-25,266,88.7,3
HAPUR (PANCHSHEEL NAGAR),HAPUR,2022-23,550,137.5,4
HAPUR (PANCHSHEEL NAGAR),HAPUR,2023-24,524,131.0,4
HAPUR (PANCHSHEEL NAGAR),HAPUR,2024-25,546,136.5,4
HAPUR (PANCHSHEEL NAGAR),SIMBHAWALI,2022-23,775,155.0,5
HAPUR (PANCHSHEEL NAGAR),SIMBHAWALI,2023-24,715,143.0,5
HAPUR (PANCHSHEEL NAGAR),SIMBHAWALI,2024-25,766,153.2,5
HARDOI,AHIRORI,2022-23,199,49.8,4
HARDOI,AHIRORI,2023-24,228,57.0,4
HARDOI,AHIRORI,2024-25,304,76.0,4
HARDOI,AHIRORI,2025-26,383,95.8,4
HARDOI,BAWAN,2022-23,287,95.7,3
HARDOI,BAWAN,2023-24,265,88.3,3
HARDOI,BAWAN,2024-25,313,104.3,3
HARDOI,BAWAN,2025-26,366,122.0,3
HARDOI,BEHANDAR,2022-23,62,62.0,1
HARDOI,BEHANDAR,2023-24,67,67.0,1
HARDOI,BEHANDAR,2024-25,63,63.0,1
HARDOI,BEHANDAR,2025-26,73,73.0,1
HARDOI,BHARAWAN,2022-23,629,157.2,4
HARDOI,BHARAWAN,2023-24,763,190.8,4
HARDOI,BHARAWAN,2024-25,999,249.8,4
HARDOI,BHARAWAN,2025-26,1232,308.0,4
HARDOI,BHARKHANI,2022-23,474,158.0,3
HARDOI,BHARKHANI,2023-24,356,118.7,3
HARDOI,BHARKHANI,2024-25,376,125.3,3
HARDOI,BHARKHANI,2025-26,377,125.7,3
HARDOI,BILGRAM,2022-23,135,45.0,3
HARDOI,BILGRAM,2023-24,133,44.3,3
HARDOI,BILGRAM,2024-25,172,57.3,3
HARDOI,BILGRAM,2025-26,214,71.3,3
HARDOI,HARIYAWAN,2022-23,389,97.2,4
HARDOI,HARIYAWAN,2023-24,338,84.5,4
HARDOI,HARIYAWAN,2024-25,347,86.8,4
HARDOI,HARIYAWAN,2025-26,424,106.0,4
HARDOI,HARPALPUR,2022-23,131,131.0,1
HARDOI,HARPALPUR,2023-24,126,126.0,1
HARDOI,HARPALPUR,2024-25,139,139.0,1
HARDOI,HARPALPUR,2025-26,139,139.0,1
HARDOI,KACHAUNA,2022-23,78,39.0,2
HARDOI,KACHAUNA,2023-24,79,39.5,2
HARDOI,KACHAUNA,2024-25,74,37.0,2
HARDOI,KACHAUNA,2025-26,103,51.5,2
HARDOI,KOTHAWAN,2022-23,145,72.5,2
HARDOI,KOTHAWAN,2023-24,178,89.0,2
HARDOI,KOTHAWAN,2024-25,226,113.0,2
HARDOI,KOTHAWAN,2025-26,254,127.0,2
HARDOI,MADHOGANJ,2022-23,66,33.0,2
HARDOI,MADHOGANJ,2023-24,84,42.0,2
HARDOI,MADHOGANJ,2024-25,78,39.0,2
HARDOI,MADHOGANJ,2025-26,119,59.5,2
HARDOI,MALLAWA,2022-23,109,36.3,3
HARDOI,MALLAWA,2023-24,150,50.0,3
HARDOI,MALLAWA,2024-25,142,47.3,3
HARDOI,MALLAWA,2025-26,167,55.7,3
HARDOI,PIHANI,2022-23,92,92.0,1
HARDOI,PIHANI,2023-24,107,107.0,1
HARDOI,PIHANI,2024-25,115,115.0,1
HARDOI,PIHANI,2025-26,134,134.0,1
HARDOI,SANDI,2022-23,220,73.3,3
HARDOI,SANDI,2023-24,192,64.0,3
HARDOI,SANDI,2024-25,195,65.0,3
HARDOI,SANDI,2025-26,214,71.3,3
HARDOI,SANDILA,2022-23,101,101.0,1
HARDOI,SANDILA,2023-24,127,127.0,1
HARDOI,SANDILA,2024-25,156,156.0,1
HARDOI,SANDILA,2025-26,168,168.0,1
HARDOI,SHAHABAD,2022-23,336,112.0,3
HARDOI,SHAHABAD,2023-24,310,103.3,3
HARDOI,SHAHABAD,2024-25,278,92.7,3
HARDOI,SHAHABAD,2025-26,300,100.0,3
HARDOI,SURSA,2022-23,100,100.0,1
HARDOI,SURSA,2023-24,89,89.0,1
HARDOI,SURSA,2024-25,109,109.0,1
HARDOI,SURSA,2025-26,102,102.0,1
HARDOI,TANDIYAWA,2022-23,1969,393.8,5
HARDOI,TANDIYAWA,2023-24,1909,381.8,5
HARDOI,TANDIYAWA,2024-25,1845,369.0,5
HARDOI,TANDIYAWA,2025-26,1886,377.2,5
HARDOI,TN.AR.  PIHANI,2022-23,237,237.0,1
HARDOI,TN.AR.  PIHANI,2023-24,210,210.0,1
HARDOI,TN.AR.  PIHANI,2024-25,189,189.0,1
HARDOI,TN.AR.  PIHANI,2025-26,161,161.0,1
HARDOI,TN.AR. HARDOI,2022-23,2749,1374.5,2
HARDOI,TN.AR. HARDOI,2023-24,2709,1354.5,2
HARDOI,TN.AR. HARDOI,2024-25,2619,1309.5,2
HARDOI,TN.AR. HARDOI,2025-26,2459,1229.5,2
HARDOI,TN.AR. SANDILA,2022-23,658,329.0,2
HARDOI,TN.AR. SANDILA,2023-24,804,402.0,2
HARDOI,TN.AR. SANDILA,2024-25,1117,558.5,2
HARDOI,TN.AR. SANDILA,2025-26,1140,570.0,2
HARDOI,TONDARPUR,2022-23,539,107.8,5
HARDOI,TONDARPUR,2023-24,513,102.6,5
HARDOI,TONDARPUR,2024-25,502,100.4,5
HARDOI,TONDARPUR,2025-26,538,107.6,5
HATHRAS,HASAYAN,2022-23,261,87.0,3
HATHRAS,HASAYAN,2023-24,224,74.7,3
HATHRAS,HASAYAN,2024-25,209,69.7,3
HATHRAS,HASAYAN,2025-26,245,81.7,3
HATHRAS,HATHRAS,2022-23,224,112.0,2
HATHRAS,HATHRAS,2023-24,144,72.0,2
HATHRAS,HATHRAS,2024-25,115,57.5,2
HATHRAS,HATHRAS,2025-26,154,77.0,2
HATHRAS,MURSAN,2022-23,178,89.0,2
HATHRAS,MURSAN,2023-24,245,122.5,2
HATHRAS,MURSAN,2024-25,345,172.5,2
HATHRAS,MURSAN,2025-26,405,202.5,2
HATHRAS,N.P. HATHRAS,2022-23,165,165.0,1
HATHRAS,N.P. HATHRAS,2023-24,169,169.0,1
HATHRAS,N.P. HATHRAS,2024-25,193,193.0,1
HATHRAS,N.P. HATHRAS,2025-26,207,207.0,1
HATHRAS,SADABAD,2022-23,412,82.4,5
HATHRAS,SADABAD,2023-24,418,83.6,5
HATHRAS,SADABAD,2024-25,505,101.0,5
HATHRAS,SADABAD,2025-26,601,120.2,5
HATHRAS,SAHPAU,2022-23,155,38.8,4
HATHRAS,SAHPAU,2023-24,163,40.8,4
HATHRAS,SAHPAU,2024-25,175,43.8,4
HATHRAS,SAHPAU,2025-26,212,53.0,4
HATHRAS,SASNI,2022-23,227,75.7,3
HATHRAS,SASNI,2023-24,213,71.0,3
HATHRAS,SASNI,2024-25,222,74.0,3
HATHRAS,SASNI,2025-26,231,77.0,3
HATHRAS,SIKANDRA RAO,2022-23,463,154.3,3
HATHRAS,SIKANDRA RAO,2023-24,531,177.0,3
HATHRAS,SIKANDRA RAO,2024-25,590,196.7,3
HATHRAS,SIKANDRA RAO,2025-26,498,166.0,3
JALAUN,DAKOR,2022-23,934,155.7,6
JALAUN,DAKOR,2023-24,916,152.7,6
JALAUN,DAKOR,2024-25,1004,167.3,6
JALAUN,DAKOR,2025-26,1010,168.3,6
JALAUN,JALAUN,2022-23,44,44.0,1
JALAUN,JALAUN,2023-24,42,42.0,1
JALAUN,JALAUN,2024-25,43,43.0,1
JALAUN,JALAUN,2025-26,48,48.0,1
JALAUN,KADAURA,2022-23,1840,460.0,4
JALAUN,KADAURA,2023-24,1829,457.2,4
JALAUN,KADAURA,2024-25,1770,442.5,4
JALAUN,KADAURA,2025-26,1802,450.5,4
JALAUN,KONCH,2022-23,33,33.0,1
JALAUN,KONCH,2023-24,28,28.0,1
JALAUN,KONCH,2024-25,40,40.0,1
JALAUN,KONCH,2025-26,47,47.0,1
JALAUN,KUTHAUND,2022-23,116,58.0,2
JALAUN,KUTHAUND,2023-24,97,48.5,2
JALAUN,KUTHAUND,2024-25,108,54.0,2
JALAUN,KUTHAUND,2025-26,121,60.5,2
JALAUN,MADHAUGADH,2022-23,203,203.0,1
JALAUN,MADHAUGADH,2023-24,239,239.0,1
JALAUN,MADHAUGADH,2024-25,235,235.0,1
JALAUN,MADHAUGADH,2025-26,222,222.0,1
JALAUN,MAHEVA,2022-23,882,147.0,6
JALAUN,MAHEVA,2023-24,821,136.8,6
JALAUN,MAHEVA,2024-25,817,136.2,6
JALAUN,MAHEVA,2025-26,825,137.5,6
JALAUN,NADIGAWN,2022-23,351,175.5,2
JALAUN,NADIGAWN,2023-24,338,169.0,2
JALAUN,NADIGAWN,2024-25,376,188.0,2
JALAUN,NADIGAWN,2025-26,411,205.5,2
JALAUN,RAMPURA,2022-23,158,52.7,3
JALAUN,RAMPURA,2023-24,168,56.0,3
JALAUN,RAMPURA,2024-25,186,62.0,3
JALAUN,RAMPURA,2025-26,210,70.0,3
JALAUN,T. A. ORAI,2022-23,824,412.0,2
JALAUN,T. A. ORAI,2023-24,648,324.0,2
JALAUN,T. A. ORAI,2024-25,819,409.5,2
JALAUN,T. A. ORAI,2025-26,782,391.0,2
JAUNPUR,BADLA PUR,2022-23,124,62.0,2
JAUNPUR,BADLA PUR,2023-24,90,45.0,2
JAUNPUR,BADLA PUR,2024-25,79,39.5,2
JAUNPUR,BADLA PUR,2025-26,118,59.0,2
JAUNPUR,BARSATHI,2022-23,80,80.0,1
JAUNPUR,BARSATHI,2023-24,78,78.0,1
JAUNPUR,BARSATHI,2024-25,78,78.0,1
JAUNPUR,BARSATHI,2025-26,103,103.0,1
JAUNPUR,BUKSHA,2022-23,54,54.0,1
JAUNPUR,BUKSHA,2023-24,53,53.0,1
JAUNPUR,BUKSHA,2024-25,39,39.0,1
JAUNPUR,BUKSHA,2025-26,56,56.0,1
JAUNPUR,DHARMAPUR,2022-23,42,42.0,1
JAUNPUR,DHARMAPUR,2023-24,38,38.0,1
JAUNPUR,DHARMAPUR,2024-25,32,32.0,1
JAUNPUR,DHARMAPUR,2025-26,62,62.0,1
JAUNPUR,DOBHI,2022-23,85,85.0,1
JAUNPUR,DOBHI,2023-24,73,73.0,1
JAUNPUR,DOBHI,2024-25,70,70.0,1
JAUNPUR,DOBHI,2025-26,86,86.0,1
JAUNPUR,JALALPUR,2022-23,91,91.0,1
JAUNPUR,JALALPUR,2023-24,80,80.0,1
JAUNPUR,JALALPUR,2024-25,61,61.0,1
JAUNPUR,JALALPUR,2025-26,61,61.0,1
JAUNPUR,JAUNPUR  [NAGAR],2022-23,323,323.0,1
JAUNPUR,JAUNPUR  [NAGAR],2023-24,338,338.0,1
JAUNPUR,JAUNPUR  [NAGAR],2024-25,357,357.0,1
JAUNPUR,JAUNPUR  [NAGAR],2025-26,365,365.0,1
JAUNPUR,KARANJA KALA,2022-23,150,75.0,2
JAUNPUR,KARANJA KALA,2023-24,139,69.5,2
JAUNPUR,KARANJA KALA,2024-25,138,69.0,2
JAUNPUR,KARANJA KALA,2025-26,149,74.5,2
JAUNPUR,KERAKAT,2022-23,49,49.0,1
JAUNPUR,KERAKAT,2023-24,115,57.5,2
JAUNPUR,KERAKAT,2024-25,187,93.5,2
JAUNPUR,KERAKAT,2025-26,286,143.0,2
JAUNPUR,KHUTHAN,2022-23,57,57.0,1
JAUNPUR,KHUTHAN,2023-24,31,31.0,1
JAUNPUR,KHUTHAN,2024-25,47,47.0,1
JAUNPUR,KHUTHAN,2025-26,62,62.0,1
JAUNPUR,MACHHALI SHAHAR,2022-23,366,183.0,2
JAUNPUR,MACHHALI SHAHAR,2023-24,338,169.0,2
JAUNPUR,MACHHALI SHAHAR,2024-25,385,192.5,2
JAUNPUR,MACHHALI SHAHAR,2025-26,450,225.0,2
JAUNPUR,MADIYAHUN,2022-23,132,66.0,2
JAUNPUR,MADIYAHUN,2023-24,157,78.5,2
JAUNPUR,MADIYAHUN,2024-25,161,80.5,2
JAUNPUR,MADIYAHUN,2025-26,159,79.5,2
JAUNPUR,MAHARAJ GANJ,2022-23,36,36.0,1
JAUNPUR,MAHARAJ GANJ,2023-24,35,35.0,1
JAUNPUR,MAHARAJ GANJ,2024-25,30,30.0,1
JAUNPUR,MAHARAJ GANJ,2025-26,31,31.0,1
JAUNPUR,MUFTI GANJ,2022-23,122,122.0,1
JAUNPUR,MUFTI GANJ,2023-24,100,100.0,1
JAUNPUR,MUFTI GANJ,2024-25,101,101.0,1
JAUNPUR,MUFTI GANJ,2025-26,108,108.0,1
JAUNPUR,MUGRA BADSHAH PUR,2022-23,74,37.0,2
JAUNPUR,MUGRA BADSHAH PUR,2023-24,80,40.0,2
JAUNPUR,MUGRA BADSHAH PUR,2024-25,106,53.0,2
JAUNPUR,MUGRA BADSHAH PUR,2025-26,120,60.0,2
JAUNPUR,RAM PUR,2022-23,92,92.0,1
JAUNPUR,RAM PUR,2023-24,96,96.0,1
JAUNPUR,RAM PUR,2024-25,88,88.0,1
JAUNPUR,RAM PUR,2025-26,124,124.0,1
JAUNPUR,SHAH GANJ,2022-23,235,78.3,3
JAUNPUR,SHAH GANJ,2023-24,288,96.0,3
JAUNPUR,SHAH GANJ,2024-25,278,92.7,3
JAUNPUR,SHAH GANJ,2025-26,310,103.3,3
JAUNPUR,SIKRARA,2022-23,69,34.5,2
JAUNPUR,SIKRARA,2023-24,48,24.0,2
JAUNPUR,SIKRARA,2024-25,57,28.5,2
JAUNPUR,SIKRARA,2025-26,89,44.5,2
JAUNPUR,SIRKONI,2022-23,142,47.3,3
JAUNPUR,SIRKONI,2023-24,154,51.3,3
JAUNPUR,SIRKONI,2024-25,150,50.0,3
JAUNPUR,SIRKONI,2025-26,187,62.3,3
JAUNPUR,SUITHA KALA,2022-23,113,56.5,2
JAUNPUR,SUITHA KALA,2023-24,69,34.5,2
JAUNPUR,SUITHA KALA,2024-25,75,37.5,2
JAUNPUR,SUITHA KALA,2025-26,123,61.5,2
JAUNPUR,SUJAN GANJ,2022-23,55,55.0,1
JAUNPUR,SUJAN GANJ,2023-24,55,55.0,1
JAUNPUR,SUJAN GANJ,2024-25,63,63.0,1
JAUNPUR,SUJAN GANJ,2025-26,71,71.0,1
JHANSI,BABINA,2022-23,2339,334.1,7
JHANSI,BABINA,2023-24,2159,308.4,7
JHANSI,BABINA,2024-25,2079,297.0,7
JHANSI,BABINA,2025-26,2051,293.0,7
JHANSI,BAMORE,2022-23,230,76.7,3
JHANSI,BAMORE,2023-24,218,72.7,3
JHANSI,BAMORE,2024-25,180,60.0,3
JHANSI,BAMORE,2025-26,188,62.7,3
JHANSI,BANGRA,2022-23,2654,530.8,5
JHANSI,BANGRA,2023-24,2526,505.2,5
JHANSI,BANGRA,2024-25,2445,489.0,5
JHANSI,BANGRA,2025-26,2469,493.8,5
JHANSI,BARAGAON,2022-23,1060,265.0,4
JHANSI,BARAGAON,2023-24,1023,255.8,4
JHANSI,BARAGAON,2024-25,993,248.2,4
JHANSI,BARAGAON,2025-26,1036,259.0,4
JHANSI,CHIRGAON,2022-23,626,208.7,3
JHANSI,CHIRGAON,2023-24,596,198.7,3
JHANSI,CHIRGAON,2024-25,565,188.3,3
JHANSI,CHIRGAON,2025-26,598,199.3,3
JHANSI,GURSARAI,2022-23,541,180.3,3
JHANSI,GURSARAI,2023-24,484,161.3,3
JHANSI,GURSARAI,2024-25,479,159.7,3
JHANSI,GURSARAI,2025-26,442,147.3,3
JHANSI,JHANSI NAGARCHETRA,2022-23,1891,945.5,2
JHANSI,JHANSI NAGARCHETRA,2023-24,1824,912.0,2
JHANSI,JHANSI NAGARCHETRA,2024-25,1787,893.5,2
JHANSI,JHANSI NAGARCHETRA,2025-26,1950,975.0,2
JHANSI,MAURANIPUR,2022-23,670,223.3,3
JHANSI,MAURANIPUR,2023-24,581,193.7,3
JHANSI,MAURANIPUR,2024-25,535,178.3,3
JHANSI,MAURANIPUR,2025-26,558,186.0,3
JHANSI,MAURANIPUR  N.CHETRA,2022-23,1118,1118.0,1
JHANSI,MAURANIPUR  N.CHETRA,2023-24,1038,1038.0,1
JHANSI,MAURANIPUR  N.CHETRA,2024-25,1071,1071.0,1
JHANSI,MAURANIPUR  N.CHETRA,2025-26,1197,1197.0,1
JHANSI,MOTH,2022-23,1729,432.2,4
JHANSI,MOTH,2023-24,1643,410.8,4
JHANSI,MOTH,2024-25,1619,404.8,4
JHANSI,MOTH,2025-26,1618,404.5,4
JYOTIBA PHULE NAGAR (AMROHA),AMROHA,2022-23,360,120.0,3
JYOTIBA PHULE NAGAR (AMROHA),AMROHA,2023-24,405,135.0,3
JYOTIBA PHULE NAGAR (AMROHA),AMROHA,2024-25,529,176.3,3
JYOTIBA PHULE NAGAR (AMROHA),AMROHA CITY,2022-23,1586,793.0,2
JYOTIBA PHULE NAGAR (AMROHA),AMROHA CITY,2023-24,1554,777.0,2
JYOTIBA PHULE NAGAR (AMROHA),AMROHA CITY,2024-25,1474,737.0,2
JYOTIBA PHULE NAGAR (AMROHA),DHANORA,2022-23,639,127.8,5
JYOTIBA PHULE NAGAR (AMROHA),DHANORA,2023-24,588,117.6,5
JYOTIBA PHULE NAGAR (AMROHA),DHANORA,2024-25,591,118.2,5
JYOTIBA PHULE NAGAR (AMROHA),GAJRAULA,2022-23,415,138.3,3
JYOTIBA PHULE NAGAR (AMROHA),GAJRAULA,2023-24,408,136.0,3
JYOTIBA PHULE NAGAR (AMROHA),GAJRAULA,2024-25,453,113.2,4
JYOTIBA PHULE NAGAR (AMROHA),GANGESHWARI,2022-23,275,91.7,3
JYOTIBA PHULE NAGAR (AMROHA),GANGESHWARI,2023-24,389,129.7,3
JYOTIBA PHULE NAGAR (AMROHA),GANGESHWARI,2024-25,464,154.7,3
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR,2022-23,411,137.0,3
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR,2023-24,499,99.8,5
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR,2024-25,490,98.0,5
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR CITY,2022-23,972,972.0,1
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR CITY,2023-24,896,896.0,1
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR CITY,2024-25,863,863.0,1
JYOTIBA PHULE NAGAR (AMROHA),JOYA,2022-23,433,216.5,2
JYOTIBA PHULE NAGAR (AMROHA),JOYA,2023-24,434,217.0,2
JYOTIBA PHULE NAGAR (AMROHA),JOYA,2024-25,500,250.0,2
KANNAUJ,CHHIBRAMAU,2022-23,177,59.0,3
KANNAUJ,CHHIBRAMAU,2023-24,236,78.7,3
KANNAUJ,CHHIBRAMAU,2024-25,220,73.3,3
KANNAUJ,CHHIBRAMAU,2025-26,248,82.7,3
KANNAUJ,GUGRAPUR,2022-23,144,72.0,2
KANNAUJ,GUGRAPUR,2023-24,146,73.0,2
KANNAUJ,GUGRAPUR,2024-25,163,81.5,2
KANNAUJ,GUGRAPUR,2025-26,179,89.5,2
KANNAUJ,HASERAN,2022-23,21,21.0,1
KANNAUJ,HASERAN,2023-24,15,15.0,1
KANNAUJ,HASERAN,2024-25,16,16.0,1
KANNAUJ,HASERAN,2025-26,24,24.0,1
KANNAUJ,JALALABAD,2022-23,670,335.0,2
KANNAUJ,JALALABAD,2023-24,563,281.5,2
KANNAUJ,JALALABAD,2024-25,710,355.0,2
KANNAUJ,JALALABAD,2025-26,661,330.5,2
KANNAUJ,KANNAUJ,2022-23,220,73.3,3
KANNAUJ,KANNAUJ,2023-24,203,67.7,3
KANNAUJ,KANNAUJ,2024-25,257,85.7,3
KANNAUJ,KANNAUJ,2025-26,326,108.7,3
KANNAUJ,SAURIKH,2022-23,116,58.0,2
KANNAUJ,SAURIKH,2023-24,99,49.5,2
KANNAUJ,SAURIKH,2024-25,105,52.5,2
KANNAUJ,SAURIKH,2025-26,122,61.0,2
KANNAUJ,TAL GRAM,2022-23,404,134.7,3
KANNAUJ,TAL GRAM,2023-24,408,136.0,3
KANNAUJ,TAL GRAM,2024-25,653,217.7,3
KANNAUJ,TAL GRAM,2025-26,723,241.0,3
KANNAUJ,UMARDA,2022-23,556,185.3,3
KANNAUJ,UMARDA,2023-24,495,165.0,3
KANNAUJ,UMARDA,2024-25,512,170.7,3
KANNAUJ,UMARDA,2025-26,438,146.0,3
KANPUR DEHAT,AKBARPUR,2022-23,169,169.0,1
KANPUR DEHAT,AKBARPUR,2023-24,148,148.0,1
KANPUR DEHAT,AKBARPUR,2024-25,121,121.0,1
KANPUR DEHAT,AKBARPUR,2025-26,122,122.0,1
KANPUR DEHAT,AMARAUDHA,2022-23,664,221.3,3
KANPUR DEHAT,AMARAUDHA,2023-24,752,250.7,3
KANPUR DEHAT,AMARAUDHA,2024-25,731,243.7,3
KANPUR DEHAT,AMARAUDHA,2025-26,767,255.7,3
KANPUR DEHAT,DERAPUR,2022-23,48,48.0,1
KANPUR DEHAT,DERAPUR,2023-24,55,55.0,1
KANPUR DEHAT,DERAPUR,2024-25,62,62.0,1
KANPUR DEHAT,DERAPUR,2025-26,69,69.0,1
KANPUR DEHAT,JHINJHAK,2022-23,142,71.0,2
KANPUR DEHAT,JHINJHAK,2023-24,159,79.5,2
KANPUR DEHAT,JHINJHAK,2024-25,330,110.0,3
KANPUR DEHAT,JHINJHAK,2025-26,370,123.3,3
KANPUR DEHAT,MAITHA,2022-23,22,22.0,1
KANPUR DEHAT,MAITHA,2023-24,29,29.0,1
KANPUR DEHAT,MAITHA,2024-25,42,42.0,1
KANPUR DEHAT,MAITHA,2025-26,56,56.0,1
KANPUR DEHAT,MALASA,2022-23,72,36.0,2
KANPUR DEHAT,MALASA,2023-24,70,35.0,2
KANPUR DEHAT,MALASA,2024-25,95,47.5,2
KANPUR DEHAT,MALASA,2025-26,93,46.5,2
KANPUR DEHAT,RAJPUR,2022-23,50,25.0,2
KANPUR DEHAT,RAJPUR,2023-24,73,36.5,2
KANPUR DEHAT,RAJPUR,2024-25,68,34.0,2
KANPUR DEHAT,RAJPUR,2025-26,86,43.0,2
KANPUR DEHAT,RASULABAD,2022-23,209,69.7,3
KANPUR DEHAT,RASULABAD,2023-24,266,88.7,3
KANPUR DEHAT,RASULABAD,2024-25,305,101.7,3
KANPUR DEHAT,RASULABAD,2025-26,278,92.7,3
KANPUR DEHAT,SANDALPUR,2022-23,31,31.0,1
KANPUR DEHAT,SANDALPUR,2023-24,31,31.0,1
