District,Block,Year,Total_Enrollment,Avg_Enrollment,School_Count
SHAMLI (PRABUDH NAGAR),KANDHLA,2022-23,345,115.0,3
SHAMLI (PRABUDH NAGAR),KANDHLA,2023-24,339,113.0,3
SHAMLI (PRABUDH NAGAR),KANDHLA,2024-25,340,113.3,3
SHAMLI (PRABUDH NAGAR),KANDHLA [TOWN AREA],2022-23,1284,1284.0,1
SHAMLI (PRABUDH NAGAR),KANDHLA [TOWN AREA],2023-24,1254,1254.0,1
SHAMLI (PRABUDH NAGAR),KANDHLA [TOWN AREA],2024-25,1212,1212.0,1
SHAMLI (PRABUDH NAGAR),OON,2022-23,744,106.3,7
SHAMLI (PRABUDH NAGAR),OON,2023-24,653,93.3,7
SHAMLI (PRABUDH NAGAR),OON,2024-25,637,91.0,7
SHAMLI (PRABUDH NAGAR),SHAMLI,2022-23,315,157.5,2
SHAMLI (PRABUDH NAGAR),SHAMLI,2023-24,331,165.5,2
SHAMLI (PRABUDH NAGAR),SHAMLI,2024-25,337,168.5,2
SHAMLI (PRABUDH NAGAR),THANABHAWAN,2022-23,429,214.5,2
SHAMLI (PRABUDH NAGAR),THANABHAWAN,2023-24,641,213.7,3
SHAMLI (PRABUDH NAGAR),THANABHAWAN,2024-25,767,191.8,4
SHRAWASTI,GILAULA,2022-23,249,62.2,4
SHRAWASTI,GILAULA,2023-24,321,80.2,4
SHRAWASTI,GILAULA,2024-25,339,84.8,4
SHRAWASTI,GILAULA,2025-26,350,87.5,4
SHRAWASTI,HARIHARPUR RANI,2022-23,489,69.9,7
SHRAWASTI,HARIHARPUR RANI,2023-24,525,75.0,7
SHRAWASTI,HARIHARPUR RANI,2024-25,651,93.0,7
SHRAWASTI,HARIHARPUR RANI,2025-26,839,119.9,7
SHRAWASTI,IKAUNA,2022-23,304,76.0,4
SHRAWASTI,IKAUNA,2023-24,344,68.8,5
SHRAWASTI,IKAUNA,2024-25,502,100.4,5
SHRAWASTI,IKAUNA,2025-26,575,115.0,5
SHRAWASTI,JAMUNHA,2022-23,296,74.0,4
SHRAWASTI,JAMUNHA,2023-24,259,64.8,4
SHRAWASTI,JAMUNHA,2024-25,252,63.0,4
SHRAWASTI,JAMUNHA,2025-26,268,67.0,4
SHRAWASTI,SIRSIYA,2022-23,536,67.0,8
SHRAWASTI,SIRSIYA,2023-24,696,87.0,8
SHRAWASTI,SIRSIYA,2024-25,979,122.4,8
SHRAWASTI,SIRSIYA,2025-26,1305,163.1,8
SIDDHARTHNAGAR,BANSI,2022-23,394,131.3,3
SIDDHARTHNAGAR,BANSI,2023-24,342,114.0,3
SIDDHARTHNAGAR,BANSI,2024-25,361,120.3,3
SIDDHARTHNAGAR,BANSI,2025-26,423,141.0,3
SIDDHARTHNAGAR,BARHANI,2022-23,94,94.0,1
SIDDHARTHNAGAR,BARHANI,2023-24,71,71.0,1
SIDDHARTHNAGAR,BARHANI,2024-25,122,61.0,2
SIDDHARTHNAGAR,BARHANI,2025-26,144,72.0,2
SIDDHARTHNAGAR,BHANVAPUR,2022-23,205,205.0,1
SIDDHARTHNAGAR,BHANVAPUR,2023-24,233,233.0,1
SIDDHARTHNAGAR,BHANVAPUR,2024-25,237,237.0,1
SIDDHARTHNAGAR,BHANVAPUR,2025-26,167,167.0,1
SIDDHARTHNAGAR,BIRDPUR,2022-23,167,83.5,2
SIDDHARTHNAGAR,BIRDPUR,2023-24,367,122.3,3
SIDDHARTHNAGAR,BIRDPUR,2024-25,375,125.0,3
SIDDHARTHNAGAR,BIRDPUR,2025-26,439,146.3,3
SIDDHARTHNAGAR,DUMARIYAGANJ,2022-23,1043,260.8,4
SIDDHARTHNAGAR,DUMARIYAGANJ,2023-24,1045,261.2,4
SIDDHARTHNAGAR,DUMARIYAGANJ,2024-25,950,237.5,4
SIDDHARTHNAGAR,DUMARIYAGANJ,2025-26,1061,265.2,4
SIDDHARTHNAGAR,ITAVA,2022-23,448,149.3,3
SIDDHARTHNAGAR,ITAVA,2023-24,405,135.0,3
SIDDHARTHNAGAR,ITAVA,2024-25,414,138.0,3
SIDDHARTHNAGAR,ITAVA,2025-26,445,148.3,3
SIDDHARTHNAGAR,JOGIYA,2022-23,224,224.0,1
SIDDHARTHNAGAR,JOGIYA,2023-24,199,199.0,1
SIDDHARTHNAGAR,JOGIYA,2024-25,123,123.0,1
SIDDHARTHNAGAR,JOGIYA,2025-26,101,101.0,1
SIDDHARTHNAGAR,KHESARAHA,2022-23,411,205.5,2
SIDDHARTHNAGAR,KHESARAHA,2023-24,368,184.0,2
SIDDHARTHNAGAR,KHESARAHA,2024-25,441,220.5,2
SIDDHARTHNAGAR,KHESARAHA,2025-26,545,272.5,2
SIDDHARTHNAGAR,KHUNIYANV,2022-23,213,106.5,2
SIDDHARTHNAGAR,KHUNIYANV,2023-24,166,83.0,2
SIDDHARTHNAGAR,KHUNIYANV,2024-25,234,78.0,3
SIDDHARTHNAGAR,KHUNIYANV,2025-26,314,104.7,3
SIDDHARTHNAGAR,MITHAVAL,2022-23,36,36.0,1
SIDDHARTHNAGAR,MITHAVAL,2023-24,13,13.0,1
SIDDHARTHNAGAR,MITHAVAL,2024-25,22,22.0,1
SIDDHARTHNAGAR,MITHAVAL,2025-26,55,55.0,1
SIDDHARTHNAGAR,NAUGARH,2022-23,935,233.8,4
SIDDHARTHNAGAR,NAUGARH,2023-24,1084,271.0,4
SIDDHARTHNAGAR,NAUGARH,2024-25,1135,283.8,4
SIDDHARTHNAGAR,NAUGARH,2025-26,1163,290.8,4
SIDDHARTHNAGAR,SHOHARATGARH,2022-23,44,44.0,1
SIDDHARTHNAGAR,SHOHARATGARH,2023-24,52,52.0,1
SIDDHARTHNAGAR,SHOHARATGARH,2024-25,40,40.0,1
SIDDHARTHNAGAR,SHOHARATGARH,2025-26,63,63.0,1
SITAPUR,ALIYA,2022-23,329,109.7,3
SITAPUR,ALIYA,2023-24,381,127.0,3
SITAPUR,ALIYA,2024-25,425,141.7,3
SITAPUR,ALIYA,2025-26,536,178.7,3
SITAPUR,BEHTA,2022-23,449,74.8,6
SITAPUR,BEHTA,2023-24,414,69.0,6
SITAPUR,BEHTA,2024-25,400,66.7,6
SITAPUR,BEHTA,2025-26,482,80.3,6
SITAPUR,BISWAN,2022-23,381,127.0,3
SITAPUR,BISWAN,2023-24,579,193.0,3
SITAPUR,BISWAN,2024-25,721,240.3,3
SITAPUR,BISWAN,2025-26,841,280.3,3
SITAPUR,GONDLAMAU,2022-23,260,130.0,2
SITAPUR,GONDLAMAU,2023-24,254,127.0,2
SITAPUR,GONDLAMAU,2024-25,241,120.5,2
SITAPUR,GONDLAMAU,2025-26,255,127.5,2
SITAPUR,HARGAON,2022-23,225,112.5,2
SITAPUR,HARGAON,2023-24,248,124.0,2
SITAPUR,HARGAON,2024-25,251,125.5,2
SITAPUR,HARGAON,2025-26,254,127.0,2
SITAPUR,KASMANDA,2022-23,845,422.5,2
SITAPUR,KASMANDA,2023-24,959,479.5,2
SITAPUR,KASMANDA,2024-25,1004,502.0,2
SITAPUR,KASMANDA,2025-26,1104,552.0,2
SITAPUR,KHAIRABAD,2022-23,196,98.0,2
SITAPUR,KHAIRABAD,2023-24,222,111.0,2
SITAPUR,KHAIRABAD,2024-25,225,112.5,2
SITAPUR,KHAIRABAD,2025-26,217,108.5,2
SITAPUR,LAHARPUR,2022-23,463,154.3,3
SITAPUR,LAHARPUR,2023-24,690,230.0,3
SITAPUR,LAHARPUR,2024-25,854,284.7,3
SITAPUR,LAHARPUR,2025-26,1204,401.3,3
SITAPUR,MACHHAREHTA,2022-23,491,163.7,3
SITAPUR,MACHHAREHTA,2023-24,592,197.3,3
SITAPUR,MACHHAREHTA,2024-25,686,228.7,3
SITAPUR,MACHHAREHTA,2025-26,615,205.0,3
SITAPUR,MAHMOODABAD,2022-23,895,223.8,4
SITAPUR,MAHMOODABAD,2023-24,845,211.2,4
SITAPUR,MAHMOODABAD,2024-25,975,243.8,4
SITAPUR,MAHMOODABAD,2025-26,1151,287.8,4
SITAPUR,MAHOLI,2022-23,510,255.0,2
SITAPUR,MAHOLI,2023-24,530,265.0,2
SITAPUR,MAHOLI,2024-25,560,280.0,2
SITAPUR,MAHOLI,2025-26,586,293.0,2
SITAPUR,MISRIKH,2022-23,824,274.7,3
SITAPUR,MISRIKH,2023-24,1051,350.3,3
SITAPUR,MISRIKH,2024-25,1017,339.0,3
SITAPUR,MISRIKH,2025-26,1064,354.7,3
SITAPUR,N.K.BISWAN,2022-23,782,782.0,1
SITAPUR,N.K.BISWAN,2023-24,711,711.0,1
SITAPUR,N.K.BISWAN,2024-25,640,640.0,1
SITAPUR,N.K.BISWAN,2025-26,607,607.0,1
SITAPUR,N.K.KHAIRABAD,2022-23,957,957.0,1
SITAPUR,N.K.KHAIRABAD,2023-24,885,885.0,1
SITAPUR,N.K.KHAIRABAD,2024-25,982,982.0,1
SITAPUR,N.K.KHAIRABAD,2025-26,952,952.0,1
SITAPUR,N.K.SITAPUR,2022-23,2599,1299.5,2
SITAPUR,N.K.SITAPUR,2023-24,2613,1306.5,2
SITAPUR,N.K.SITAPUR,2024-25,2475,1237.5,2
SITAPUR,N.K.SITAPUR,2025-26,2397,1198.5,2
SITAPUR,PAHALA,2022-23,629,157.2,4
SITAPUR,PAHALA,2023-24,699,174.8,4
SITAPUR,PAHALA,2024-25,736,184.0,4
SITAPUR,PAHALA,2025-26,791,197.8,4
SITAPUR,PARSENDI,2022-23,118,118.0,1
SITAPUR,PARSENDI,2023-24,109,109.0,1
SITAPUR,PARSENDI,2024-25,120,120.0,1
SITAPUR,PARSENDI,2025-26,116,116.0,1
SITAPUR,PISAWAN,2022-23,1339,334.8,4
SITAPUR,PISAWAN,2023-24,1448,362.0,4
SITAPUR,PISAWAN,2024-25,1473,368.2,4
SITAPUR,PISAWAN,2025-26,1458,364.5,4
SITAPUR,RAMPURMATHURA,2022-23,1739,347.8,5
SITAPUR,RAMPURMATHURA,2023-24,2018,403.6,5
SITAPUR,RAMPURMATHURA,2024-25,1862,372.4,5
SITAPUR,RAMPURMATHURA,2025-26,2064,412.8,5
SITAPUR,REUSA,2022-23,178,89.0,2
SITAPUR,REUSA,2023-24,179,89.5,2
SITAPUR,REUSA,2024-25,208,104.0,2
SITAPUR,REUSA,2025-26,235,117.5,2
SITAPUR,SAKARAN,2022-23,1486,495.3,3
SITAPUR,SAKARAN,2023-24,1571,523.7,3
SITAPUR,SAKARAN,2024-25,1301,433.7,3
SITAPUR,SAKARAN,2025-26,1296,432.0,3
SITAPUR,SIDHAULI,2022-23,1815,453.8,4
SITAPUR,SIDHAULI,2023-24,1707,426.8,4
SITAPUR,SIDHAULI,2024-25,1639,409.8,4
SITAPUR,SIDHAULI,2025-26,1757,439.2,4
SONBHADRA,BABHANI,2022-23,966,241.5,4
SONBHADRA,BABHANI,2023-24,1016,254.0,4
SONBHADRA,BABHANI,2024-25,1198,299.5,4
SONBHADRA,BABHANI,2025-26,1355,338.8,4
SONBHADRA,CHATRA,2022-23,47,23.5,2
SONBHADRA,CHATRA,2023-24,350,175.0,2
SONBHADRA,CHATRA,2024-25,522,261.0,2
SONBHADRA,CHATRA,2025-26,621,310.5,2
SONBHADRA,CHOPAN,2022-23,3216,402.0,8
SONBHADRA,CHOPAN,2023-24,2153,307.6,7
SONBHADRA,CHOPAN,2024-25,2137,305.3,7
SONBHADRA,CHOPAN,2025-26,2186,312.3,7
SONBHADRA,DUDHI,2022-23,3568,594.7,6
SONBHADRA,DUDHI,2023-24,3640,606.7,6
SONBHADRA,DUDHI,2024-25,3580,596.7,6
SONBHADRA,DUDHI,2025-26,3517,586.2,6
SONBHADRA,GHORAWAL,2022-23,2658,379.7,7
SONBHADRA,GHORAWAL,2023-24,2619,436.5,6
SONBHADRA,GHORAWAL,2024-25,2980,496.7,6
SONBHADRA,GHORAWAL,2025-26,3014,502.3,6
SONBHADRA,KARMA,2023-24,588,588.0,1
SONBHADRA,KARMA,2024-25,637,637.0,1
SONBHADRA,KARMA,2025-26,729,729.0,1
SONBHADRA,KONE,2023-24,1600,400.0,4
SONBHADRA,KONE,2024-25,1725,431.2,4
SONBHADRA,KONE,2025-26,1884,471.0,4
SONBHADRA,MYORPUR,2022-23,3728,414.2,9
SONBHADRA,MYORPUR,2023-24,3692,410.2,9
SONBHADRA,MYORPUR,2024-25,3434,381.6,9
SONBHADRA,MYORPUR,2025-26,3856,428.4,9
SONBHADRA,NAGWA,2022-23,697,77.4,9
SONBHADRA,NAGWA,2023-24,398,66.3,6
SONBHADRA,NAGWA,2024-25,462,77.0,6
SONBHADRA,NAGWA,2025-26,439,73.2,6
SONBHADRA,ROBERTSGANJ,2022-23,1375,458.3,3
SONBHADRA,ROBERTSGANJ,2023-24,1382,460.7,3
SONBHADRA,ROBERTSGANJ,2024-25,1394,464.7,3
SONBHADRA,ROBERTSGANJ,2025-26,1411,470.3,3
SULTANPUR,BALDIRAI,2022-23,242,80.7,3
SULTANPUR,BALDIRAI,2023-24,216,72.0,3
SULTANPUR,BALDIRAI,2024-25,211,70.3,3
SULTANPUR,BALDIRAI,2025-26,248,82.7,3
SULTANPUR,BHADAIYAN,2022-23,794,158.8,5
SULTANPUR,BHADAIYAN,2023-24,789,157.8,5
SULTANPUR,BHADAIYAN,2024-25,719,143.8,5
SULTANPUR,BHADAIYAN,2025-26,814,162.8,5
SULTANPUR,DHANPATGANJ,2022-23,223,111.5,2
SULTANPUR,DHANPATGANJ,2023-24,223,111.5,2
SULTANPUR,DHANPATGANJ,2024-25,231,115.5,2
SULTANPUR,DHANPATGANJ,2025-26,232,116.0,2
SULTANPUR,DOSTPUR,2022-23,277,138.5,2
SULTANPUR,DOSTPUR,2023-24,249,124.5,2
SULTANPUR,DOSTPUR,2024-25,317,158.5,2
SULTANPUR,DOSTPUR,2025-26,293,146.5,2
SULTANPUR,DUBEYPUR,2022-23,249,249.0,1
SULTANPUR,DUBEYPUR,2023-24,276,276.0,1
SULTANPUR,DUBEYPUR,2024-25,531,265.5,2
SULTANPUR,DUBEYPUR,2025-26,672,336.0,2
SULTANPUR,JAISINGHPUR,2022-23,423,211.5,2
SULTANPUR,JAISINGHPUR,2023-24,398,199.0,2
SULTANPUR,JAISINGHPUR,2024-25,503,251.5,2
SULTANPUR,JAISINGHPUR,2025-26,492,246.0,2
SULTANPUR,KADIPUR,2022-23,411,411.0,1
SULTANPUR,KADIPUR,2023-24,388,388.0,1
SULTANPUR,KADIPUR,2024-25,391,391.0,1
SULTANPUR,KADIPUR,2025-26,408,408.0,1
SULTANPUR,KARAUNDI KALA,2022-23,261,261.0,1
SULTANPUR,KARAUNDI KALA,2023-24,257,257.0,1
SULTANPUR,KARAUNDI KALA,2024-25,265,265.0,1
SULTANPUR,KARAUNDI KALA,2025-26,264,264.0,1
SULTANPUR,KUREBHAR,2022-23,267,133.5,2
SULTANPUR,KUREBHAR,2023-24,295,147.5,2
SULTANPUR,KUREBHAR,2024-25,306,153.0,2
SULTANPUR,KUREBHAR,2025-26,300,150.0,2
SULTANPUR,KURWAR,2022-23,339,169.5,2
SULTANPUR,KURWAR,2023-24,314,157.0,2
SULTANPUR,KURWAR,2024-25,295,147.5,2
SULTANPUR,KURWAR,2025-26,282,141.0,2
SULTANPUR,MOTIGARPUR,2022-23,194,97.0,2
SULTANPUR,MOTIGARPUR,2023-24,129,64.5,2
SULTANPUR,MOTIGARPUR,2024-25,177,88.5,2
SULTANPUR,MOTIGARPUR,2025-26,222,111.0,2
SULTANPUR,SULTANPUR CITY,2022-23,3346,1673.0,2
SULTANPUR,SULTANPUR CITY,2023-24,3251,1625.5,2
SULTANPUR,SULTANPUR CITY,2024-25,3854,1927.0,2
SULTANPUR,SULTANPUR CITY,2025-26,3718,1859.0,2
UNNAO,ASOHA,2022-23,99,99.0,1
UNNAO,ASOHA,2023-24,73,73.0,1
UNNAO,ASOHA,2024-25,91,91.0,1
UNNAO,ASOHA,2025-26,91,91.0,1
UNNAO,AURAS,2022-23,1355,271.0,5
UNNAO,AURAS,2023-24,1371,274.2,5
UNNAO,AURAS,2024-25,1274,254.8,5
UNNAO,AURAS,2025-26,1229,245.8,5
UNNAO,BAGARMAU,2022-23,319,106.3,3
UNNAO,BAGARMAU,2023-24,334,111.3,3
UNNAO,BAGARMAU,2024-25,454,151.3,3
UNNAO,BAGARMAU,2025-26,435,145.0,3
UNNAO,BICHHIYA,2022-23,374,187.0,2
UNNAO,BICHHIYA,2023-24,367,183.5,2
UNNAO,BICHHIYA,2024-25,336,168.0,2
UNNAO,BICHHIYA,2025-26,345,172.5,2
UNNAO,BIGHAPUR,2022-23,54,54.0,1
UNNAO,BIGHAPUR,2023-24,85,42.5,2
UNNAO,BIGHAPUR,2024-25,177,88.5,2
UNNAO,BIGHAPUR,2025-26,135,67.5,2
UNNAO,CITI AREA,2022-23,1995,997.5,2
UNNAO,CITI AREA,2023-24,2044,1022.0,2
UNNAO,CITI AREA,2024-25,1849,924.5,2
UNNAO,CITI AREA,2025-26,1580,790.0,2
UNNAO,FATEHPUR 84,2022-23,118,118.0,1
UNNAO,FATEHPUR 84,2023-24,114,114.0,1
UNNAO,FATEHPUR 84,2024-25,106,106.0,1
UNNAO,FATEHPUR 84,2025-26,115,115.0,1
UNNAO,GANGMURADABAD,2022-23,109,54.5,2
UNNAO,GANGMURADABAD,2023-24,125,62.5,2
UNNAO,GANGMURADABAD,2024-25,130,65.0,2
UNNAO,GANGMURADABAD,2025-26,148,74.0,2
UNNAO,HASANGANJ,2022-23,29,29.0,1
UNNAO,HASANGANJ,2023-24,28,28.0,1
UNNAO,HASANGANJ,2024-25,37,37.0,1
UNNAO,HASANGANJ,2025-26,38,38.0,1
UNNAO,HILOULI,2022-23,389,129.7,3
UNNAO,HILOULI,2023-24,367,122.3,3
UNNAO,HILOULI,2024-25,412,137.3,3
UNNAO,HILOULI,2025-26,498,166.0,3
UNNAO,MIYAGANJ,2022-23,133,66.5,2
UNNAO,MIYAGANJ,2023-24,133,66.5,2
UNNAO,MIYAGANJ,2024-25,178,89.0,2
UNNAO,MIYAGANJ,2025-26,193,96.5,2
UNNAO,NAVABGANJ,2022-23,2327,465.4,5
UNNAO,NAVABGANJ,2023-24,2283,456.6,5
UNNAO,NAVABGANJ,2024-25,2088,417.6,5
UNNAO,NAVABGANJ,2025-26,2061,412.2,5
UNNAO,PURWA,2022-23,612,306.0,2
UNNAO,PURWA,2023-24,619,309.5,2
UNNAO,PURWA,2024-25,629,314.5,2
UNNAO,PURWA,2025-26,645,322.5,2
UNNAO,SAFIPUR,2022-23,703,351.5,2
UNNAO,SAFIPUR,2023-24,762,381.0,2
UNNAO,SAFIPUR,2024-25,793,396.5,2
UNNAO,SAFIPUR,2025-26,781,390.5,2
UNNAO,SIKANDERPUR KARN,2022-23,448,149.3,3
UNNAO,SIKANDERPUR KARN,2023-24,498,124.5,4
UNNAO,SIKANDERPUR KARN,2024-25,566,141.5,4
UNNAO,SIKANDERPUR KARN,2025-26,573,143.2,4
UNNAO,SIKANDERPUR SAROSI,2022-23,173,173.0,1
UNNAO,SIKANDERPUR SAROSI,2023-24,267,133.5,2
UNNAO,SIKANDERPUR SAROSI,2024-25,336,168.0,2
UNNAO,SIKANDERPUR SAROSI,2025-26,407,203.5,2
UNNAO,SUMERPUR,2022-23,41,41.0,1
UNNAO,SUMERPUR,2023-24,12,12.0,1
UNNAO,SUMERPUR,2024-25,12,12.0,1
UNNAO,SUMERPUR,2025-26,28,28.0,1
VARANASI,ARAJILINES,2022-23,2376,264.0,9
VARANASI,ARAJILINES,2023-24,2117,235.2,9
VARANASI,ARAJILINES,2024-25,2113,234.8,9
VARANASI,ARAJILINES,2025-26,2242,249.1,9
VARANASI,BARAGAON,2022-23,188,94.0,2
VARANASI,BARAGAON,2023-24,202,101.0,2
VARANASI,BARAGAON,2024-25,245,122.5,2
VARANASI,BARAGAON,2025-26,290,145.0,2
VARANASI,CHIRAIGAON,2022-23,498,166.0,3
VARANASI,CHIRAIGAON,2023-24,567,189.0,3
VARANASI,CHIRAIGAON,2024-25,607,202.3,3
VARANASI,CHIRAIGAON,2025-26,636,212.0,3
VARANASI,CHOLAPUR,2022-23,863,431.5,2
VARANASI,CHOLAPUR,2023-24,885,442.5,2
VARANASI,CHOLAPUR,2024-25,1030,515.0,2
VARANASI,CHOLAPUR,2025-26,1154,577.0,2
VARANASI,HARHUA,2022-23,195,97.5,2
VARANASI,HARHUA,2023-24,166,83.0,2
VARANASI,HARHUA,2024-25,193,96.5,2
VARANASI,HARHUA,2025-26,232,116.0,2
VARANASI,KASHIVIDYAPEETH,2022-23,463,231.5,2
VARANASI,KASHIVIDYAPEETH,2023-24,444,222.0,2
VARANASI,KASHIVIDYAPEETH,2024-25,480,240.0,2
VARANASI,KASHIVIDYAPEETH,2025-26,459,229.5,2
VARANASI,NAGAR NIGAM,2022-23,3576,1788.0,2
VARANASI,NAGAR NIGAM,2023-24,3298,1649.0,2
VARANASI,NAGAR NIGAM,2024-25,3088,1544.0,2
VARANASI,NAGAR NIGAM,2025-26,2918,1459.0,2
VARANASI,NAGAR PALIKA RAMNAGAR,2022-23,3998,1999.0,2
VARANASI,NAGAR PALIKA RAMNAGAR,2023-24,3869,1934.5,2
VARANASI,NAGAR PALIKA RAMNAGAR,2024-25,4161,2080.5,2
VARANASI,NAGAR PALIKA RAMNAGAR,2025-26,4292,2146.0,2
VARANASI,PINDRA,2022-23,196,98.0,2
VARANASI,PINDRA,2023-24,180,90.0,2
VARANASI,PINDRA,2024-25,198,99.0,2
VARANASI,PINDRA,2025-26,224,112.0,2
VARANASI,SEWAPURI,2022-23,691,138.2,5
VARANASI,SEWAPURI,2023-24,618,123.6,5
VARANASI,SEWAPURI,2024-25,650,130.0,5
VARANASI,SEWAPURI,2025-26,735,147.0,5
