District,Block,High_Risk_Count,Medium_Risk_Count,Low_Risk_Count,Total_Schools,Risk_Density_pct,Block_Zone
SULTANPUR,BALDIRAI,0,2,1,3,0.0,YELLOW
SULTANPUR,BHADAIYAN,0,2,3,5,0.0,YELLOW
SULTANPUR,DHANPATGANJ,1,0,1,2,50.0,ORANGE
SULTANPUR,DOSTPUR,0,1,1,2,0.0,YELLOW
SULTANPUR,DUBEYPUR,0,0,2,2,0.0,YELLOW
SULTANPUR,JAISINGHPUR,1,0,1,2,50.0,ORANGE
SULTANPUR,KADIPUR,0,0,1,1,0.0,YELLOW
SULTANPUR,KARAUNDI KALA,0,0,1,1,0.0,YELLOW
SULTANPUR,KUREBHAR,0,1,1,2,0.0,YELLOW
SULTANPUR,KURWAR,1,1,0,2,50.0,RED
SULTANPUR,MOTIGARPUR,0,2,0,2,0.0,YELLOW
SULTANPUR,SULTANPUR CITY,0,0,2,2,0.0,YELLOW
UNNAO,ASOHA,0,1,0,1,0.0,ORANGE
UNNAO,AURAS,0,5,0,5,0.0,YELLOW
UNNAO,BAGARMAU,0,1,2,3,0.0,YELLOW
UNNAO,BICHHIYA,1,0,1,2,50.0,ORANGE
UNNAO,BIGHAPUR,0,2,0,2,0.0,YELLOW
UNNAO,CITI AREA,1,1,0,2,50.0,RED
UNNAO,FATEHPUR 84,0,0,1,1,0.0,YELLOW
UNNAO,GANGMURADABAD,0,1,1,2,0.0,YELLOW
UNNAO,HASANGANJ,1,0,0,1,99.9,YELLOW
UNNAO,HILOULI,1,0,2,3,33.3,YELLOW
UNNAO,MIYAGANJ,0,1,1,2,0.0,YELLOW
UNNAO,NAVABGANJ,1,1,3,5,20.0,YELLOW
UNNAO,PURWA,0,1,1,2,0.0,YELLOW
UNNAO,SAFIPUR,0,1,1,2,0.0,YELLOW
UNNAO,SIKANDERPUR KARN,0,2,2,4,0.0,YELLOW
UNNAO,SIKANDERPUR SAROSI,0,0,2,2,0.0,YELLOW
UNNAO,SUMERPUR,1,0,0,1,99.9,RED
VARANASI,ARAJILINES,2,1,6,9,22.2,YELLOW
VARANASI,BARAGAON,0,0,2,2,0.0,GREEN
VARANASI,CHIRAIGAON,0,0,3,3,0.0,GREEN
VARANASI,CHOLAPUR,0,0,2,2,0.0,YELLOW
VARANASI,HARHUA,0,1,1,2,0.0,YELLOW
VARANASI,KASHIVIDYAPEETH,0,1,1,2,0.0,YELLOW
VARANASI,NAGAR NIGAM,2,0,0,2,100.0,RED
VARANASI,NAGAR PALIKA RAMNAGAR,0,0,2,2,0.0,YELLOW
VARANASI,PINDRA,0,0,2,2,0.0,YELLOW
VARANASI,SEWAPURI,0,1,4,5,0.0,YELLOW
