District,Block,Year,Avg_Girls_Ratio
AGRA,ACCHNERA,2022-23,0.591
AGRA,ACCHNERA,2023-24,0.567
AGRA,ACCHNERA,2024-25,0.607
AGRA,ACCHNERA,2025-26,0.623
AGRA,AKOLA,2022-23,0.597
AGRA,AKOLA,2023-24,0.588
AGRA,AKOLA,2024-25,0.558
AGRA,AKOLA,2025-26,0.534
AGRA,BAH,2022-23,0.51
AGRA,BAH,2023-24,0.453
AGRA,BAH,2024-25,0.436
AGRA,BAH,2025-26,0.437
AGRA,BAROLI AHEER,2022-23,0.701
AGRA,BAROLI AHEER,2023-24,0.742
AGRA,BAROLI AHEER,2024-25,0.735
AGRA,BAROLI AHEER,2025-26,0.753
AGRA,BICHPURI,2022-23,0.506
AGRA,BICHPURI,2023-24,0.517
AGRA,BICHPURI,2024-25,0.526
AGRA,BICHPURI,2025-26,0.556
AGRA,ETMADPUR,2022-23,0.518
AGRA,ETMADPUR,2023-24,0.509
AGRA,ETMADPUR,2024-25,0.541
AGRA,ETMADPUR,2025-26,0.599
AGRA,FATEHABAD,2022-23,0.492
AGRA,FATEHABAD,2023-24,0.611
AGRA,FATEHABAD,2024-25,0.608
AGRA,FATEHABAD,2025-26,0.545
AGRA,FATEHPUR  SIKRI,2022-23,0.579
AGRA,FATEHPUR  SIKRI,2023-24,0.621
AGRA,FATEHPUR  SIKRI,2024-25,0.564
AGRA,FATEHPUR  SIKRI,2025-26,0.647
AGRA,JAGNER,2022-23,0.592
AGRA,JAGNER,2023-24,0.518
AGRA,JAGNER,2024-25,0.512
AGRA,JAGNER,2025-26,0.5
AGRA,JAITPUR  KALAN,2022-23,0.448
AGRA,JAITPUR  KALAN,2023-24,0.506
AGRA,JAITPUR  KALAN,2024-25,0.556
AGRA,JAITPUR  KALAN,2025-26,0.537
AGRA,KHANDOLI,2022-23,0.611
AGRA,KHANDOLI,2023-24,0.58
AGRA,KHANDOLI,2024-25,0.595
AGRA,KHANDOLI,2025-26,0.644
AGRA,KHERAGARH,2022-23,1.0
AGRA,KHERAGARH,2023-24,1.0
AGRA,KHERAGARH,2024-25,1.0
AGRA,KHERAGARH,2025-26,1.0
AGRA,M.C.AGRA CITY,2022-23,0.5
AGRA,M.C.AGRA CITY,2023-24,0.5
AGRA,M.C.AGRA CITY,2024-25,0.5
AGRA,M.C.AGRA CITY,2025-26,0.5
AGRA,PINAHAT,2022-23,0.436
AGRA,PINAHAT,2023-24,0.354
AGRA,PINAHAT,2024-25,0.4
AGRA,PINAHAT,2025-26,0.509
AGRA,SAIYAN,2022-23,0.482
AGRA,SAIYAN,2023-24,0.487
AGRA,SAIYAN,2024-25,0.623
AGRA,SAIYAN,2025-26,0.638
AGRA,SHAMSHABAD,2022-23,0.638
AGRA,SHAMSHABAD,2023-24,0.585
AGRA,SHAMSHABAD,2024-25,0.564
AGRA,SHAMSHABAD,2025-26,0.573
ALIGARH,AKRABAD,2022-23,0.476
ALIGARH,AKRABAD,2023-24,0.448
ALIGARH,AKRABAD,2024-25,0.463
ALIGARH,AKRABAD,2025-26,0.536
ALIGARH,ATRAULI,2022-23,0.805
ALIGARH,ATRAULI,2023-24,0.86
ALIGARH,ATRAULI,2024-25,0.853
ALIGARH,ATRAULI,2025-26,0.859
ALIGARH,BIJAULI,2022-23,0.683
ALIGARH,BIJAULI,2023-24,0.742
ALIGARH,BIJAULI,2024-25,0.762
ALIGARH,BIJAULI,2025-26,0.774
ALIGARH,CHANDAUS,2022-23,0.598
ALIGARH,CHANDAUS,2023-24,0.603
ALIGARH,CHANDAUS,2024-25,0.632
ALIGARH,CHANDAUS,2025-26,0.62
ALIGARH,DHANIPUR,2022-23,0.71
ALIGARH,DHANIPUR,2023-24,0.692
ALIGARH,DHANIPUR,2024-25,0.741
ALIGARH,DHANIPUR,2025-26,0.766
ALIGARH,GANGIRI,2022-23,0.79
ALIGARH,GANGIRI,2023-24,0.79
ALIGARH,GANGIRI,2024-25,0.823
ALIGARH,GANGIRI,2025-26,0.876
ALIGARH,GONDA,2022-23,0.513
ALIGARH,GONDA,2023-24,0.498
ALIGARH,GONDA,2024-25,0.533
ALIGARH,GONDA,2025-26,0.53
ALIGARH,IGLAS,2022-23,0.695
ALIGARH,IGLAS,2023-24,0.722
ALIGARH,IGLAS,2024-25,0.72
ALIGARH,IGLAS,2025-26,0.713
ALIGARH,JAWAN,2022-23,0.556
ALIGARH,JAWAN,2023-24,0.591
ALIGARH,JAWAN,2024-25,0.59
ALIGARH,JAWAN,2025-26,0.633
ALIGARH,KHAIR,2022-23,0.501
ALIGARH,KHAIR,2023-24,0.49
ALIGARH,KHAIR,2024-25,0.494
ALIGARH,KHAIR,2025-26,0.482
ALIGARH,LODHA,2022-23,0.564
ALIGARH,LODHA,2023-24,0.616
ALIGARH,LODHA,2024-25,0.568
ALIGARH,LODHA,2025-26,0.545
ALIGARH,NAGAR ALIGARH,2022-23,0.5
ALIGARH,NAGAR ALIGARH,2023-24,0.333
ALIGARH,NAGAR ALIGARH,2024-25,0.58
ALIGARH,NAGAR ALIGARH,2025-26,0.5
ALIGARH,NAGAR ATRAULI,2022-23,1.0
ALIGARH,NAGAR ATRAULI,2023-24,1.0
ALIGARH,NAGAR ATRAULI,2024-25,1.0
ALIGARH,NAGAR ATRAULI,2025-26,1.0
ALIGARH,TAPPAL,2022-23,0.746
ALIGARH,TAPPAL,2023-24,0.69
ALIGARH,TAPPAL,2024-25,0.759
ALIGARH,TAPPAL,2025-26,0.75
AMBEDKAR NAGAR,AKBARPUR,2022-23,0.731
AMBEDKAR NAGAR,AKBARPUR,2023-24,0.756
AMBEDKAR NAGAR,AKBARPUR,2024-25,0.739
AMBEDKAR NAGAR,AKBARPUR,2025-26,0.723
AMBEDKAR NAGAR,BASKHARI,2022-23,0.603
AMBEDKAR NAGAR,BASKHARI,2023-24,0.66
AMBEDKAR NAGAR,BASKHARI,2024-25,0.718
AMBEDKAR NAGAR,BASKHARI,2025-26,0.635
AMBEDKAR NAGAR,BHEETI,2022-23,1.0
AMBEDKAR NAGAR,BHEETI,2023-24,1.0
AMBEDKAR NAGAR,BHEETI,2024-25,1.0
AMBEDKAR NAGAR,BHEETI,2025-26,1.0
AMBEDKAR NAGAR,BHIYAON,2022-23,0.452
AMBEDKAR NAGAR,BHIYAON,2023-24,0.431
AMBEDKAR NAGAR,BHIYAON,2024-25,0.471
AMBEDKAR NAGAR,BHIYAON,2025-26,0.488
AMBEDKAR NAGAR,JAHANGIRGANJ,2022-23,0.455
AMBEDKAR NAGAR,JAHANGIRGANJ,2023-24,0.417
AMBEDKAR NAGAR,JAHANGIRGANJ,2024-25,0.459
AMBEDKAR NAGAR,JAHANGIRGANJ,2025-26,0.49
AMBEDKAR NAGAR,JALALPUR,2022-23,0.715
AMBEDKAR NAGAR,JALALPUR,2023-24,0.768
AMBEDKAR NAGAR,JALALPUR,2024-25,0.831
AMBEDKAR NAGAR,JALALPUR,2025-26,0.755
AMBEDKAR NAGAR,KATEHARI,2022-23,0.498
AMBEDKAR NAGAR,KATEHARI,2023-24,0.535
AMBEDKAR NAGAR,KATEHARI,2024-25,0.592
AMBEDKAR NAGAR,KATEHARI,2025-26,0.557
AMBEDKAR NAGAR,RAMNAGAR,2022-23,0.541
AMBEDKAR NAGAR,RAMNAGAR,2023-24,0.512
AMBEDKAR NAGAR,RAMNAGAR,2024-25,0.533
AMBEDKAR NAGAR,RAMNAGAR,2025-26,0.547
AMBEDKAR NAGAR,TANDA,2022-23,0.556
AMBEDKAR NAGAR,TANDA,2023-24,0.542
AMBEDKAR NAGAR,TANDA,2024-25,0.55
AMBEDKAR NAGAR,TANDA,2025-26,0.561
AMBEDKAR NAGAR,TANDA TOWN AREA,2022-23,1.0
AMBEDKAR NAGAR,TANDA TOWN AREA,2023-24,1.0
AMBEDKAR NAGAR,TANDA TOWN AREA,2024-25,1.0
AMBEDKAR NAGAR,TANDA TOWN AREA,2025-26,1.0
AMETHI,AMETHI,2025-26,0.754
AMETHI,BAHADURPUR,2025-26,0.549
AMETHI,BHADAR,2025-26,0.692
AMETHI,BHETUA,2025-26,0.379
AMETHI,GAURIGANJ,2025-26,0.779
AMETHI,JAGDISHPUR,2025-26,0.741
AMETHI,JAMO,2025-26,0.577
AMETHI,MUSAFIRKHANA,2025-26,0.689
AMETHI,SANGRAMPUR,2025-26,1.0
AMETHI,SHAHGARH,2025-26,0.698
AMETHI,SHUKULBAZAR,2025-26,1.0
AMETHI,SINGHPUR,2025-26,0.445
AMETHI,TILOI,2025-26,0.409
AMETHI - CSM NAGAR,AMETHI,2022-23,0.696
AMETHI - CSM NAGAR,AMETHI,2023-24,0.692
AMETHI - CSM NAGAR,AMETHI,2024-25,0.723
AMETHI - CSM NAGAR,BAHADURPUR,2022-23,0.592
AMETHI - CSM NAGAR,BAHADURPUR,2023-24,0.578
AMETHI - CSM NAGAR,BAHADURPUR,2024-25,0.541
AMETHI - CSM NAGAR,BHADAR,2022-23,0.653
AMETHI - CSM NAGAR,BHADAR,2023-24,0.623
AMETHI - CSM NAGAR,BHADAR,2024-25,0.681
AMETHI - CSM NAGAR,BHETUA,2022-23,0.474
AMETHI - CSM NAGAR,BHETUA,2023-24,0.475
AMETHI - CSM NAGAR,BHETUA,2024-25,0.37
AMETHI - CSM NAGAR,GAURIGANJ,2022-23,0.776
AMETHI - CSM NAGAR,GAURIGANJ,2023-24,0.802
AMETHI - CSM NAGAR,GAURIGANJ,2024-25,0.787
AMETHI - CSM NAGAR,JAGDISHPUR,2022-23,0.699
AMETHI - CSM NAGAR,JAGDISHPUR,2023-24,0.687
AMETHI - CSM NAGAR,JAGDISHPUR,2024-25,0.763
AMETHI - CSM NAGAR,JAMO,2022-23,0.508
AMETHI - CSM NAGAR,JAMO,2023-24,0.552
AMETHI - CSM NAGAR,JAMO,2024-25,0.567
AMETHI - CSM NAGAR,MUSAFIRKHANA,2022-23,0.605
AMETHI - CSM NAGAR,MUSAFIRKHANA,2023-24,0.636
AMETHI - CSM NAGAR,MUSAFIRKHANA,2024-25,0.654
AMETHI - CSM NAGAR,SANGRAMPUR,2022-23,1.0
AMETHI - CSM NAGAR,SANGRAMPUR,2023-24,1.0
AMETHI - CSM NAGAR,SANGRAMPUR,2024-25,1.0
AMETHI - CSM NAGAR,SHAHGARH,2022-23,0.721
AMETHI - CSM NAGAR,SHAHGARH,2023-24,0.663
AMETHI - CSM NAGAR,SHAHGARH,2024-25,0.637
AMETHI - CSM NAGAR,SHUKULBAZAR,2022-23,1.0
AMETHI - CSM NAGAR,SHUKULBAZAR,2023-24,1.0
AMETHI - CSM NAGAR,SHUKULBAZAR,2024-25,1.0
AMETHI - CSM NAGAR,SINGHPUR,2022-23,0.478
AMETHI - CSM NAGAR,SINGHPUR,2023-24,0.479
AMETHI - CSM NAGAR,SINGHPUR,2024-25,0.486
AMETHI - CSM NAGAR,TILOI,2022-23,0.447
AMETHI - CSM NAGAR,TILOI,2023-24,0.482
AMETHI - CSM NAGAR,TILOI,2024-25,0.38
AMROHA,AMROHA,2025-26,0.563
AMROHA,AMROHA CITY,2025-26,0.695
AMROHA,DHANORA,2025-26,0.621
AMROHA,GAJRAULA,2025-26,0.538
AMROHA,GANGESHWARI,2025-26,0.554
AMROHA,HASANPUR,2025-26,0.486
AMROHA,HASANPUR CITY,2025-26,1.0
AMROHA,JOYA,2025-26,0.586
AURAIYA,ACHHALDA,2022-23,0.588
AURAIYA,ACHHALDA,2023-24,0.543
AURAIYA,ACHHALDA,2024-25,0.583
AURAIYA,ACHHALDA,2025-26,0.598
AURAIYA,AIRWAKATRA,2022-23,0.738
AURAIYA,AIRWAKATRA,2023-24,0.74
AURAIYA,AIRWAKATRA,2024-25,0.812
AURAIYA,AIRWAKATRA,2025-26,0.686
AURAIYA,AURAIYA,2022-23,0.571
AURAIYA,AURAIYA,2023-24,0.588
AURAIYA,AURAIYA,2024-25,0.564
AURAIYA,AURAIYA,2025-26,0.481
AURAIYA,BHAGYANAGAR,2022-23,0.689
AURAIYA,BHAGYANAGAR,2023-24,0.664
AURAIYA,BHAGYANAGAR,2024-25,0.724
AURAIYA,BHAGYANAGAR,2025-26,0.686
AURAIYA,BIDHUNA,2022-23,0.776
AURAIYA,BIDHUNA,2023-24,0.743
AURAIYA,BIDHUNA,2024-25,0.866
AURAIYA,BIDHUNA,2025-26,0.81
AURAIYA,SAHAR,2022-23,0.751
AURAIYA,SAHAR,2023-24,0.717
AURAIYA,SAHAR,2024-25,0.74
AURAIYA,SAHAR,2025-26,0.716
AYODHYA,AMANIGANJ,2025-26,0.885
AYODHYA,AYODHYA TOWN AREA,2025-26,0.667
AYODHYA,BIKAPUR,2025-26,0.798
AYODHYA,MASAUDHA,2025-26,1.0
AYODHYA,MAWAI,2025-26,0.573
AYODHYA,MAYA,2025-26,0.665
AYODHYA,MILKIPUR,2025-26,0.481
AYODHYA,PURA,2025-26,0.455
AYODHYA,RUDAULI,2025-26,0.701
AYODHYA,SOHAWAL,2025-26,0.742
AYODHYA,TARUN,2025-26,1.0
AZAMGARH,ATRAULIYA,2022-23,1.0
AZAMGARH,ATRAULIYA,2023-24,1.0
AZAMGARH,ATRAULIYA,2024-25,1.0
AZAMGARH,ATRAULIYA,2025-26,1.0
AZAMGARH,AZAMGRAH,2022-23,1.0
AZAMGARH,AZAMGRAH,2023-24,1.0
AZAMGARH,AZAMGRAH,2024-25,1.0
AZAMGARH,AZAMGRAH,2025-26,1.0
AZAMGARH,AZMATGARH,2022-23,1.0
AZAMGARH,AZMATGARH,2023-24,1.0
AZAMGARH,AZMATGARH,2024-25,1.0
AZAMGARH,AZMATGARH,2025-26,1.0
AZAMGARH,BILARIYAGANJ,2022-23,1.0
AZAMGARH,BILARIYAGANJ,2023-24,1.0
AZAMGARH,BILARIYAGANJ,2024-25,1.0
AZAMGARH,BILARIYAGANJ,2025-26,1.0
AZAMGARH,FOOLPOOR,2022-23,0.557
AZAMGARH,FOOLPOOR,2023-24,0.513
AZAMGARH,FOOLPOOR,2024-25,0.412
AZAMGARH,FOOLPOOR,2025-26,0.422
AZAMGARH,HARRAIYA,2022-23,0.541
AZAMGARH,HARRAIYA,2023-24,0.476
AZAMGARH,HARRAIYA,2024-25,0.39
AZAMGARH,HARRAIYA,2025-26,0.459
AZAMGARH,JAHANAGANJ,2022-23,0.595
AZAMGARH,JAHANAGANJ,2023-24,0.563
AZAMGARH,JAHANAGANJ,2024-25,0.541
AZAMGARH,JAHANAGANJ,2025-26,0.506
AZAMGARH,LALGANJ,2022-23,0.685
AZAMGARH,LALGANJ,2023-24,0.708
AZAMGARH,LALGANJ,2024-25,0.722
AZAMGARH,LALGANJ,2025-26,0.72
AZAMGARH,MAHARAJ GANJ,2022-23,0.486
AZAMGARH,MAHARAJ GANJ,2023-24,0.39
AZAMGARH,MAHARAJ GANJ,2024-25,0.367
AZAMGARH,MAHARAJ GANJ,2025-26,0.42
AZAMGARH,MIRZAPUR,2022-23,1.0
AZAMGARH,MIRZAPUR,2023-24,1.0
AZAMGARH,MIRZAPUR,2024-25,1.0
AZAMGARH,MIRZAPUR,2025-26,1.0
AZAMGARH,MOHAMMADPUR,2022-23,0.68
AZAMGARH,MOHAMMADPUR,2023-24,0.612
AZAMGARH,MOHAMMADPUR,2024-25,0.626
AZAMGARH,MOHAMMADPUR,2025-26,0.654
AZAMGARH,PALHNA,2022-23,0.679
AZAMGARH,PALHNA,2023-24,0.755
AZAMGARH,PALHNA,2024-25,0.597
AZAMGARH,PALHNA,2025-26,0.489
AZAMGARH,PAWAE,2022-23,0.65
AZAMGARH,PAWAE,2023-24,0.6
AZAMGARH,PAWAE,2024-25,0.628
AZAMGARH,PAWAE,2025-26,0.739
AZAMGARH,SATHIYAN,2024-25,0.672
AZAMGARH,SATHIYAN,2025-26,0.517
AZAMGARH,TAHBERPUR,2022-23,0.512
AZAMGARH,TAHBERPUR,2023-24,0.535
AZAMGARH,TAHBERPUR,2024-25,0.638
AZAMGARH,TAHBERPUR,2025-26,0.6
AZAMGARH,TARWA,2022-23,1.0
AZAMGARH,TARWA,2023-24,1.0
AZAMGARH,TARWA,2024-25,1.0
AZAMGARH,TARWA,2025-26,1.0
AZAMGARH,THEKMA,2022-23,0.369
AZAMGARH,THEKMA,2023-24,0.386
AZAMGARH,THEKMA,2024-25,0.429
AZAMGARH,THEKMA,2025-26,0.5
BAGHPAT,BAGPAT,2022-23,0.622
BAGHPAT,BAGPAT,2023-24,0.642
BAGHPAT,BAGPAT,2024-25,0.613
BAGHPAT,BAGPAT,2025-26,0.623
BAGHPAT,BAROUT,2022-23,0.729
BAGHPAT,BAROUT,2023-24,0.67
BAGHPAT,BAROUT,2024-25,0.68
BAGHPAT,BAROUT,2025-26,0.75
BAGHPAT,BAROUT URBAN,2022-23,1.0
BAGHPAT,BAROUT URBAN,2023-24,1.0
BAGHPAT,BAROUT URBAN,2024-25,1.0
BAGHPAT,BAROUT URBAN,2025-26,1.0
BAGHPAT,BINOLY,2022-23,0.674
BAGHPAT,BINOLY,2023-24,0.62
BAGHPAT,BINOLY,2024-25,0.612
BAGHPAT,BINOLY,2025-26,0.625
BAGHPAT,CHHAPROLI,2022-23,0.654
BAGHPAT,CHHAPROLI,2023-24,0.677
BAGHPAT,CHHAPROLI,2024-25,0.632
BAGHPAT,CHHAPROLI,2025-26,0.699
BAGHPAT,KHEKRA,2022-23,0.47
BAGHPAT,KHEKRA,2023-24,0.485
BAGHPAT,KHEKRA,2024-25,0.424
BAGHPAT,KHEKRA,2025-26,0.457
BAGHPAT,PILANA,2022-23,0.458
BAGHPAT,PILANA,2023-24,0.46
BAGHPAT,PILANA,2024-25,0.453
BAGHPAT,PILANA,2025-26,0.435
BAHRAICH,BALHA,2022-23,0.481
BAHRAICH,BALHA,2023-24,0.457
BAHRAICH,BALHA,2024-25,0.584
BAHRAICH,BALHA,2025-26,0.598
BAHRAICH,CHITTAURA,2022-23,0.326
BAHRAICH,CHITTAURA,2023-24,0.405
BAHRAICH,CHITTAURA,2024-25,0.455
BAHRAICH,CHITTAURA,2025-26,0.527
BAHRAICH,FAKHAR PUR,2022-23,0.519
BAHRAICH,FAKHAR PUR,2023-24,0.774
BAHRAICH,FAKHAR PUR,2024-25,0.738
BAHRAICH,FAKHAR PUR,2025-26,0.735
BAHRAICH,HUJUR PUR,2022-23,0.543
BAHRAICH,HUJUR PUR,2023-24,0.546
BAHRAICH,HUJUR PUR,2024-25,0.591
BAHRAICH,HUJUR PUR,2025-26,0.61
BAHRAICH,JARWAL,2022-23,0.48
BAHRAICH,JARWAL,2023-24,0.54
BAHRAICH,JARWAL,2024-25,0.602
BAHRAICH,JARWAL,2025-26,0.586
BAHRAICH,KAISER GANJ,2022-23,0.583
BAHRAICH,KAISER GANJ,2023-24,0.592
BAHRAICH,KAISER GANJ,2024-25,0.587
BAHRAICH,KAISER GANJ,2025-26,0.594
BAHRAICH,MAHSI,2022-23,0.501
BAHRAICH,MAHSI,2023-24,0.45
BAHRAICH,MAHSI,2024-25,0.483
BAHRAICH,MAHSI,2025-26,0.491
BAHRAICH,MIHIN PURVA,2022-23,0.566
BAHRAICH,MIHIN PURVA,2023-24,0.546
BAHRAICH,MIHIN PURVA,2024-25,0.556
BAHRAICH,MIHIN PURVA,2025-26,0.532
BAHRAICH,NAGAR AREA,2022-23,0.511
BAHRAICH,NAGAR AREA,2023-24,0.54
BAHRAICH,NAGAR AREA,2024-25,0.568
BAHRAICH,NAGAR AREA,2025-26,0.594
BAHRAICH,NAWAB GANJ,2022-23,0.723
BAHRAICH,NAWAB GANJ,2023-24,0.769
BAHRAICH,NAWAB GANJ,2024-25,0.751
BAHRAICH,NAWAB GANJ,2025-26,0.787
BAHRAICH,PAYAGPUR,2022-23,0.745
BAHRAICH,PAYAGPUR,2023-24,0.726
BAHRAICH,PAYAGPUR,2024-25,0.731
BAHRAICH,PAYAGPUR,2025-26,0.706
BAHRAICH,RISIA,2022-23,0.486
BAHRAICH,RISIA,2023-24,0.566
BAHRAICH,RISIA,2024-25,0.48
BAHRAICH,RISIA,2025-26,0.485
BAHRAICH,SHIV PUR,2022-23,0.48
BAHRAICH,SHIV PUR,2023-24,0.49
BAHRAICH,SHIV PUR,2024-25,0.391
BAHRAICH,SHIV PUR,2025-26,0.438
BAHRAICH,TAJWA PUR,2022-23,0.404
BAHRAICH,TAJWA PUR,2023-24,0.429
BAHRAICH,TAJWA PUR,2024-25,0.406
BAHRAICH,TAJWA PUR,2025-26,0.448
BAHRAICH,VISHESHWAR  GANJ,2022-23,0.459
BAHRAICH,VISHESHWAR  GANJ,2023-24,0.501
BAHRAICH,VISHESHWAR  GANJ,2024-25,0.602
BAHRAICH,VISHESHWAR  GANJ,2025-26,0.535
BALLIA,BAIRIA,2022-23,1.0
BALLIA,BAIRIA,2023-24,1.0
BALLIA,BAIRIA,2024-25,1.0
BALLIA,BAIRIA,2025-26,1.0
BALLIA,BALLIA N.P.,2022-23,0.5
BALLIA,BALLIA N.P.,2023-24,0.5
BALLIA,BALLIA N.P.,2024-25,0.5
BALLIA,BALLIA N.P.,2025-26,0.5
BALLIA,BANSDEEH,2022-23,0.717
BALLIA,BANSDEEH,2023-24,0.701
BALLIA,BANSDEEH,2024-25,0.754
BALLIA,BANSDEEH,2025-26,0.796
BALLIA,BELAHARI,2022-23,0.505
BALLIA,BELAHARI,2023-24,0.564
BALLIA,BELAHARI,2024-25,0.572
BALLIA,BELAHARI,2025-26,0.596
BALLIA,CHILKAHAR,2022-23,0.514
BALLIA,CHILKAHAR,2023-24,0.516
BALLIA,CHILKAHAR,2024-25,0.52
BALLIA,CHILKAHAR,2025-26,0.594
BALLIA,DUBAHAR,2022-23,1.0
BALLIA,DUBAHAR,2023-24,1.0
BALLIA,DUBAHAR,2024-25,1.0
BALLIA,DUBAHAR,2025-26,1.0
BALLIA,GARWAR,2022-23,0.462
BALLIA,GARWAR,2023-24,0.463
BALLIA,GARWAR,2024-25,0.479
BALLIA,GARWAR,2025-26,0.522
BALLIA,MANIAR,2022-23,0.362
BALLIA,MANIAR,2023-24,0.39
BALLIA,MANIAR,2024-25,0.403
BALLIA,MANIAR,2025-26,0.362
BALLIA,MURLI CHHAPRA,2022-23,0.656
BALLIA,MURLI CHHAPRA,2023-24,0.786
BALLIA,MURLI CHHAPRA,2024-25,0.75
BALLIA,MURLI CHHAPRA,2025-26,0.692
BALLIA,NAGARA,2022-23,0.548
BALLIA,NAGARA,2023-24,0.527
BALLIA,NAGARA,2024-25,0.518
BALLIA,NAGARA,2025-26,0.418
BALLIA,NAVANAGAR,2022-23,0.494
BALLIA,NAVANAGAR,2023-24,0.468
BALLIA,NAVANAGAR,2024-25,0.563
BALLIA,NAVANAGAR,2025-26,0.624
BALLIA,PANDAH,2022-23,0.438
BALLIA,PANDAH,2023-24,0.449
BALLIA,PANDAH,2024-25,0.439
BALLIA,PANDAH,2025-26,0.411
BALLIA,RASARA,2022-23,0.626
BALLIA,RASARA,2023-24,0.676
BALLIA,RASARA,2024-25,0.637
BALLIA,RASARA,2025-26,0.659
BALLIA,REVATI,2022-23,0.573
BALLIA,REVATI,2023-24,0.562
BALLIA,REVATI,2024-25,0.464
BALLIA,REVATI,2025-26,0.456
BALLIA,SEAR,2022-23,0.5
BALLIA,SEAR,2023-24,0.492
BALLIA,SEAR,2024-25,0.526
BALLIA,SEAR,2025-26,0.555
BALLIA,SOHAWN,2022-23,1.0
BALLIA,SOHAWN,2023-24,1.0
BALLIA,SOHAWN,2024-25,1.0
BALLIA,SOHAWN,2025-26,1.0
BALRAMPUR,BALRAMPUR,2022-23,0.543
BALRAMPUR,BALRAMPUR,2023-24,0.503
BALRAMPUR,BALRAMPUR,2024-25,0.532
BALRAMPUR,BALRAMPUR,2025-26,0.553
BALRAMPUR,GAINDAS BUZURG,2022-23,0.406
BALRAMPUR,GAINDAS BUZURG,2023-24,0.403
BALRAMPUR,GAINDAS BUZURG,2024-25,0.439
BALRAMPUR,GAINDAS BUZURG,2025-26,0.422
BALRAMPUR,GAINSARI,2022-23,0.424
BALRAMPUR,GAINSARI,2023-24,0.409
BALRAMPUR,GAINSARI,2024-25,0.447
BALRAMPUR,GAINSARI,2025-26,0.468
BALRAMPUR,HARAIYA SATGHARWA,2022-23,0.388
BALRAMPUR,HARAIYA SATGHARWA,2023-24,0.368
BALRAMPUR,HARAIYA SATGHARWA,2024-25,0.386
BALRAMPUR,HARAIYA SATGHARWA,2025-26,0.453
BALRAMPUR,PACHPERWA,2022-23,0.615
BALRAMPUR,PACHPERWA,2023-24,0.533
BALRAMPUR,PACHPERWA,2024-25,0.536
BALRAMPUR,PACHPERWA,2025-26,0.6
BALRAMPUR,REHRA BAZAR,2022-23,0.614
BALRAMPUR,REHRA BAZAR,2023-24,0.645
BALRAMPUR,REHRA BAZAR,2024-25,0.579
BALRAMPUR,REHRA BAZAR,2025-26,0.553
BALRAMPUR,SHRIDUTTGANJ,2022-23,0.568
BALRAMPUR,SHRIDUTTGANJ,2023-24,0.622
BALRAMPUR,SHRIDUTTGANJ,2024-25,0.629
BALRAMPUR,SHRIDUTTGANJ,2025-26,0.627
BALRAMPUR,TULSIPUR,2022-23,0.452
BALRAMPUR,TULSIPUR,2023-24,0.481
BALRAMPUR,TULSIPUR,2024-25,0.475
BALRAMPUR,TULSIPUR,2025-26,0.507
BALRAMPUR,UTRAULA (MUN. CORP.),2022-23,1.0
BALRAMPUR,UTRAULA (MUN. CORP.),2023-24,1.0
BALRAMPUR,UTRAULA (MUN. CORP.),2024-25,1.0
BALRAMPUR,UTRAULA (MUN. CORP.),2025-26,1.0
BANDA,BABERU,2022-23,0.638
BANDA,BABERU,2023-24,0.634
BANDA,BABERU,2024-25,0.624
BANDA,BABERU,2025-26,0.589
BANDA,BADOKHAR KHURD,2022-23,0.461
BANDA,BADOKHAR KHURD,2023-24,0.484
BANDA,BADOKHAR KHURD,2024-25,0.514
BANDA,BADOKHAR KHURD,2025-26,0.521
BANDA,BISANDA,2022-23,0.606
BANDA,BISANDA,2023-24,0.606
BANDA,BISANDA,2024-25,0.614
BANDA,BISANDA,2025-26,0.655
BANDA,JASPURA,2022-23,0.528
BANDA,JASPURA,2023-24,0.545
BANDA,JASPURA,2024-25,0.513
BANDA,JASPURA,2025-26,0.488
BANDA,KAMASIN,2022-23,0.584
BANDA,KAMASIN,2023-24,0.587
BANDA,KAMASIN,2024-25,0.579
BANDA,KAMASIN,2025-26,0.559
BANDA,MAHUWA,2022-23,0.494
BANDA,MAHUWA,2023-24,0.475
BANDA,MAHUWA,2024-25,0.47
BANDA,MAHUWA,2025-26,0.504
BANDA,NAGAR KSHETRA,2022-23,0.5
BANDA,NAGAR KSHETRA,2023-24,0.5
BANDA,NAGAR KSHETRA,2024-25,0.5
BANDA,NAGAR KSHETRA,2025-26,0.5
BANDA,NARAINI,2022-23,0.509
BANDA,NARAINI,2023-24,0.527
BANDA,NARAINI,2024-25,0.561
BANDA,NARAINI,2025-26,0.541
BANDA,TINDWARI,2022-23,0.57
BANDA,TINDWARI,2023-24,0.588
BANDA,TINDWARI,2024-25,0.544
BANDA,TINDWARI,2025-26,0.523
BARA BANKI,BANI KODAR,2025-26,0.483
BARA BANKI,BANKI,2025-26,0.53
BARA BANKI,BARABANKI CITY,2025-26,0.5
BARA BANKI,DARIYA BAD,2025-26,0.647
BARA BANKI,DEWA,2025-26,0.797
BARA BANKI,FATEH PUR,2025-26,0.654
BARA BANKI,HAIDAR GARH,2025-26,0.66
BARA BANKI,HARAKH,2025-26,0.846
BARA BANKI,MASAULI,2025-26,0.713
BARA BANKI,NINDURA,2025-26,0.524
BARA BANKI,PURE DALAI,2025-26,0.773
BARA BANKI,SIDDHAOR,2025-26,0.59
