District,Block,School_ID,School_Name,Total_2223,Total_2526,Overall_Growth_pct,YoY_Latest,Block_Zone,Girls_Ratio_Improving,Upper_Class_Growing,Bright_Spot_Flag,Potential_Score,Potential_Tag,Investment_Worthy
ETAH,NIDHAULI KALAN,9170907704,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE GAHARANA ETAH,139,236,69.78,7.27,YELLOW,False,True,False,3,Medium Potential,True
ETAH,SAKEET,9171203106,"GOVT. HIGH SCHOOL, RIJOR",60,66,10.0,29.41,YELLOW,True,False,False,3,Medium Potential,True
ETAH,SHEETAL PUR,9171314101,GOV.GIRLS INTER COLLEGE,91,122,34.07,41.86,YELLOW,False,True,False,3,Medium Potential,True
ETAWAH,CHAKARNAGAR,9310800130,GOVT UMV IMLIA,57,60,5.26,17.65,YELLOW,True,False,False,3,Medium Potential,True
ETAWAH,JASWANT NAGAR,9310410925,GOVT UPS BAUTH,55,65,18.18,30.0,YELLOW,True,False,False,3,Medium Potential,True
ETAWAH,SAIFAI,9310601708,GOVT UPS HARCHANDERPUR,67,111,65.67,11.0,YELLOW,True,False,False,3,Medium Potential,True
ETAWAH,SAIFAI,9310601707,GOVT UPS NAGARIYA KUKPUR,48,59,22.92,37.21,YELLOW,True,False,False,3,Medium Potential,True
FAIZABAD,AMANIGANJ,9470103101,"GOVERNMENT BALIKA INTER COLLEGE, GAHNAG",45,100,122.22,42.86,YELLOW,False,True,False,3,Medium Potential,True
FAIZABAD,MAWAI,9470609301,GOVERENMENT HIGHER SECONDARY SCHOOL,63,82,30.16,26.15,YELLOW,True,False,False,3,Medium Potential,True
FAIZABAD,MAYA,9470713301,"GOVERNMENT HIGHER SECONDARY SCHOOL, HARDI",32,47,46.88,113.64,YELLOW,True,False,False,3,Medium Potential,True
FAIZABAD,MILKIPUR,9471201503,GOVERNMENT  SECONDARY SCHOOL KAHUA,69,76,10.14,49.02,GREEN,True,False,False,3,Medium Potential,True
FAIZABAD,MILKIPUR,9471207202,GOVERNMENT SECONDARY SCHOOL GARHA,55,132,140.0,30.69,GREEN,True,False,False,3,Medium Potential,True
FARRUKHABAD,MOHAMDABAD,9290807807,RAJKEY UCHHTTAR MADHYAMIK VID VIHAR,85,99,16.47,35.62,YELLOW,True,False,False,3,Medium Potential,True
FARRUKHABAD,RAJE PUR,9290510305,RAJKIYA UCHHTAR MADHYAMIK VIDYALYA KUMHRAUR RAJEPUR FARRUKHABAD,86,96,11.63,12.94,GREEN,True,False,False,3,Medium Potential,True
FATEHPUR,AMAULI,9420201905,RAJKIYE H.S.BAMTHARA,24,50,108.33,66.67,YELLOW,True,False,False,3,Medium Potential,True
FATEHPUR,BAHUA,9420706802,RAJKIYE U M V CHAK QUAZIPUR,61,129,111.48,18.35,YELLOW,True,False,False,3,Medium Potential,True
FATEHPUR,BHITAURA,9420603924,RAJKIYE BALIKA I.C.HUSAINGANJ,191,267,39.79,8.54,GREEN,False,True,False,3,Medium Potential,True
FATEHPUR,DHATA,9421304906,RAJKIYE U.M.VIDAYALAYA KOAT,65,76,16.92,20.63,YELLOW,True,False,False,3,Medium Potential,True
FATEHPUR,HASAWA,9420802509,RAJKIYE U M V KUSUMBHI,54,62,14.81,29.17,YELLOW,True,False,False,3,Medium Potential,True
FATEHPUR,HATHGAOM,9421200704,RAJKIYE U.M.VIDAYALAYE AKBARPUR CHAURAI,238,273,14.71,26.98,YELLOW,True,False,False,3,Medium Potential,True
FATEHPUR,MALAWAN,9420413105,GOV. HIGHER SECOUNDRY SCHOOL LAHANGI,34,55,61.76,61.76,YELLOW,True,False,False,3,Medium Potential,True
FATEHPUR,VIJAIPUR,9421110905,RAJKIYE I.C.ARJUNPUR GADHA,508,872,71.65,14.59,YELLOW,True,True,False,3,Medium Potential,True
FIROZABAD,EKA,9160908206,GOVT. HIGH SCHOOL KONDRA,48,75,56.25,97.37,YELLOW,True,False,False,3,Medium Potential,True
FIROZABAD,JASRANA,9160801403,GOVT. HIGH SCHOOL NAGLA PATTI 1522,71,79,11.27,51.92,YELLOW,True,False,False,3,Medium Potential,True
FIROZABAD,NARKHI,9161200106,GOVT. HIGH SCHOOL NARKHI 1396,87,110,26.44,42.86,YELLOW,True,False,False,3,Medium Potential,True
GAUTAM BUDDHA NAGAR,DANKAUR,9100309607,GOVT HIGHER SEC. SCH. SALEMPUR GURJAR,140,174,24.29,37.01,YELLOW,True,False,False,3,Medium Potential,True
GHAZIABAD,BHOJPUR,9090406112,GOVT INTER COLLEGE TYODI,236,276,16.95,-11.82,YELLOW,True,True,False,3,Medium Potential,True
GHAZIABAD,BHOJPUR,9090404504,GOVT. INTER COLLEGE MACHRI,30,107,256.67,22.99,YELLOW,False,True,False,3,Medium Potential,True
GHAZIPUR,BHADAURA,9650102009,GOVT.G.I.C.DILDARNAGAR,36,215,497.22,100.93,GREEN,False,True,False,3,Medium Potential,True
GHAZIPUR,BHADAURA,9650102414,GOVT.G.I.C.GAHMAR,30,85,183.33,107.32,GREEN,False,True,False,3,Medium Potential,True
GHAZIPUR,DEOKALI,9650800212,GOVERNMENT GIRLS INTER COLLEGE,83,88,6.02,7.32,YELLOW,False,True,False,3,Medium Potential,True
GHAZIPUR,DEOKALI,9650804204,GOVT. U.M.V. BHIKKHEPUR,28,45,60.71,275.0,YELLOW,True,False,False,3,Medium Potential,True
GHAZIPUR,DEOKALI,9650808506,RAJKIYA ASHRAM PADDHATI BALIKA VIDYALAYA,135,164,21.48,6.49,YELLOW,False,True,False,3,Medium Potential,True
GHAZIPUR,KASIMABAD,9651201409,GOVT. GIRLS I.C. MUBARAKPUR GANGAULI,21,61,190.48,32.61,YELLOW,False,True,False,3,Medium Potential,True
GHAZIPUR,REOTIPUR,9651000130,GOVT. U.M.V. REOTIPUR,43,114,165.12,26.67,GREEN,True,False,False,3,Medium Potential,True
GHAZIPUR,SADAT,9651605105,GOVT. U.M.V. MAKHDUMPUR,182,207,13.74,31.01,YELLOW,True,False,False,3,Medium Potential,True
GHAZIPUR,SAIDPUR,9650707603,G.G.I.C. RAMPUR,28,94,235.71,370.0,YELLOW,False,True,False,3,Medium Potential,True
GHAZIPUR,SAIDPUR,9650705321,GOVT. GIRLS U.M.V. KHANPUR,185,250,35.14,31.58,YELLOW,True,False,False,3,Medium Potential,True
GONDA,BELSAR,9531204020,G.H.S. SONAULI MOHAMMADPUR DEEH,75,143,90.67,11.72,YELLOW,True,False,False,3,Medium Potential,True
GONDA,MANKAPUR,9530810204,G.H.S. MAHEVA GOPAL,68,72,5.88,26.32,YELLOW,True,False,False,3,Medium Potential,True
GONDA,MUJEHNA,9530300603,G.H.S. KOLHUA,55,65,18.18,14.04,YELLOW,True,False,False,3,Medium Potential,True
GONDA,MUJEHNA,9530305903,G.H.S. PEDARAN,60,62,3.33,26.53,YELLOW,True,False,False,3,Medium Potential,True
GONDA,NAWAB GANJ,9532700904,G.H.S. MADHAVAPUR TIKRI,69,85,23.19,46.55,YELLOW,True,False,False,3,Medium Potential,True
GONDA,PANDRI KRIPAL,9530703607,G.H.S. GILAULI,165,172,4.24,20.28,YELLOW,True,False,False,3,Medium Potential,True
GONDA,PANDRI KRIPAL,9530701803,G.H.S. SISAI TIKARIYA,104,130,25.0,13.04,YELLOW,True,False,False,3,Medium Potential,True
GORAKHPUR,GOLA,9580903909,GOVT HIGH SCHOOL GOPALPUR GOLA,105,142,35.24,17.36,YELLOW,True,False,False,3,Medium Potential,True
GORAKHPUR,KAUDIRAM,9581500304,SHAHEED SHRI SAHAB SHUKLA GOVERNMENT INTER COLLEGE RUDAIN URF MAJHGAWA,48,187,289.58,23.84,YELLOW,False,True,False,3,Medium Potential,True
HAMIRPUR (U.P.),GOHAND,9380607616,GGIC GOHAND,35,89,154.29,7.23,GREEN,False,True,False,3,Medium Potential,True
HAMIRPUR (U.P.),MAUDHA,9380306803,GOVT HS RIVAN,111,162,45.95,13.29,GREEN,True,False,False,3,Medium Potential,True
HAMIRPUR (U.P.),MUSKARA,9380400416,GIC MUSKARA,750,998,33.07,24.59,YELLOW,True,True,False,3,Medium Potential,True
HAMIRPUR (U.P.),SARILA,9380701008,GOVT HIGH SCHOOL BHERI DANDA,49,283,477.55,293.06,YELLOW,True,False,False,3,Medium Potential,True
HAPUR (PANCHSHEEL NAGAR),GARH MUKTESWAR,9750806505,RAJKIYA INTER COLLEGE,66,76,15.15,52.0,RED,False,True,False,3,Medium Potential,True
HAPUR (PANCHSHEEL NAGAR),HAPUR,9750504905,GOVT KANYA INTER COOL NOORPUR MADIYA,36,102,183.33,43.66,YELLOW,False,True,False,3,Medium Potential,True
HAPUR (PANCHSHEEL NAGAR),SIMBHAWALI,9750706105,BABA MOHAN RAM BHARAT SINGH KISHAN JHS,25,103,312.0,22.62,YELLOW,True,False,False,3,Medium Potential,True
HARDOI,AHIRORI,9250606504,"GOVT. HIGH SCHOOL, BHEETHA MAHA SINGH",93,180,93.55,34.33,YELLOW,True,False,False,3,Medium Potential,True
HARDOI,AHIRORI,9250610104,"GOVT. HIGH SCHOOL, LODHI",40,87,117.5,24.29,YELLOW,True,False,False,3,Medium Potential,True
HARDOI,BAWAN,9250707205,RAJKEEYA HIGH SCHOOL BARWAN,159,189,18.87,7.39,YELLOW,True,False,False,3,Medium Potential,True
HARDOI,BAWAN,9250708405,RAJKEEYA U.M. VIDYALAYA SAHIJAN,51,75,47.06,41.51,YELLOW,True,False,False,3,Medium Potential,True
HARDOI,BHARAWAN,9251803913,GOVT. HIGHER SECONDERY SCHOOL BAHUTI KALAN PIN-241203,37,128,245.95,128.57,YELLOW,True,False,False,3,Medium Potential,True
HARDOI,BHARAWAN,9251802705,PT DEEN DAYAL UPADHAYAY RAJKIYA MODEL INTER COLLEGE KHASRAUL,453,929,105.08,20.03,YELLOW,True,True,False,3,Medium Potential,True
HARDOI,BILGRAM,9251707023,GOVT  GIRLS  INTER  COLLEGE,53,98,84.91,22.5,ORANGE,False,True,False,3,Medium Potential,True
HARDOI,HARIYAWAN,9250108007,GOVT. H.S.S. SUMAI HARIYAWAN,135,146,8.15,10.61,YELLOW,True,False,False,3,Medium Potential,True
HARDOI,HARIYAWAN,9250101812,"GOVT. HIGHER SECONDARY SCHOOL, GOPAMAU",74,99,33.78,47.76,YELLOW,True,False,False,3,Medium Potential,True
HARDOI,KACHAUNA,9251602306,GOVT. HIGHER SECONDRY SCHOOL KHAJOHNA HARDOI,32,49,53.12,53.12,YELLOW,True,False,False,3,Medium Potential,True
HARDOI,MADHOGANJ,9251903411,GOVT. U.M.V. MATIYAMAU MADHOGANJ HARDOI,25,58,132.0,93.33,YELLOW,True,False,False,3,Medium Potential,True
HARDOI,PIHANI,9250204504,GOVT. H.S.S. MANIKPUR,92,134,45.65,16.52,GREEN,True,False,False,3,Medium Potential,True
HARDOI,SANDI,9251302603,"GOVT. HIGH SCHOOL, RAURA",75,84,12.0,12.0,YELLOW,True,False,False,3,Medium Potential,True
HARDOI,SANDI,9251301905,RAJKIYA SANGAICHAMAU SANDI HARDOI,80,88,10.0,8.64,YELLOW,True,False,False,3,Medium Potential,True
HARDOI,SANDILA,9250505905,GOVT. U.M.V. JAMU,101,168,66.34,7.69,GREEN,True,False,False,3,Medium Potential,True
HARDOI,TANDIYAWA,9250903507,RAJKIYA U.M.VIDHYALAYA BHAINSARI,60,87,45.0,35.94,YELLOW,True,False,False,3,Medium Potential,True
HARDOI,TONDARPUR,9251011902,GHSS ANJHI,48,51,6.25,24.39,ORANGE,True,False,False,3,Medium Potential,True
HATHRAS,HASAYAN,9130310904,GOV HIGH SCHOOL AMOUSI,47,51,8.51,70.0,YELLOW,True,False,False,3,Medium Potential,True
HATHRAS,MURSAN,9130400703,GOV. HIGH SCHOOL BAMOLI,37,63,70.27,26.0,GREEN,True,False,False,3,Medium Potential,True
HATHRAS,MURSAN,9130405102,PT Deen Dyal Upadhyay rajkiye model inter college tuksan,141,342,142.55,15.93,GREEN,True,True,False,3,Medium Potential,True
HATHRAS,SADABAD,9130609707,GOV HIGH SCHOOL MITHAVALI,38,65,71.05,12.07,YELLOW,True,False,False,3,Medium Potential,True
HATHRAS,SADABAD,9130602312,Govement Gigh School Bedai,39,81,107.69,37.29,YELLOW,True,False,False,3,Medium Potential,True
HATHRAS,SAHPAU,9130704403,GOV HIGH SCHOOL RASGAVAN,55,66,20.0,11.86,YELLOW,True,False,False,3,Medium Potential,True
HATHRAS,SAHPAU,9130701914,GOVERNMENT INTER COLLEGE GUTHERA ,44,71,61.36,20.34,YELLOW,False,True,False,3,Medium Potential,True
JALAUN,DAKOR,9350101205,GOVT. HSS KHARKA,47,60,27.66,13.21,YELLOW,True,False,False,3,Medium Potential,True
JALAUN,DAKOR,9350102306,PT DIN DAYAL UPDHAYAY GOVT MODEL I.C. KHAROOSA,139,196,41.01,9.5,YELLOW,False,True,False,3,Medium Potential,True
JALAUN,KONCH,9350400703,GOVT. HSS JAMROHI KHURD,33,47,42.42,17.5,YELLOW,True,False,False,3,Medium Potential,True
JALAUN,KUTHAUND,9350509207,GOVT. HSS AJEETAPUR,56,60,7.14,15.38,YELLOW,True,False,False,3,Medium Potential,True
JALAUN,KUTHAUND,9350509806,GOVT. HSS ENTON,60,61,1.67,8.93,YELLOW,True,False,False,3,Medium Potential,True
JALAUN,RAMPURA,9350901003,GOVT. GIRLS I.C. JAGAMMANPUR,24,59,145.83,40.48,GREEN,False,True,False,3,Medium Potential,True
JAUNPUR,DOBHI,9641701703,GOVT. H.S. BALRAMPUR,85,86,1.18,22.86,YELLOW,True,False,False,3,Medium Potential,True
JAUNPUR,KARANJA KALA,9640407106,GOVT.H.S. BHAKURA,61,81,32.79,37.29,ORANGE,True,False,False,3,Medium Potential,True
JAUNPUR,KERAKAT,9641300121,GOVT. H.S CHAKRA RAIT NARHAN,49,82,67.35,41.38,YELLOW,True,False,False,3,Medium Potential,True
JAUNPUR,MACHHALI SHAHAR,9641217214,GOVT. GIRLS INTER COLLEGE MACHHALI SHAHAR,183,273,49.18,11.89,YELLOW,False,True,False,3,Medium Potential,True
JAUNPUR,MUGRA BADSHAH PUR,9641503610,GOVT. H.S. TARAHTI,50,63,26.0,40.0,YELLOW,True,False,False,3,Medium Potential,True
JAUNPUR,RAM PUR,9641910701,GOVT. H.S. KASERU,92,124,34.78,40.91,YELLOW,True,False,False,3,Medium Potential,True
JAUNPUR,SHAH GANJ,9640807103,GIC MAWAI SONDHI SHAHGANJ JAUNPUR,104,208,100.0,6.12,YELLOW,False,True,False,3,Medium Potential,True
JAUNPUR,SIRKONI,9640123704,GOVT. HIGH SCHOOL SURHURPUR,26,28,7.69,33.33,YELLOW,True,False,False,3,Medium Potential,True
JHANSI,BABINA,9360103006,GOVT. HIGH COLLEGE SARVA BABINA,149,152,2.01,16.92,YELLOW,True,False,False,3,Medium Potential,True
JHANSI,BABINA,9360105903,GOVT. HIGH SCHOOL PATHARI,44,81,84.09,50.0,YELLOW,True,False,False,3,Medium Potential,True
JHANSI,BAMORE,9360207503,GOVT. HIGH SCHOOL-AHARAURA,41,53,29.27,60.61,RED,True,False,False,3,Medium Potential,True
JHANSI,JHANSI NAGARCHETRA,9361103861,RAJKIYA INTER COLL-GWALIOR ROAD,1199,1308,9.09,20.78,YELLOW,True,True,False,3,Medium Potential,True
JHANSI,MOTH,9360708404,PT DEEN DAYAL UPADDHYAY GOVT MODEL INTER COLLEGE KUMHRAR MOTH JHANSI,102,132,29.41,-3.65,YELLOW,True,True,False,3,Medium Potential,True
JYOTIBA PHULE NAGAR (AMROHA),AMROHA,9061812309,GOVT. INTER COLLEGE MITTHE PUR KALAN,83,142,71.08,-14.46,YELLOW,True,True,False,3,Medium Potential,True
JYOTIBA PHULE NAGAR (AMROHA),AMROHA,9061802809,PANDIT DEEN DAYAL UPADHYAY RAJIKYA INTER COLLEGE GAJSTHAL,211,258,22.27,-8.19,YELLOW,True,True,False,3,Medium Potential,True
JYOTIBA PHULE NAGAR (AMROHA),DHANORA,9061910413,GOVT HIGH SCHOOL PATTI KHADAR,61,81,32.79,15.71,YELLOW,True,False,False,3,Medium Potential,True
JYOTIBA PHULE NAGAR (AMROHA),DHANORA,9061908602,RAJKIYA H.S. CHANDRA,19,78,310.53,110.81,YELLOW,True,False,False,3,Medium Potential,True
GONDA,MANKAPUR,9530809904,G.H.S. MACHCHLI GAON,138,143,3.62,11.72,YELLOW,True,False,False,3,Medium Potential,True
KANNAUJ,CHHIBRAMAU,9300401103,RAJKIYA H.S.S BHOJPUR NIGHOH CHHIBRAMAU,45,68,51.11,51.11,YELLOW,True,False,False,3,Medium Potential,True
KANNAUJ,CHHIBRAMAU,9300401603,RAJKIYA H.S.S. RAMKHDA CHHIBRAMAU,9,27,200.0,50.0,YELLOW,True,False,False,3,Medium Potential,True
AGRA,BAH,9150301240,GOVT. ABHINAV VIDHYALAYA BIJOLI BAH,132,157,18.94,10.56,RED,False,True,False,3,Medium Potential,True
KANNAUJ,KANNAUJ,9300102803,RAJKIYA H.S.S. MITRASENPUR KANNAUJ,64,155,142.19,47.62,YELLOW,True,False,False,3,Medium Potential,True
KANNAUJ,TAL GRAM,9300301304,PT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE VIRAULI TALGRAM KANNAUJ,234,363,55.13,7.08,YELLOW,True,True,False,3,Medium Potential,True
KANNAUJ,TAL GRAM,9300308554,RAJKIYA INTER COLLEGE SAMDHAN,131,328,150.38,14.69,YELLOW,True,True,False,3,Medium Potential,True
KANPUR DEHAT,AMARAUDHA,9330203303,GOVT.H.S.BARAULI,28,39,39.29,44.44,YELLOW,True,False,False,3,Medium Potential,True
KANPUR DEHAT,AMARAUDHA,9330216106,GOVT.H.S.SCHOOL DEVRAHAT,40,67,67.5,19.64,YELLOW,True,False,False,3,Medium Potential,True
KANPUR DEHAT,DERAPUR,9330301703,GOVT. H.S. SCHOOL DILAULIY KD.,48,69,43.75,11.29,GREEN,True,False,False,3,Medium Potential,True
KANPUR DEHAT,JHINJHAK,9330405910,GOVT.H.S.SCHOOL MANGALPUR K.D.,109,132,21.1,26.92,GREEN,True,False,False,3,Medium Potential,True
KANPUR DEHAT,MALASA,9330608004,GOVT.H.S.S. PULANDER,29,34,17.24,21.43,YELLOW,True,False,False,3,Medium Potential,True
AGRA,BAROLI AHEER,9150405004,PT.DEENDAYAL UPADHYAY GOVT. I.C BIJHAMAI,132,173,31.06,-4.95,ORANGE,True,True,False,3,Medium Potential,True
KANPUR NAGAR,BILHAUR,9340602306,"RAJKIYA HIGH SCHOOL, RADHAN BILHAUR",48,53,10.42,51.43,YELLOW,True,False,False,3,Medium Potential,True
KANPUR NAGAR,KALYANPUR,9340302810,GOVT. HIGH SCHOOL BHAUTI,792,904,14.14,5.73,ORANGE,True,True,False,3,Medium Potential,True
KANPUR NAGAR,SHIVRAJPUR,9340500805,GOVT HIGH SCHOOL BEERA MAU,96,105,9.38,38.16,YELLOW,True,False,False,3,Medium Potential,True
KANSHIRAM NAGAR,AMAPUR,9720210607,Pt Deendayal Upadhyay Govt Model Inter College Tharachitra,367,542,47.68,15.32,GREEN,True,True,False,3,Medium Potential,True
KANSHIRAM NAGAR,GANJ DUNDWARA,9720406208,GOVERNMENT HIGHSCHOOL KADARGANJ KHAM,5,64,1180.0,56.1,GREEN,True,False,False,3,Medium Potential,True
KANSHIRAM NAGAR,GANJ DUNDWARA,9720406703,GOVERNMENT HIGHSCHOOL RASOOLPUR ARAURA,18,59,227.78,20.41,GREEN,True,False,False,3,Medium Potential,True
AGRA,BAROLI AHEER,9150400904,RAJKIYA HIGH SCHOOL DIGNER,129,145,12.4,5.84,ORANGE,True,False,False,3,Medium Potential,True
KANSHIRAM NAGAR,SORON,9721509904,GOVERNMENT INTER COLLEGE KASGANJ,164,308,87.8,11.59,GREEN,True,True,False,3,Medium Potential,True
KAUSHAMBI,CHAYAL,9440702303,RAJKIYA HIGH SCHOOL MAHARAJ KA PURA CHAYAL KAUSHAMBI,26,40,53.85,25.0,GREEN,True,False,False,3,Medium Potential,True
KAUSHAMBI,KADA,9440802705,GOVT. GIRLS HIGH SCHOOL,117,170,45.3,17.24,GREEN,False,True,False,3,Medium Potential,True
AGRA,ETMADPUR,9150607005,GOVT. HIGH SCHOOL KHUSHAPUR,97,106,9.28,13.98,YELLOW,True,False,False,3,Medium Potential,True
KAUSHAMBI,KAUSHAMBI,9440200104,RAJKIY HS ARKAMAHAVEERPUR,110,140,27.27,20.69,YELLOW,True,False,False,3,Medium Potential,True
KAUSHAMBI,MANJHANPUR,9440100219,RAJKIYA INTER COLLEGE  OSA MANJHANPUR KAUSHAMBI,109,268,145.87,12.61,GREEN,False,True,False,3,Medium Potential,True
KAUSHAMBI,MURATGANJ,9440602403,RAJKIYA HIGH SCHOOL PANSAUR MURATGANJ KAUSHAMBI,47,67,42.55,28.85,YELLOW,True,False,False,3,Medium Potential,True
KAUSHAMBI,NEWADA,9440405504,RAJKIY HS MISHRAPU DAHIYA,122,198,62.3,11.86,YELLOW,True,False,False,3,Medium Potential,True
KAUSHAMBI,SARSAWAN,9440500105,R.HIGH SCHOOL LOUDHNA SARSWANA KAUSHAMBI,50,52,4.0,116.67,YELLOW,True,False,False,3,Medium Potential,True
KAUSHAMBI,SARSAWAN,9440512601,RAJKIYA H.S. LODHAN KA PURA,33,65,96.97,6.56,YELLOW,True,False,False,3,Medium Potential,True
KAUSHAMBI,SIRATHU,9440309823,GOVT. GIRLS HIGH SCHOOL,134,187,39.55,16.15,YELLOW,False,True,False,3,Medium Potential,True
KAUSHAMBI,SIRATHU,9440305205,PANDIT DEEN DAYAL UPADHAYAY RAJKIY MADAL INTER COLLEGE DEVKHARPUR,85,579,581.18,25.05,YELLOW,True,True,False,3,Medium Potential,True
KAUSHAMBI,SIRATHU,9440302204,R.HIGH SCHOOL AFJALPURWARI,19,29,52.63,7.41,YELLOW,True,False,False,3,Medium Potential,True
KAUSHAMBI,SIRATHU,9440309304,RAJKIY HIGH SCHOOL BAMAHROULI,62,101,62.9,29.49,YELLOW,True,False,False,3,Medium Potential,True
KHERI,BANKEGANJ,9231508806,GOV GIRLS INTER COLLEGE KUKRA,42,193,359.52,38.85,GREEN,False,True,False,3,Medium Potential,True
KHERI,BIJUA,9230111602,GOVT. H S MAJHAURA,73,84,15.07,12.0,YELLOW,True,False,False,3,Medium Potential,True
KHERI,BIJUA,9230113301,GOVT. H.S. FAIAJAL NAGAR GARNT,73,151,106.85,38.53,YELLOW,True,False,False,3,Medium Potential,True
KHERI,DHAURAHARA,9230300309,GOVT HS WALI,163,254,55.83,24.51,YELLOW,True,False,False,3,Medium Potential,True
KHERI,DHAURAHARA,9230305601,Govt. Girls.H.S.ADLISHPUR,160,219,36.88,38.61,YELLOW,True,False,False,3,Medium Potential,True
KHERI,ISANAGAR,9230402403,GOVT.H.S. JETHARA,106,129,21.7,13.16,YELLOW,True,False,False,3,Medium Potential,True
KHERI,KUMBHI-GOLA,9230510410,GOVT HS AJAN,168,197,17.26,20.12,YELLOW,True,False,False,3,Medium Potential,True
KHERI,KUMBHI-GOLA,9230513702,GOVT HS GANESH PUR,104,140,34.62,6.06,YELLOW,True,False,False,3,Medium Potential,True
KHERI,NIGHASAN,9230900505,GOVT. H.S. NAURANGABAD FARM,37,56,51.35,36.59,YELLOW,True,False,False,3,Medium Potential,True
