District,Block,School_ID,School_Name,Enroll_2223,Enroll_2324,Enroll_2425,Enroll_2526,Peak_Year,Peak_Value,Trough_Year,Trough_Value,Post_Peak_Loss_pct,Peak_Tag
AZAMGARH,MAHARAJ GANJ,9610104507,"GOVT ABHINAV SCHOOL, TERAHI",37,41,30,50,2025-26,50,2024-25,30,0.0,Peak Now
AZAMGARH,MIRZAPUR,9611703403,G.G.H.S.S.SARAIMIR,437,442,444,448,2025-26,448,2022-23,437,0.0,Peak Now
AZAMGARH,MOHAMMADPUR,9611800313,G G I C NANDAV,25,46,56,77,2025-26,77,2022-23,25,0.0,Peak Now
AZAMGARH,MOHAMMADPUR,9611803703,G.U.M.V. KHARATI,22,36,50,74,2025-26,74,2022-23,22,0.0,Peak Now
AZAMGARH,MOHAMMADPUR,9611801105,GOVT H S S SURJANPUR,87,46,62,88,2025-26,88,2023-24,46,0.0,Peak Now
AZAMGARH,PALHNA,9612205105,R.UMV DUBHAV,53,53,72,88,2025-26,88,2022-23,53,0.0,Peak Now
AZAMGARH,PAWAE,9610701108,GOVT. GIRLS H.S. SCHOOL PAWAI,419,327,267,318,2022-23,419,2024-25,267,124.11,Recovering
AZAMGARH,PAWAE,9610705504,RAJKIYA U.M.V. SARAIPUL,110,75,47,71,2022-23,110,2024-25,47,135.45,Recovering
AZAMGARH,TAHBERPUR,9611006403,RAJKIYA U.M.V. RAISINGHPUR,160,129,116,125,2022-23,160,2024-25,116,121.88,Recovering
AZAMGARH,TARWA,9610611101,R.B.U.M.V. BARAWANLALGANJ,25,32,32,32,2023-24,32,2022-23,25,100.0,Post Peak Severe
AZAMGARH,THEKMA,9612106802,GOVT GIRLS I.C.  ASHWANIYA,65,57,35,34,2022-23,65,2025-26,34,147.69,Post Peak Severe
BAGHPAT,BAGPAT,9080104909,G.G.I.C BAGHPAT,606,673,716,693,2024-25,716,2022-23,606,103.21,Recently Peaked
BAGHPAT,BAGPAT,9080104207,G.H.S AHERA,100,71,66,77,2022-23,100,2024-25,66,123.0,Recovering
BAGHPAT,BAGPAT,9080103506,G.H.S FATEHPUR POOTHI,66,63,63,62,2022-23,66,2025-26,62,106.06,Post Peak Severe
BAGHPAT,BAGPAT,9080103703,GIC JAHANGARH DAUJHA,231,246,259,240,2024-25,259,2022-23,231,107.34,Recently Peaked
BAGHPAT,BAROUT,9080203312,G. G.I.C. BAVLI,208,211,229,221,2024-25,229,2022-23,208,103.49,Recently Peaked
BAGHPAT,BAROUT,9080202903,G.H.S CHOBLI,48,53,50,50,2023-24,53,2022-23,48,105.66,Post Peak Severe
BAGHPAT,BAROUT URBAN,9080400107,G.G.I.C BAROUT,192,196,194,176,2023-24,196,2025-26,176,110.2,Post Peak Severe
BAGHPAT,BINOLY,9080304608,G.G.I.C. DAHA,211,214,201,188,2023-24,214,2025-26,188,112.15,Post Peak Severe
BAGHPAT,BINOLY,9080305606,G.H.S GANGNOLI,35,57,70,86,2025-26,86,2022-23,35,0.0,Peak Now
BAGHPAT,BINOLY,9080302506,G.H.S MAVIKALAN,61,76,78,77,2024-25,78,2022-23,61,101.28,Recently Peaked
BAGHPAT,CHHAPROLI,9080501906,G.G.I.C TUGANA,85,94,85,93,2023-24,94,2022-23,85,101.06,Recovering
BAGHPAT,CHHAPROLI,9080502304,G.H.S BADARKHA,32,29,44,57,2025-26,57,2023-24,29,0.0,Peak Now
BAGHPAT,CHHAPROLI,9080502006,G.H.S BODHA,39,36,40,49,2025-26,49,2023-24,36,0.0,Peak Now
BAGHPAT,CHHAPROLI,9080501109,G.H.S SOOP,44,43,52,60,2025-26,60,2023-24,43,0.0,Peak Now
BAGHPAT,KHEKRA,9080602704,G.H.S GONA,109,89,83,87,2022-23,109,2024-25,83,120.18,Recovering
BAGHPAT,KHEKRA,9080601605,G.H.S MUBARIKPUR,54,51,58,61,2025-26,61,2023-24,51,0.0,Peak Now
BAGHPAT,KHEKRA,9080602802,G.H.S SUBHANPR,40,43,42,48,2025-26,48,2022-23,40,0.0,Peak Now
BAGHPAT,PILANA,9080705205,G.H.S BASAUD,120,103,99,101,2022-23,120,2024-25,99,115.83,Recovering
BAGHPAT,PILANA,9080700903,G.H.S TIPANI,59,47,52,74,2025-26,74,2023-24,47,0.0,Peak Now
BAHRAICH,BALHA,9501001805,R H S SCHOOL RAJAPUR KALAN,130,144,158,200,2025-26,200,2022-23,130,0.0,Peak Now
BAHRAICH,BALHA,9501003802,R H SCHOOL PATRAHIYA,103,76,52,74,2022-23,103,2024-25,52,128.16,Recovering
BAHRAICH,BALHA,9501002506,R.H. SCHOOL PAKDIYA DIWAN,76,54,41,87,2025-26,87,2024-25,41,0.0,Peak Now
BAHRAICH,CHITTAURA,9500801802,R H SCHOOL KISHUNPURMAFI CHITTAURA,104,106,89,61,2023-24,106,2025-26,61,142.45,Post Peak Severe
BAHRAICH,CHITTAURA,9500814601,R H SCHOOL SAMSA TARHAR CHITTAURA,93,97,104,107,2025-26,107,2022-23,93,0.0,Peak Now
BAHRAICH,FAKHAR PUR,9500308406,GOVT. HIGH SCHOOL BAUNDI,212,170,149,164,2022-23,212,2024-25,149,122.64,Recovering
BAHRAICH,HUJUR PUR,9500612301,GIC BHAGADWA BAZAR HUJURPUR,217,321,544,540,2024-25,544,2022-23,217,100.74,Recently Peaked
BAHRAICH,HUJUR PUR,9500600107,GOVERNMENT G.H.S. SCHOOL,74,82,58,61,2023-24,82,2024-25,58,125.61,Recovering
BAHRAICH,HUJUR PUR,9500608704,R H S JIGANIYA CHHATER PAL,53,56,48,40,2023-24,56,2025-26,40,128.57,Post Peak Severe
BAHRAICH,HUJUR PUR,9500607203,R H SCHOOL CHAKUJOT,122,144,158,184,2025-26,184,2022-23,122,0.0,Peak Now
BAHRAICH,HUJUR PUR,9500608004,R. H. AILIHA,74,44,67,62,2022-23,74,2023-24,44,116.22,Post Peak Severe
BAHRAICH,JARWAL,9500108805,GOVT H S MUSTAFA BAD JARWAL,92,103,109,127,2025-26,127,2022-23,92,0.0,Peak Now
BAHRAICH,JARWAL,9500102903,GOVT H S SONBARSA JARAWAL,85,46,74,88,2025-26,88,2023-24,46,0.0,Peak Now
BAHRAICH,JARWAL,9500102506,R H S  KURSANDA,58,34,33,55,2022-23,58,2024-25,33,105.17,Recovering
BAHRAICH,JARWAL,9500108207,R H S AHATA,159,171,159,165,2023-24,171,2022-23,159,103.51,Recovering
BAHRAICH,JARWAL,9500100805,R HS NARAUDA,89,90,88,88,2023-24,90,2024-25,88,102.22,Post Peak Severe
BAHRAICH,KAISER GANJ,9500205111,GOV. HIGH SCHOOL LUDIYA NO-4,181,169,143,150,2022-23,181,2024-25,143,117.13,Recovering
BAHRAICH,KAISER GANJ,9500204403,GOV. INTER COLLEGE,282,347,480,542,2025-26,542,2022-23,282,0.0,Peak Now
BAHRAICH,KAISER GANJ,9500200108,R H SCHOOL BADRAULI,179,119,102,135,2022-23,179,2024-25,102,124.58,Recovering
BAHRAICH,KAISER GANJ,9500207202,R H SCHOOL UMARI KAISARGANJ,108,110,119,130,2025-26,130,2022-23,108,0.0,Peak Now
BAHRAICH,KAISER GANJ,9500203010,RAJKIYE BALIKA INTER COLLEGE,779,824,828,866,2025-26,866,2022-23,779,0.0,Peak Now
BAHRAICH,KAISER GANJ,9500206006,RAJKIYE HIGH SCHOOL GULHARIYA,93,86,96,100,2025-26,100,2023-24,86,0.0,Peak Now
BAHRAICH,KAISER GANJ,9500204705,RH SCHOOL PARSENDI,94,66,65,95,2025-26,95,2024-25,65,0.0,Peak Now
BAHRAICH,MAHSI,9500400103,R H SCHOOL MAIKUPURWA,77,60,57,75,2022-23,77,2024-25,57,102.6,Recovering
BAHRAICH,MAHSI,9500403005,R H SCHOOL NAKAHI,82,86,97,76,2024-25,97,2025-26,76,121.65,Recently Peaked
BAHRAICH,MAHSI,9500401203,RAJKEEY HIGH SCHOOL BAHORIKPUR MAHSI,130,137,80,112,2023-24,137,2024-25,80,118.25,Recovering
BAHRAICH,MIHIN PURVA,9501108016,R H S CHALWA,111,100,135,145,2025-26,145,2023-24,100,0.0,Peak Now
BAHRAICH,MIHIN PURVA,9501102503,R H SCHOOL SALARPUR MIHIPURWA,69,52,80,94,2025-26,94,2023-24,52,0.0,Peak Now
BAHRAICH,MIHIN PURVA,9501110505,R.H. SCHOOL PARGAHWA,34,37,51,48,2024-25,51,2022-23,34,105.88,Recently Peaked
BAHRAICH,MIHIN PURVA,9501104605,R.H. SCHOOL PURAINA RAGHUNATHPUR,103,73,67,106,2025-26,106,2024-25,67,0.0,Peak Now
BAHRAICH,MIHIN PURVA,9501114002,R.H. SCHOOL RAMPURWA MATEHI,210,224,248,253,2025-26,253,2022-23,210,0.0,Peak Now
BAHRAICH,MIHIN PURVA,9501104004,R.H. SCHOOL URRA BAZAR,71,83,140,85,2024-25,140,2022-23,71,139.29,Recently Peaked
BAHRAICH,NAGAR AREA,9501301904,RAJKEEYA INTER COLLEGE,469,461,526,545,2025-26,545,2023-24,461,0.0,Peak Now
BAHRAICH,NAGAR AREA,9501301105,RAJKIYA BALIKA INTER COLLAGE ,677,646,667,610,2022-23,677,2025-26,610,109.9,Post Peak Severe
BAHRAICH,NAWAB GANJ,9501204707,GOVT INTER COLLEGE LAKHAIYA KALAN,394,490,471,541,2025-26,541,2022-23,394,0.0,Peak Now
BAHRAICH,NAWAB GANJ,9501207210,GOVT.G. INTER COLEGE,154,105,186,197,2025-26,197,2023-24,105,0.0,Peak Now
BAHRAICH,NAWAB GANJ,9501214301,R H SCHOOL PATNA NAWABGANJ,22,26,67,95,2025-26,95,2022-23,22,0.0,Peak Now
BAHRAICH,PAYAGPUR,9501400411,MAMRAJ GOV. GIRLS H.S. SCHOOL,251,235,264,264,2024-25,264,2023-24,235,100.0,Recently Peaked
BAHRAICH,PAYAGPUR,9501401502,R HS GANGA PUR,75,75,106,96,2024-25,106,2022-23,75,109.43,Recently Peaked
BAHRAICH,PAYAGPUR,9501401304,R.H. SEMRIYAWAN,163,189,242,248,2025-26,248,2022-23,163,0.0,Peak Now
BAHRAICH,RISIA,9500903803,R H S BHAGTAPUR,72,51,45,59,2022-23,72,2024-25,45,118.06,Recovering
BAHRAICH,RISIA,9500904603,R H SCHOOL BHOPATPUR CHAUKI,102,111,91,117,2025-26,117,2024-25,91,0.0,Peak Now
BAHRAICH,SHIV PUR,9500505306,R.H. SCHOOL INTAHA,87,72,64,80,2022-23,87,2024-25,64,108.05,Recovering
BAHRAICH,SHIV PUR,9500503505,R.H. SCHOOL RAMPUR DHOBIYAHAR,95,105,152,164,2025-26,164,2022-23,95,0.0,Peak Now
BAHRAICH,TAJWA PUR,9500703302,GOVT HIGH SCHOOL TEDAVA SISTIPUR,146,138,126,142,2022-23,146,2024-25,126,102.74,Recovering
BAHRAICH,TAJWA PUR,9500703604,GOVT INTER COLLEGE RAMPURWA,776,974,1128,1134,2025-26,1134,2022-23,776,0.0,Peak Now
BAHRAICH,VISHESHWAR  GANJ,9501508302,R H SCHOOL BASANT TEPRA VISHESHWARGANJ,82,86,107,126,2025-26,126,2022-23,82,0.0,Peak Now
BAHRAICH,VISHESHWAR  GANJ,9501508303,R H SCHOOL GANGA JAMUNI VISHESHWARGANJ,200,197,228,337,2025-26,337,2023-24,197,0.0,Peak Now
BAHRAICH,VISHESHWAR  GANJ,9501508301,R H SCHOOL VISHESHWARGANJ VISHESHWARGANJ,70,64,81,92,2025-26,92,2023-24,64,0.0,Peak Now
BAHRAICH,VISHESHWAR  GANJ,9501504003,RH SCHOOL SEMRONA,88,72,44,58,2022-23,88,2024-25,44,134.09,Recovering
BALLIA,BAIRIA,9631601818,G.G.I.C. BAIRIA,122,131,118,125,2023-24,131,2024-25,118,104.58,Recovering
BALLIA,BALLIA N.P.,9631802003,GGIC BALLIA,1439,1416,1311,1308,2022-23,1439,2025-26,1308,109.1,Post Peak Severe
BALLIA,BALLIA N.P.,9631800503,GIC BALLIA,536,466,404,377,2022-23,536,2025-26,377,129.66,Post Peak Severe
BALLIA,BANSDEEH,9630900117,G G I C BANSDEEH BALLIA,16,38,43,38,2024-25,43,2022-23,16,111.63,Recently Peaked
BALLIA,BANSDEEH,9630904207,RAJKIYA U M V KEWRA,83,67,65,71,2022-23,83,2024-25,65,114.46,Recovering
BALLIA,BELAHARI,9631503802,RAJKIYA U M V BASUDHARPAH,42,37,39,85,2025-26,85,2023-24,37,0.0,Peak Now
BALLIA,BELAHARI,9631502003,RAJKIYA UCHHTAR J H S DUDHAILA,107,100,77,118,2025-26,118,2024-25,77,0.0,Peak Now
BALLIA,BELAHARI,9631502903,rajkiy j h s rudrapur,121,103,81,89,2022-23,121,2024-25,81,126.45,Recovering
BALLIA,CHILKAHAR,9630404605,RAJKIY U M V BACHAIPUR,106,101,149,149,2024-25,149,2023-24,101,100.0,Recently Peaked
BALLIA,CHILKAHAR,9630400410,RAJKIY U M VIDYALAY HAJAULI,50,51,54,40,2024-25,54,2025-26,40,125.93,Recently Peaked
BALLIA,DUBAHAR,9631400502,GOV. G J H S RAMPUR BASARIKAPU,101,101,103,122,2025-26,122,2022-23,101,0.0,Peak Now
BALLIA,GARWAR,9631102904,RAJKIYA UPS BISUKIA,58,44,73,78,2025-26,78,2023-24,44,0.0,Peak Now
BALLIA,GARWAR,9631103806,RAJKIYA UPS JAGDISHPUR,61,38,38,54,2022-23,61,2023-24,38,111.48,Recovering
BALLIA,GARWAR,9631100203,Rajkiya umv Savarupur,39,56,66,71,2025-26,71,2022-23,39,0.0,Peak Now
BALLIA,MANIAR,9630702404,RAJKIYA U M V BARSARI,47,59,67,105,2025-26,105,2022-23,47,0.0,Peak Now
BALLIA,MURLI CHHAPRA,9631701103,PRABHAVATI DS GGIC J P NAGAR,209,205,135,124,2022-23,209,2025-26,124,140.67,Post Peak Severe
BALLIA,MURLI CHHAPRA,9631707602,RAJKIYA U.M.V TOLA BAJRAY BALLIA,19,16,35,35,2024-25,35,2023-24,16,100.0,Recently Peaked
BALLIA,MURLI CHHAPRA,9631701403,RAJKIYA U.M.V TOLA FATEH RAI BALLIA,71,77,92,100,2025-26,100,2022-23,71,0.0,Peak Now
BALLIA,NAGARA,9630205004,RAJKIY U M V TURKI,84,70,71,60,2022-23,84,2025-26,60,128.57,Post Peak Severe
BALLIA,NAGARA,9630204904,RAJKIY UPS JUDANPUR,35,20,9,7,2022-23,35,2025-26,7,180.0,Post Peak Severe
BALLIA,NAGARA,9630210104,RAJKIYA UPS KHARUAV,107,83,79,72,2022-23,107,2025-26,72,132.71,Post Peak Severe
BALLIA,NAVANAGAR,9630504805,RAJKIYA UPS KOTH,87,68,64,68,2022-23,87,2024-25,64,121.84,Recovering
BALLIA,PANDAH,9630608702,PT Deendayal Upadhyay Rajkiya Model Inter College Sudhauli Pandah ballia,194,168,66,72,2022-23,194,2024-25,66,162.89,Recovering
BALLIA,PANDAH,9630604004,RAJKIYA UPS EKAIL,54,48,44,34,2022-23,54,2025-26,34,137.04,Post Peak Severe
BALLIA,RASARA,9630306503,PT Deendayal Upadhyay Rajkiya Model Inter College Motira Rasra ballia,70,79,127,135,2025-26,135,2022-23,70,0.0,Peak Now
BALLIA,RASARA,9630302508,RAJKIY BALIKA INTER COL. RASARA,101,82,104,81,2024-25,104,2025-26,81,122.12,Recently Peaked
BALLIA,RASARA,9630302403,RAJKIYA UPS ATHILA,80,62,66,72,2022-23,80,2023-24,62,110.0,Recovering
BALLIA,REVATI,9631002204,RAJKIYA U M V RAJULI,69,52,58,56,2022-23,69,2023-24,52,118.84,Post Peak Severe
BALLIA,REVATI,9631001603,RAJKIYA U.M.V. CHOUBEY CHAPARA REWATI,43,34,34,47,2025-26,47,2023-24,34,0.0,Peak Now
BALLIA,SEAR,9630102205,RAJKIYA U M V SHAHPUR AFAGA,52,33,52,68,2025-26,68,2023-24,33,0.0,Peak Now
BALLIA,SEAR,9630103506,RAJKIYA UPS SONA DHIH,181,167,182,178,2024-25,182,2023-24,167,102.2,Recently Peaked
BALLIA,SOHAWN,9631200117,G.G.I.C CHITBARAGAON,299,237,255,228,2022-23,299,2025-26,228,123.75,Post Peak Severe
BALRAMPUR,BALRAMPUR,9522405303,GOVI  SEC SCH MIRZAPUR,178,192,137,139,2023-24,192,2024-25,137,127.6,Recovering
BALRAMPUR,BALRAMPUR,9522419701,GOVT HIGH SCHOOL MADHWAJOT,147,120,115,129,2022-23,147,2024-25,115,112.24,Recovering
BALRAMPUR,BALRAMPUR,9522409704,"GOVT. UCCATAR MADHYAMIC VIDYALAYA, VIRAHIMPUR, BALRAMPUR",57,61,73,90,2025-26,90,2022-23,57,0.0,Peak Now
BALRAMPUR,BALRAMPUR,9522411303,"GOVT. UCCHATAR MADHYMIC VIDYALAYA, RAMNAGRA, BALRAMPUR",80,76,68,75,2022-23,80,2024-25,68,106.25,Recovering
BALRAMPUR,BALRAMPUR,9522405404,GOVT. UCCHTAR MADHYMIC VIDYALAYA CHAKWA BALRAMPUR,60,55,66,73,2025-26,73,2023-24,55,0.0,Peak Now
BALRAMPUR,GAINDAS BUZURG,9521703402,GOVT HIGH SCHOOL DEVARIYA JANALI,69,63,67,78,2025-26,78,2023-24,63,0.0,Peak Now
BALRAMPUR,GAINDAS BUZURG,9521700805,GOVT. INTER COLLEGE ITAI RAMPUR,292,372,682,713,2025-26,713,2022-23,292,0.0,Peak Now
BALRAMPUR,GAINSARI,9522312501,GOVT HIGH SCHOOL BAGHEL KHAND,129,107,109,125,2022-23,129,2023-24,107,103.1,Recovering
BALRAMPUR,GAINSARI,9522300109,GOVT. INTER COLLEGE GAINSARI,581,579,636,701,2025-26,701,2023-24,579,0.0,Peak Now
BALRAMPUR,GAINSARI,9522304102,GOVT. UCCHATAR MADHYAMIC VIDYALAYA CHAPIYA SUKHRAMPUR,149,153,124,122,2023-24,153,2025-26,122,120.26,Post Peak Severe
BALRAMPUR,HARAIYA SATGHARWA,9522103806,GOVT HR SEC BAHADURGANJ,67,68,70,75,2025-26,75,2022-23,67,0.0,Peak Now
BALRAMPUR,PACHPERWA,9522206002,GOVT HIGH SCHOOL BISUNPUR VISRAM,52,45,69,70,2025-26,70,2023-24,45,0.0,Peak Now
BALRAMPUR,REHRA BAZAR,9522806805,GOVT HIGH SCHOOL RUDHAULI BUZURG,45,40,40,47,2025-26,47,2023-24,40,0.0,Peak Now
BALRAMPUR,REHRA BAZAR,9522804908,"RAJKIYA UCCHATAR MADHYAMIC VIDYALAYA, SAHJAURA, REHRA BAZAR",197,151,140,160,2022-23,197,2024-25,140,118.78,Recovering
BALRAMPUR,SHRIDUTTGANJ,9521600304,GOVT HIGH SCHOOL DEVRIYA MUBARAKPUR,180,158,126,119,2022-23,180,2025-26,119,133.89,Post Peak Severe
BALRAMPUR,SHRIDUTTGANJ,9521605808,GOVT HIGH SVHOOL CHAMRUPUR,135,110,110,120,2022-23,135,2023-24,110,111.11,Recovering
BALRAMPUR,SHRIDUTTGANJ,9521601002,GOVT. INTER COLLEGE DARICHAURA,290,251,337,381,2025-26,381,2023-24,251,0.0,Peak Now
BALRAMPUR,SHRIDUTTGANJ,9521602703,GOVT. UCCATAR MADHYMIC VIDYALAYA SHIVPUR MAHANT,84,74,67,73,2022-23,84,2024-25,67,113.1,Recovering
BALRAMPUR,TULSIPUR,9522003609,GOVT SEC SCHOOL MAHARJGANJ TARAI,235,237,242,283,2025-26,283,2022-23,235,0.0,Peak Now
BALRAMPUR,TULSIPUR,9522004203,"GOVT. UCCATAR MADHYAMIC VIDYALAYA RAMGARH MAITAHAWA, BALRAMPUR",40,36,51,58,2025-26,58,2023-24,36,0.0,Peak Now
BALRAMPUR,TULSIPUR,9522006204,"GOVT. UCCHATAR MADHYMIC VIDYALAYA, HARHATA, TULSIPUR",195,156,161,158,2022-23,195,2023-24,156,118.97,Post Peak Severe
BALRAMPUR,UTRAULA (MUN. CORP.),9523000112,GOVT. GIRLS HIGHER SECONDARY SCHOOL,420,334,428,361,2024-25,428,2023-24,334,115.65,Recently Peaked
BANDA,BABERU,9400509404,GOVT BALIKA I C BABERU,194,210,209,226,2025-26,226,2022-23,194,0.0,Peak Now
BANDA,BABERU,9400500605,GOVT HIGH SCHOOL AHAR,57,34,59,127,2025-26,127,2023-24,34,0.0,Peak Now
BANDA,BABERU,9400506702,GOVT HIGH SCHOOL PAKHARAULI,251,227,230,241,2022-23,251,2023-24,227,103.98,Recovering
BANDA,BABERU,9400505604,GOVT HIGH SCHOOL SIMAUNI,146,133,126,131,2022-23,146,2024-25,126,110.27,Recovering
BANDA,BABERU,9400502528,GOVT INTER COLLEGE MARKA ,222,459,515,508,2024-25,515,2022-23,222,101.36,Recently Peaked
BANDA,BABERU,9400502708,GOVT. HIGH SCH. SAMGARA,59,67,84,93,2025-26,93,2022-23,59,0.0,Peak Now
BANDA,BADOKHAR KHURD,9400102522,G.I.C.MATAUNDH,787,698,824,813,2024-25,824,2023-24,698,101.33,Recently Peaked
BANDA,BADOKHAR KHURD,9400102204,GOVT HIGH SCH. HATHAUDA,174,149,133,129,2022-23,174,2025-26,129,125.86,Post Peak Severe
BANDA,BADOKHAR KHURD,9400101407,GOVT HIGH SCHOOL CHAHITARA,116,93,80,93,2022-23,116,2024-25,80,119.83,Recovering
BANDA,BADOKHAR KHURD,9400105103,GOVT HIGH SCHOOL KARAHIA,189,183,156,190,2025-26,190,2024-25,156,0.0,Peak Now
BANDA,BADOKHAR KHURD,9400100604,GOVT HIGH SCHOOL KHAIRADA,109,101,79,100,2022-23,109,2024-25,79,108.26,Recovering
BANDA,BADOKHAR KHURD,9400104708,PT DEENDAYAL UPADHYAY RAJKEEY MODEL INTER COLLEGE PACHNEHI,272,251,265,325,2025-26,325,2023-24,251,0.0,Peak Now
BANDA,BISANDA,9400604318,G.G.I.C. BISANDA,328,305,324,352,2025-26,352,2023-24,305,0.0,Peak Now
BANDA,BISANDA,9400600610,G.G.I.C. KORRAHI,304,227,185,132,2022-23,304,2025-26,132,156.58,Post Peak Severe
BANDA,BISANDA,9400601707,GANDHI GOVT COLLEGE ORAN,2630,2589,2729,2811,2025-26,2811,2023-24,2589,0.0,Peak Now
BANDA,BISANDA,9400602708,GOVT HIGH SCHOOL BALLAN,83,84,101,106,2025-26,106,2022-23,83,0.0,Peak Now
BANDA,BISANDA,9400603507,GOVT HIGH SCHOOL BHADEHDU,93,72,82,104,2025-26,104,2023-24,72,0.0,Peak Now
BANDA,BISANDA,9400604707,GOVT. HIGH SCHOOL RANIPUR,84,72,85,109,2025-26,109,2023-24,72,0.0,Peak Now
BANDA,JASPURA,9400801005,GOVT HIGH SCH. BAREHTA,151,118,93,126,2022-23,151,2024-25,93,116.56,Recovering
BANDA,JASPURA,9400802406,GOVT HIGH SCH. SABADA,115,121,94,88,2023-24,121,2025-26,88,127.27,Post Peak Severe
BANDA,JASPURA,9400800716,GOVT HIGH SCHOOL GADARIA,141,166,167,146,2024-25,167,2022-23,141,112.57,Recently Peaked
BANDA,KAMASIN,9400700113,GGIC KAMASIN,793,703,641,591,2022-23,793,2025-26,591,125.47,Post Peak Severe
BANDA,KAMASIN,9400701510,GOV INTER COLLEGE BEERA ,77,159,230,253,2025-26,253,2022-23,77,0.0,Peak Now
BANDA,KAMASIN,9400704210,GOVERNMENT INTER COLLEGE LOHRA BLOCK KAMASIN ,82,193,275,334,2025-26,334,2022-23,82,0.0,Peak Now
BANDA,KAMASIN,9400705005,GOVT HIGH SCHOOL  CHARKA,65,66,91,111,2025-26,111,2022-23,65,0.0,Peak Now
BANDA,KAMASIN,9400702207,GOVT HIGH SCHOOL  MAMSI KHURD,219,182,185,195,2022-23,219,2023-24,182,110.96,Recovering
BANDA,MAHUWA,9400301707,GIVT. INTER COLLEGE BILGAW,518,472,522,637,2025-26,637,2023-24,472,0.0,Peak Now
BANDA,MAHUWA,9400303208,GOVT HIGH SCH. BADO BUJURG,186,178,163,182,2022-23,186,2024-25,163,102.15,Recovering
BANDA,MAHUWA,9400306006,GOVT HIGH SCH. GUMAI,68,81,76,65,2023-24,81,2025-26,65,119.75,Post Peak Severe
BANDA,MAHUWA,9400300703,GOVT HIGH SCH. JAKHANI,51,44,63,79,2025-26,79,2023-24,44,0.0,Peak Now
BANDA,MAHUWA,9400301604,GOVT. HIGH SCHOOL ADHRORI,77,78,56,50,2023-24,78,2025-26,50,135.9,Post Peak Severe
BANDA,NAGAR KSHETRA,9400900404,GIC BANDA,1372,1137,1226,1252,2022-23,1372,2023-24,1137,108.75,Recovering
BANDA,NAGAR KSHETRA,9400902302,GOVT GILS INT COLLEGE BANDA,2526,2231,1998,1838,2022-23,2526,2025-26,1838,127.24,Post Peak Severe
BANDA,NARAINI,9400402237,G.G.I.C. ATARRA,235,214,238,224,2024-25,238,2023-24,214,105.88,Recently Peaked
BANDA,NARAINI,9400405209,G.G.I.C. KARTAL,476,405,372,313,2022-23,476,2025-26,313,134.24,Post Peak Severe
BANDA,NARAINI,9400407204,G.I.C. KALINGER,660,648,698,832,2025-26,832,2023-24,648,0.0,Peak Now
BANDA,NARAINI,9400402717,G.I.C.FATEH GANJ,607,516,584,619,2025-26,619,2023-24,516,0.0,Peak Now
BANDA,NARAINI,9400407007,GOVT. HIGH SCHOOL BIRAUNA,68,102,107,97,2024-25,107,2022-23,68,109.35,Recently Peaked
BANDA,NARAINI,9400402408,GOVT. HIGH SCHOOL JABARA PUR,104,75,83,83,2022-23,104,2023-24,75,120.19,Post Peak Severe
BANDA,NARAINI,9400403205,GOVT. HIGH SCHOOL MAHUI,59,44,57,47,2022-23,59,2023-24,44,120.34,Post Peak Severe
BANDA,NARAINI,9400400109,GOVT. HIGH SCHOOL PAUHAR,80,63,62,53,2022-23,80,2025-26,53,133.75,Post Peak Severe
BANDA,NARAINI,9400406207,GOVT.HIGH SCHOOL BARUA KALINGER,147,113,77,79,2022-23,147,2024-25,77,146.26,Recovering
BANDA,TINDWARI,9400210110,G.G.I.C.TINDWARI,702,655,603,557,2022-23,702,2025-26,557,120.66,Post Peak Severe
BANDA,TINDWARI,9400203608,G.I.C.PAILANI,1353,1195,1335,1463,2025-26,1463,2023-24,1195,0.0,Peak Now
BANDA,TINDWARI,9400204403,GOVT HIGH SCHOOL REHUNTA ,58,105,91,89,2023-24,105,2022-23,58,115.24,Post Peak Severe
BANDA,TINDWARI,9400202304,GOVT. HIGH SCHOOL GUGAULI,131,140,160,167,2025-26,167,2022-23,131,0.0,Peak Now
BANDA,TINDWARI,9400200209,GOVT. HIGH SCHOOL JAMUWAN,68,54,62,59,2022-23,68,2023-24,54,113.24,Post Peak Severe
BANDA,TINDWARI,9400201707,GOVT.HIGH SCHOOL AMLIKAUR,122,109,92,105,2022-23,122,2024-25,92,113.93,Recovering
BARABANKI,BANI KODAR,9460500109,RAJKIYA INTER COLLEGE AHAMADPUR (MSDP),284,309,297,287,2023-24,309,2022-23,284,107.12,Post Peak Severe
BARABANKI,BANI KODAR,9460511103,RAJKIYA U.M.V DHEMA,120,87,100,119,2022-23,120,2023-24,87,100.83,Recovering
BARABANKI,BANKI,9460400139,GOVT HIGH SCHOOL BADEL BARABANKI,171,169,165,155,2022-23,171,2025-26,155,109.36,Post Peak Severe
BARABANKI,BANKI,9460402406,Govt high school Bhanauli Barabanki,200,192,213,217,2025-26,217,2023-24,192,0.0,Peak Now
BARABANKI,BANKI,9460406615,RAJIKIYA U.M.V RAMPUR JAHANGIRA BAD,342,324,326,286,2022-23,342,2025-26,286,116.37,Post Peak Severe
BARABANKI,BANKI,9461011101,RAJKIYA INTER COLLEGE SHABPUR (MSDP),469,439,477,541,2025-26,541,2023-24,439,0.0,Peak Now
