District,Block,School_ID,School_Name,C8,C9,C10,C11,C12,Total,Min_Class,Max_Class,Avg_Class_Size,Imbalance_Ratio,Under_Enrolled_Classes,Overcrowded_Classes,Dominant_Class,Class_Strength_Tag
SAHARANPUR,MUZAFFARABAD,9011204801,RAJKIYE INTER COLLEGE KALUWALA JAHANPUR,2,5,0,0,0,7,0,5,1.4,5000.0,5,0,Class 9,Ghost Classes
SAHARANPUR,MUZAFFARABAD,9011209303,SAMAJWADI  ABHINAV VIDYALYA KALUWAL,12,12,15,18,38,95,12,38,19.0,3.17,0,0,Class 12,Imbalanced
SAHARANPUR,NAGAL,9011101207,GOVT. HIGH SCHOOL KPOORI GOVINDPUR,0,53,51,0,0,104,0,53,20.8,53000.0,3,0,Class 9,Ghost Classes
SAHARANPUR,NAGAL,9011103706,GOVT. HIGH SCHOOL KUTUBPUR LABDOLA,0,75,57,0,0,132,0,75,26.4,75000.0,3,1,Class 9,Ghost Classes
SAHARANPUR,NAGAL,9011106403,GOVT. HIGH SCHOOL SHIVPUR,0,20,15,0,0,35,0,20,7.0,20000.0,3,0,Class 9,Ghost Classes
SAHARANPUR,NAGAL,9011101410,RAJKIYE INTER COLLEGE BANHERA KHAS,0,26,34,32,33,125,0,34,25.0,34000.0,1,0,Class 10,Severely Imbalanced
SAHARANPUR,NAKUR,9010106501,GOVT. GIRL INTER COLLEGE NICHI NAKUR,0,17,28,33,35,113,0,35,22.6,35000.0,1,0,Class 12,Severely Imbalanced
SAHARANPUR,NAKUR,9010102805,GOVT. HIGH SCHOOL BADHI,0,62,61,0,0,123,0,62,24.6,62000.0,3,2,Class 9,Ghost Classes
SAHARANPUR,NAKUR,9010109005,GOVT. HIGH SCHOOL MACHCHARHERI,0,26,47,0,0,73,0,47,14.6,47000.0,3,0,Class 10,Ghost Classes
SAHARANPUR,NAKUR,9010103304,GOVT. HIGH SCHOOL RANIPUR BARSI,0,17,29,0,0,46,0,29,9.2,29000.0,3,0,Class 10,Ghost Classes
SAHARANPUR,NAKUR,9010106116,GOVT. HIGH SCHOOL TABER,0,39,37,0,0,76,0,39,15.2,39000.0,3,0,Class 9,Ghost Classes
SAHARANPUR,NAKUR,9010105208,GOVT. INTER COLLEGE KAPURI,11,41,37,29,39,157,11,41,31.4,3.73,0,0,Class 9,Imbalanced
SAHARANPUR,NAKUR,9010106752,LALA INDARSEN GOVT GIRLS INTER COLLEGE,0,33,36,37,60,166,0,60,33.2,60000.0,1,0,Class 12,Severely Imbalanced
SAHARANPUR,NAKUR,9010106026,SH.DEVENDRA KUMAR GOVT GIRLS INTER COLLEGE,0,109,85,84,96,374,0,109,74.8,109000.0,1,4,Class 9,Overcrowded
SAHARANPUR,NANAUTA,9010906011,GOVT. GIRLS INTER COLLEGE TIKRAUL,0,88,87,92,78,345,0,92,69.0,92000.0,1,4,Class 11,Overcrowded
SAHARANPUR,NANAUTA,9010902802,GOVT. HIGH SHCOOL BHAWASI RAIPUR,0,19,35,0,0,54,0,35,10.8,35000.0,3,0,Class 10,Ghost Classes
SAHARANPUR,NANAUTA,9010904804,RAJKIYA  HIGH SCHOOL KUWA KHERA,0,59,63,0,0,122,0,63,24.4,63000.0,3,1,Class 10,Ghost Classes
SAHARANPUR,NANAUTA,9010900806,"RAJKIYA HIGH SCHOOL ABHA, NANAUTA",0,37,49,0,0,86,0,49,17.2,49000.0,3,0,Class 10,Ghost Classes
SAHARANPUR,PUNWARKA,9011007604,"GOVT HIGH SCHOOL CHANDPUR, SRE",0,12,13,0,0,25,0,13,5.0,13000.0,3,0,Class 10,Ghost Classes
SAHARANPUR,PUNWARKA,9011001825,GOVT INTER COLLEGE KAILASHPUR,56,116,102,66,80,420,56,116,84.0,2.07,0,4,Class 9,Overcrowded
SAHARANPUR,PUNWARKA,9011005113,GOVT. HIGH SCHOOL SADAK DUDLEE,0,63,62,0,0,125,0,63,25.0,63000.0,3,2,Class 9,Ghost Classes
SAHARANPUR,PUNWARKA,9011001203,GOVT. HIGH SCHOOL SONA,0,65,58,0,0,123,0,65,24.6,65000.0,3,1,Class 9,Ghost Classes
SAHARANPUR,PUNWARKA,9011009401,PDDUGICCHAURADEV,27,67,55,65,59,273,27,67,54.6,2.48,0,2,Class 9,Overcrowded
SAHARANPUR,PUNWARKA,9011002605,RAJKIYA KANYA INTER COLLEGE DEVLA SAHARANPUR,0,178,179,177,176,710,0,179,142.0,179000.0,1,4,Class 10,Overcrowded
SAHARANPUR,PUNWARKA,9011010911,RAJKIYE HIGH SCHOOL,0,96,83,0,0,179,0,96,35.8,96000.0,3,2,Class 9,Ghost Classes
SAHARANPUR,PUNWARKA,9011008405,RAJKIYE INTER COLLEGE CHANDRAULI,0,17,25,0,0,42,0,25,8.4,25000.0,3,0,Class 10,Ghost Classes
SAHARANPUR,PUNWARKA,9011010719,RAJKIYE KANYA INTER COLLEGE.GAGALHEDI,0,155,144,143,143,585,0,155,117.0,155000.0,1,4,Class 9,Overcrowded
SAHARANPUR,RAMPUR MANIHARAN,9010205108,GOVT. HIGH SHCOOL SADHOLI HARIA,0,84,47,0,0,131,0,84,26.2,84000.0,3,1,Class 9,Ghost Classes
SAHARANPUR,RAMPUR MANIHARAN,9010201511,RAJKIYA KANYA HIGH SCHOOL,0,55,56,0,0,111,0,56,22.2,56000.0,3,0,Class 10,Ghost Classes
SAHARANPUR,SADHOLI KADIM,9010404507,GOVT INTER COLLEGE DABKAURA,0,68,39,44,31,182,0,68,36.4,68000.0,1,1,Class 9,Severely Imbalanced
SAHARANPUR,SADHOLI KADIM,9010406103,GOVT INTER COLLEGE HABIBPUR TAPOVAN,12,27,21,20,14,94,12,27,18.8,2.25,0,0,Class 9,Imbalanced
SAHARANPUR,SADHOLI KADIM,9010408003,GOVT. HIGH SCHOOL,0,76,42,0,0,118,0,76,23.6,76000.0,3,1,Class 9,Ghost Classes
SAHARANPUR,SADHOLI KADIM,9010401006,GOVT. HIGH SCHOOL KHERI MADHTI,0,84,85,0,0,169,0,85,33.8,85000.0,3,2,Class 10,Ghost Classes
SAHARANPUR,SADHOLI KADIM,9010409003,PDDUGICNAUGAVAN,10,2,6,2,4,24,2,10,4.8,5.0,4,0,Class 8,Ghost Classes
SAHARANPUR,SARSAVA,9010710108,GOVT. HIGH SCHOOL BUDDA KHEDA,0,63,46,0,0,109,0,63,21.8,63000.0,3,1,Class 9,Ghost Classes
SAHARANPUR,SARSAVA,9010702506,GOVT. HIGH SCHOOL DAULATPUR,0,17,26,0,0,43,0,26,8.6,26000.0,3,0,Class 10,Ghost Classes
SAHARANPUR,SARSAVA,9010710801,GOVT. INTER COLLEGE GHUMTI,107,120,107,82,80,496,80,120,99.2,1.5,0,5,Class 9,Overcrowded
SAHARANPUR,SARSAVA,9010703103,RAJKIYA INTER COLLEGE PANCHKUAN,57,105,80,44,56,342,44,105,68.4,2.39,0,2,Class 9,Overcrowded
SAHARANPUR,SARSAVA,9010711802,RAJKIYE INTER COLLEGE KUTUBPUR,46,158,141,79,0,424,0,158,84.8,158000.0,1,3,Class 9,Overcrowded
SAHARANPUR,T.A. DEOBAND,9011400504,GOVT.KANYA INTER COLLEGE DEOBAND,54,124,127,141,151,597,54,151,119.4,2.8,0,4,Class 12,Overcrowded
SAHARANPUR,T.A. SAHAHRANPUR,9010610303,GOVT. INTER COLLEGE KAMELA ROAD,91,107,90,36,30,354,30,107,70.8,3.57,0,3,Class 9,Overcrowded
SAHARANPUR,T.A. SAHAHRANPUR,9010602509,GOVT.BOYS INTER COLLEGE,20,115,83,115,164,497,20,164,99.4,8.2,0,4,Class 12,Overcrowded
SAHARANPUR,T.A. SAHAHRANPUR,9010605703,GOVT.KANYA HYRE SECONDARY SCHOOL,68,123,127,133,120,571,68,133,114.2,1.96,0,5,Class 11,Overcrowded
SAMBHAL,ASMOLI,9680109614,G I C SHAHBAJPUR KALAN SAMBHAL,58,116,88,55,50,367,50,116,73.4,2.32,0,2,Class 9,Overcrowded
SAMBHAL,ASMOLI,9680107105,GOVT.HIGHER SEC.SCHOOL HARTHALA,0,70,70,0,0,140,0,70,28.0,70000.0,3,2,Class 9,Ghost Classes
SAMBHAL,ASMOLI,9680102306,GOVT.HIGHER SECONDARY SCHOOL MADALA FATEHPUR,0,31,23,0,0,54,0,31,10.8,31000.0,3,0,Class 9,Ghost Classes
SAMBHAL,BANIYAKHERA,9680516204,GOVERNMENT HIGHER SECONDARY SCHOOL BERNI,0,84,69,0,0,153,0,84,30.6,84000.0,3,2,Class 9,Ghost Classes
SAMBHAL,BANIYAKHERA,9680507903,GOVERNMNET HIGHER SECONDARY SCHOOL BHULAWAI,0,51,65,0,0,116,0,65,23.2,65000.0,3,1,Class 10,Ghost Classes
SAMBHAL,BEHJOI,9680409002,GOVT. INTER COLLEGE LEHRAWAN,0,306,323,208,218,1055,0,323,211.0,323000.0,1,4,Class 10,Overcrowded
SAMBHAL,BEHJOI,9680410105,Pt deendayal govt ic rajpur,44,119,91,66,85,405,44,119,81.0,2.7,0,4,Class 9,Overcrowded
SAMBHAL,GUNNOR,9681404503,G.G.I.C. KHIZARPUR,163,129,109,69,70,540,69,163,108.0,2.36,0,5,Class 8,Overcrowded
SAMBHAL,JUNAVAI,9680700305,Pt deendayal govt ic nadrauli,54,75,60,35,48,272,35,75,54.4,2.14,0,1,Class 9,Imbalanced
SAMBHAL,PAWANSA,9681009407,G G I C SIKANDARPUR SARAI,0,50,113,18,72,253,0,113,50.6,113000.0,1,2,Class 10,Overcrowded
SAMBHAL,PAWANSA,9681000106,GOVT INTER COLLEGE SARANGPUR,29,50,7,10,33,129,7,50,25.8,7.14,1,0,Class 9,Severely Imbalanced
SAMBHAL,RAJPURA,9681705510,GOVT. INTER COLLEGE BHIRAVTI,239,111,205,170,67,792,67,239,158.4,3.57,0,5,Class 8,Overcrowded
SAMBHAL,SAMBHAL,9681105703,G I C SADEERANPUR,33,65,78,37,42,255,33,78,51.0,2.36,0,2,Class 10,Overcrowded
SAMBHAL,SAMBHAL,9681110418,GOVERNMENT KANYA INTER COLLEGE,51,103,96,89,64,403,51,103,80.6,2.02,0,4,Class 9,Overcrowded
SAMBHAL,SAMBHAL,9681112903,GOVT INTER COLLEGE DHIMARKHEDI,67,79,108,83,93,430,67,108,86.0,1.61,0,5,Class 10,Overcrowded
SAMBHAL,SAMBHAL CITY,9681300307,GOVERNMENT GIRLS INTER COLLEGE,102,200,192,182,212,888,102,212,177.6,2.08,0,5,Class 12,Overcrowded
SAMBHAL,SAMBHAL CITY,9681303933,GOVERNMENT INTER COLLEGE TAKHTGOSAI,36,8,8,0,5,57,0,36,11.4,36000.0,4,0,Class 8,Ghost Classes
SANT KABIR NAGAR,BAGHAULI,9561622603,GOVT HIGH SCHOOL NAUDAND BAGHAULI SANT KABIR NAGAR,0,11,5,0,0,16,0,11,3.2,11000.0,4,0,Class 9,Ghost Classes
SANT KABIR NAGAR,BAGHAULI,9561613001,GOVT. INTER COLLEGE BANAULI SANT KABIR NAGAR,44,66,97,75,57,339,44,97,67.8,2.2,0,3,Class 10,Overcrowded
SANT KABIR NAGAR,BAGHAULI,9561602803,GOVT.HIGH SCHOOL BHAGWANPUR,0,15,30,0,0,45,0,30,9.0,30000.0,3,0,Class 10,Ghost Classes
SANT KABIR NAGAR,BAGHAULI,9561606805,GOVT.HIGH SCHOOL JAMDEEH,0,43,60,0,0,103,0,60,20.6,60000.0,3,0,Class 10,Ghost Classes
SANT KABIR NAGAR,BAGHAULI,9561605209,GOVT.KANYA UMV BAGHAULI,0,63,69,0,0,132,0,69,26.4,69000.0,3,2,Class 10,Ghost Classes
SANT KABIR NAGAR,BELHAR KALA,9562103203,G.U.M.V. SHIYA KATAI,0,76,75,0,0,151,0,76,30.2,76000.0,3,2,Class 9,Ghost Classes
SANT KABIR NAGAR,HAINSAR BAZAR,9561915401,GOVT. HIGH SCHOOL RAMJANGALA,0,136,104,0,0,240,0,136,48.0,136000.0,3,2,Class 9,Ghost Classes
SANT KABIR NAGAR,HAINSAR BAZAR,9561907604,GOVT. UMV BABHANAULI,0,55,56,0,0,111,0,56,22.2,56000.0,3,0,Class 10,Ghost Classes
SANT KABIR NAGAR,KHALILABAD,9561500506,GOVT. GIRLS INTET COLLEGE KHALILABAD,156,316,257,233,273,1235,156,316,247.0,2.03,0,5,Class 9,Overcrowded
SANT KABIR NAGAR,KHALILABAD,9561502903,GOVT. UMV GIRDHARPUR,0,49,59,0,0,108,0,59,21.6,59000.0,3,0,Class 10,Ghost Classes
SANT KABIR NAGAR,KHALILABAD,9561517502,GOVT. UMVIDYALAY DHAURAHARA,0,37,37,0,0,74,0,37,14.8,37000.0,3,0,Class 9,Ghost Classes
SANT KABIR NAGAR,MEHNDAVAL,9561804503,GOVT INTER COLLEGE PARSA PANDEY,19,170,70,78,0,337,0,170,67.4,170000.0,1,3,Class 9,Overcrowded
SANT KABIR NAGAR,NATHNAGAR,9562007409,GOVT. UMV MAHULI,0,37,31,0,0,68,0,37,13.6,37000.0,3,0,Class 9,Ghost Classes
SANT KABIR NAGAR,PAULI,9561014503,GOVT. UMV GOVINDGUNJ,0,124,130,0,0,254,0,130,50.8,130000.0,3,2,Class 10,Ghost Classes
SANT KABIR NAGAR,SANTHA,9562201703,GOVT HIGH SCHOOL MOTIPUR SANTHA SANT KABIR NAGAR,0,7,6,0,0,13,0,7,2.6,7000.0,5,0,Class 9,Ghost Classes
SANT KABIR NAGAR,SEMARINYAVA,9561701021,GOVT HIGH SCHOOL AGAYA SEMARIYAWA SANT KABIR NAGAR,0,25,20,0,0,45,0,25,9.0,25000.0,3,0,Class 9,Ghost Classes
SANT KABIR NAGAR,SEMARINYAVA,9561705909,GOVT HIGH SCHOOL BAGHNAGAR SEMARIYAWA SANT KABIR NAGAR,0,25,41,0,0,66,0,41,13.2,41000.0,3,0,Class 10,Ghost Classes
SANT KABIR NAGAR,SEMARINYAVA,9561701709,GOVT. HIGH SCHOOL SALEHPUR,0,41,28,0,0,69,0,41,13.8,41000.0,3,0,Class 9,Ghost Classes
SANT KABIR NAGAR,SEMARINYAVA,9561702605,GOVT. HIGH SCHOOL UMILA,0,36,53,0,0,89,0,53,17.8,53000.0,3,0,Class 10,Ghost Classes
SANT KABIR NAGAR,SEMARINYAVA,9561704403,GOVT.UMVIDYALAY KARMAKHAN,0,29,38,0,0,67,0,38,13.4,38000.0,3,0,Class 10,Ghost Classes
SHAHJAHANPUR,BANDA,9220610103,G.H.S CHILHAUTA BANDA,0,19,10,0,0,29,0,19,5.8,19000.0,3,0,Class 9,Ghost Classes
SHAHJAHANPUR,BANDA,9220603308,G.H.S. RARUA,0,33,30,0,0,63,0,33,12.6,33000.0,3,0,Class 9,Ghost Classes
SHAHJAHANPUR,BANDA,9220607703,G.H.S. SINGHAPUR PANAI,0,41,38,0,0,79,0,41,15.8,41000.0,3,0,Class 9,Ghost Classes
SHAHJAHANPUR,BANDA,9220612305,RAJKIYE U. M. VIDHYALAY DHAKA GHANSHYAM,0,98,83,0,0,181,0,98,36.2,98000.0,3,2,Class 9,Ghost Classes
SHAHJAHANPUR,BANDA,9220603906,RAJKIYE UCHCHTAR MADHYMIK VIDHYALAY NAVICHI,0,51,82,0,0,133,0,82,26.6,82000.0,3,1,Class 10,Ghost Classes
SHAHJAHANPUR,BHAWALKHERA,9221305202,G.H.S. DINGURPUR,0,37,14,0,0,51,0,37,10.2,37000.0,3,0,Class 9,Ghost Classes
SHAHJAHANPUR,BHAWALKHERA,9221306403,GOVT. INTER COLLEGE AHMADNAGAR,79,96,71,89,80,415,71,96,83.0,1.35,0,5,Class 9,Overcrowded
SHAHJAHANPUR,BHAWALKHERA,9221312604,RAJKIYE UCHTAR M.S. SARSAWAN,0,94,98,0,0,192,0,98,38.4,98000.0,3,2,Class 10,Ghost Classes
SHAHJAHANPUR,DADRAUL,9220101206,G.H.S. DHANAURA,0,34,32,0,0,66,0,34,13.2,34000.0,3,0,Class 9,Ghost Classes
SHAHJAHANPUR,DADRAUL,9220108303,G.H.S. KAPER KATKA,0,38,45,0,0,83,0,45,16.6,45000.0,3,0,Class 10,Ghost Classes
SHAHJAHANPUR,DADRAUL,9220100505,GOV. HSS PIPROULA SHAHJAHANPUR,0,153,130,0,0,283,0,153,56.6,153000.0,3,2,Class 9,Ghost Classes
SHAHJAHANPUR,DADRAUL,9220111704,GOVERNMENT GIRLS INTER COLLEGE AZIZGANJ,6,124,25,36,11,202,6,124,40.4,20.66,1,1,Class 9,Severely Imbalanced
SHAHJAHANPUR,DADRAUL,9220108903,Government Higher Secondary School,0,64,55,0,0,119,0,64,23.8,64000.0,3,1,Class 9,Ghost Classes
SHAHJAHANPUR,DADRAUL,9220102901,RAJKIYA INTER COLLEGE,69,254,239,272,265,1099,69,272,219.8,3.94,0,5,Class 11,Overcrowded
SHAHJAHANPUR,DADRAUL,9220102808,RAJKIYA INTER COLLEGE TIKRI,0,120,98,88,94,400,0,120,80.0,120000.0,1,4,Class 9,Overcrowded
SHAHJAHANPUR,DADRAUL,9220105810,RAJKIYE U.M. VIDHAYALA SHAHBAZNAGAR,0,54,44,0,0,98,0,54,19.6,54000.0,3,0,Class 9,Ghost Classes
SHAHJAHANPUR,JAITIPUR,9220202705,G.H.S. BARI PRASIDDHAPUR,0,24,20,0,0,44,0,24,8.8,24000.0,3,0,Class 9,Ghost Classes
SHAHJAHANPUR,JAITIPUR,9220203605,RAJKIYE U.M. VIDHAYALAY SHANKAR PITRAI JAITUPUR,0,24,43,0,0,67,0,43,13.4,43000.0,3,0,Class 10,Ghost Classes
SHAHJAHANPUR,JALALABAD,9220307603,G.H.S. CHAURASI,0,16,18,0,0,34,0,18,6.8,18000.0,3,0,Class 10,Ghost Classes
SHAHJAHANPUR,JALALABAD,9220309803,RAJKIYE UCHTAR M.V. KAKRALA,0,49,71,0,0,120,0,71,24.0,71000.0,3,1,Class 10,Ghost Classes
SHAHJAHANPUR,JALALABAD,9220304005,RAJKIYE UCHTAR M.V. KHANDHAR,0,106,105,0,0,211,0,106,42.2,106000.0,3,2,Class 9,Ghost Classes
SHAHJAHANPUR,KALAN,9221002405,G.H.S.BARA KALAN,0,52,31,0,0,83,0,52,16.6,52000.0,3,0,Class 9,Ghost Classes
SHAHJAHANPUR,KALAN,9221002502,G.H.S.HATHINI NAGARIYA,0,22,12,0,0,34,0,22,6.8,22000.0,3,0,Class 9,Ghost Classes
SHAHJAHANPUR,KALAN,9221003412,GOVT. INTER COLLEGE,98,233,175,193,172,871,98,233,174.2,2.38,0,5,Class 9,Overcrowded
SHAHJAHANPUR,KALAN,9221004402,RAJKIYA INTER COLLEGE SANGERI,86,121,15,39,74,335,15,121,67.0,8.07,0,3,Class 9,Overcrowded
SHAHJAHANPUR,KANTH,9221117203,G.H.S.  CHAUHANPUR,0,56,49,0,0,105,0,56,21.0,56000.0,3,0,Class 9,Ghost Classes
SHAHJAHANPUR,KANTH,9221109302,G.H.S. NAWADA RUDRAPUR,0,68,40,0,0,108,0,68,21.6,68000.0,3,1,Class 9,Ghost Classes
SHAHJAHANPUR,KANTH,9221101223,GOVT. INTER COLLEGE,0,544,433,598,600,2175,0,600,435.0,600000.0,1,4,Class 12,Overcrowded
SHAHJAHANPUR,KANTH,9221117403,RAJKIYE U. M. VIDHAYLAY PADAINCHA KANTH SHAHJAHANPUR,0,173,138,0,0,311,0,173,62.2,173000.0,3,2,Class 9,Ghost Classes
SHAHJAHANPUR,KANTH,9221103207,RAJKIYE UCHCHYTER MADHYMIK VIDHAYLAY JAMUNI DAULAT PUR,0,104,70,0,0,174,0,104,34.8,104000.0,3,2,Class 9,Ghost Classes
SHAHJAHANPUR,KATRA KHUDAGANJ,9220904102,G.H.S. NAUSNA,0,27,28,0,0,55,0,28,11.0,28000.0,3,0,Class 10,Ghost Classes
SHAHJAHANPUR,KATRA KHUDAGANJ,9220910902,RAJKIYE INTER COLLEGE KHERA NAWADA KATRA,0,102,124,40,36,302,0,124,60.4,124000.0,1,2,Class 10,Overcrowded
SHAHJAHANPUR,KHUTAR,9220706503,RAJKIYE HIGH SCHOOL CHANDPUR KHUTAR SHAHJAHANPUR,0,65,84,0,0,149,0,84,29.8,84000.0,3,2,Class 10,Ghost Classes
SHAHJAHANPUR,KHUTAR,9220701807,RAJKIYE UCHTAR MADMAMIK MALIKA,0,76,68,0,0,144,0,76,28.8,76000.0,3,2,Class 9,Ghost Classes
SHAHJAHANPUR,MADNAPUR,9221701903,RAJKIYA UCHCHTAR MADHYAMIK VID KUDAIYA MADNAPUR SPN,0,50,45,0,0,95,0,50,19.0,50000.0,3,0,Class 9,Ghost Classes
SHAHJAHANPUR,MADNAPUR,9221713304,RAJKIYA UMV BARUA MADNAPUR SPN,0,113,124,0,0,237,0,124,47.4,124000.0,3,2,Class 10,Ghost Classes
SHAHJAHANPUR,MIRJAPUR,9221209803,G.H.S. CHITRAU,0,23,32,0,0,55,0,32,11.0,32000.0,3,0,Class 10,Ghost Classes
SHAHJAHANPUR,MIRJAPUR,9221208002,RAJKIYE UCHTAR M.V. SADIKPUR,0,40,51,0,0,91,0,51,18.2,51000.0,3,0,Class 10,Ghost Classes
SHAHJAHANPUR,NIGOHI,9220402903,G.H.S. PARSAUNA KHALILPUR,0,41,34,0,0,75,0,41,15.0,41000.0,3,0,Class 9,Ghost Classes
SHAHJAHANPUR,NIGOHI,9220401603,RAJKIYE U.M. VIDHALYA BARILAL PUR SHAHJAHNAPUR,0,39,21,0,0,60,0,39,12.0,39000.0,3,0,Class 9,Ghost Classes
SHAHJAHANPUR,PUWAYA,9221401606,G.H.S. JUJHARPUR,0,43,38,0,0,81,0,43,16.2,43000.0,3,0,Class 9,Ghost Classes
SHAHJAHANPUR,PUWAYA,9221406910,G.H.S. NAHIL,0,75,63,0,0,138,0,75,27.6,75000.0,3,2,Class 9,Ghost Classes
SHAHJAHANPUR,PUWAYA,9221405543,GOVT. GIRLS INTER COLLEGE,51,178,126,178,169,702,51,178,140.4,3.49,0,4,Class 9,Overcrowded
SHAHJAHANPUR,PUWAYA,9221413501,RAJKIYE U.M.V.BITAUNI SHAHJAHANPUR,0,37,34,0,0,71,0,37,14.2,37000.0,3,0,Class 9,Ghost Classes
SHAHJAHANPUR,SINDHAULI,9220500608,G.H.S. SINDHAULI,0,150,136,0,0,286,0,150,57.2,150000.0,3,2,Class 9,Ghost Classes
SHAHJAHANPUR,SINDHAULI,9220505207,Pandit Deen Dayal Upadhyay Rajkiya Model Inter College,0,265,216,174,155,810,0,265,162.0,265000.0,1,4,Class 9,Overcrowded
SHAHJAHANPUR,SINDHAULI,9220505205,RAJKIYE UMV BILANDPUR GADDIPUR,0,53,55,0,0,108,0,55,21.6,55000.0,3,0,Class 10,Ghost Classes
SHAHJAHANPUR,T.A.SHAHJAHANPUR,9221507402,G.G.I.C.,164,285,355,367,335,1506,164,367,301.2,2.24,0,5,Class 11,Overcrowded
SHAHJAHANPUR,T.A.SHAHJAHANPUR,9221501009,GOV. INTER COLLEGE SHAHJAHANPUR,54,210,258,370,376,1268,54,376,253.6,6.96,0,4,Class 12,Overcrowded
SHAHJAHANPUR,TILHAR,9220807705,G.H.S. SAMDHANA,0,36,40,0,0,76,0,40,15.2,40000.0,3,0,Class 10,Ghost Classes
SHAHJAHANPUR,TILHAR,9220807002,"Government Higher Secondary School, Sahampur",0,57,60,0,0,117,0,60,23.4,60000.0,3,0,Class 10,Ghost Classes
SHAHJAHANPUR,TILHAR,9220815101,RAJKIYE KANYA INTER COLLEGE TILHAR,65,176,157,123,159,680,65,176,136.0,2.71,0,5,Class 9,Overcrowded
SHAHJAHANPUR,TILHAR,9220802902,RAJKIYE U.M. VIDHALAYA DHAKIA RAGHA TILHAR,0,31,39,0,0,70,0,39,14.0,39000.0,3,0,Class 10,Ghost Classes
SHAHJAHANPUR,TILHAR,9220809002,RAJKIYE U.M. VIDHYALAY NOUGAI SHAHJAHANPUR,0,59,52,0,0,111,0,59,22.2,59000.0,3,0,Class 9,Ghost Classes
SHAMLI,KAIRANA,9740800113,CH. MANSINGH GOVT INTER COLLEGE KANDELA,0,60,42,40,54,196,0,60,39.2,60000.0,1,0,Class 9,Severely Imbalanced
SHAMLI,KAIRANA,9740800806,GOVT HIGH SCHOOL PAWATI KALAN SHAMLI,0,38,17,0,0,55,0,38,11.0,38000.0,3,0,Class 9,Ghost Classes
SHAMLI,KAIRANA,9740801510,PANDIT DEEN DAYAL UPADHAYAY MODEL INTER COLLEGE TITARWARA,0,49,48,48,38,183,0,49,36.6,49000.0,1,0,Class 9,Severely Imbalanced
SHAMLI,KAIRANA,9740802211,RAJKIY INTER CO KURGAN,0,66,29,13,17,125,0,66,25.0,66000.0,1,1,Class 9,Severely Imbalanced
SHAMLI,KANDHLA,9740704313,GOVT GIRLS HIGHER SECONDARY S  GANGERU SHAMLI,0,38,40,0,0,78,0,40,15.6,40000.0,3,0,Class 10,Ghost Classes
SHAMLI,KANDHLA,9740704105,PANDIT DEEN DAYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE AALDI SHAMLI,0,30,29,24,37,120,0,37,24.0,37000.0,1,0,Class 12,Severely Imbalanced
SHAMLI,KANDHLA,9740705403,RAJKIYA INTER COLLEGE KHERA KURTAN,3,31,48,32,41,155,3,48,31.0,15.99,1,0,Class 10,Severely Imbalanced
SHAMLI,KANDHLA [TOWN AREA],9741800155,GOVT GIRLS INTER COLLEGE,166,243,258,200,217,1084,166,258,216.8,1.55,0,5,Class 10,Overcrowded
SHAMLI,OON,9740901906,GOVT HIGHER SECONDARY SCHOOL TODA,0,28,23,0,0,51,0,28,10.2,28000.0,3,0,Class 9,Ghost Classes
SHAMLI,OON,9740903504,GOVT YAMUNA KHADAR INTER COLLEGE,15,57,38,40,86,236,15,86,47.2,5.73,0,1,Class 12,Severely Imbalanced
SHAMLI,OON,9740901211,GOVT. HIGH SCHOOL DATHERA,0,31,23,0,0,54,0,31,10.8,31000.0,3,0,Class 9,Ghost Classes
SHAMLI,OON,9740910723,PANDIT DEEN DAYAL UPADHYAY RAJKIYA MODEL INTER COLLEGE OON SHAMLI,0,14,17,14,14,59,0,17,11.8,17000.0,1,0,Class 10,Severely Imbalanced
SHAMLI,OON,9740907304,RAJKIYA BALIKA HIGH SCHOOL TAPRANA,0,31,23,0,0,54,0,31,10.8,31000.0,3,0,Class 9,Ghost Classes
SHAMLI,OON,9740905803,RAJKIYA HIGH SCHOOL JAIN PUR,0,35,16,0,0,51,0,35,10.2,35000.0,3,0,Class 9,Ghost Classes
SHAMLI,OON,9740904106,RAJKIYA INTER COLLEGE KERTOO,0,51,62,49,48,210,0,62,42.0,62000.0,1,1,Class 10,Severely Imbalanced
SHAMLI,SHAMLI,9741000113,RAJKIYA INTER COLLEGE LILON,44,68,56,28,35,231,28,68,46.2,2.43,0,1,Class 9,Imbalanced
SHAMLI,SHAMLI,9741000311,RAJKIYE HIGH SCHOOL BALWA,0,97,60,0,0,157,0,97,31.4,97000.0,3,1,Class 9,Ghost Classes
SHAMLI,THANABHAWAN,9741102407,GIC BHANEDA UDDA,0,36,65,47,38,186,0,65,37.2,65000.0,1,1,Class 10,Severely Imbalanced
SHAMLI,THANABHAWAN,9741104313,GOVERNMENT GIRLS HIGH SCHOOL BANTIKHEDA,0,54,30,0,0,84,0,54,16.8,54000.0,3,0,Class 9,Ghost Classes
SHAMLI,THANABHAWAN,9741104910,GOVT INTER COLLEGE HARAD FATAHAPUR,4,43,26,38,55,166,4,55,33.2,13.75,1,0,Class 12,Severely Imbalanced
SHAMLI,THANABHAWAN,9741101009,RAJKAYA INTER COLLEGE UMARPUR,0,75,104,97,101,377,0,104,75.4,104000.0,1,4,Class 10,Overcrowded
