District,Block,School_ID,School_Name,Total_2223,Total_2324,Total_2425,Total_2526,Size_Tag,Size_Trend,Closure_Risk_Score,Closure_Risk_Tag
BAGHPAT,CHHAPROLI,9080502304,G.H.S BADARKHA,32,29,44,57,Small School,Fluctuating,1,Monitor
BAGHPAT,CHHAPROLI,9080502006,G.H.S BODHA,39,36,40,49,Very Small,Fluctuating,2,At Risk
BAGHPAT,CHHAPROLI,9080501109,G.H.S SOOP,44,43,52,60,Small School,Fluctuating,1,Monitor
BAGHPAT,KHEKRA,9080602704,G.H.S GONA,109,89,83,87,Small School,Fluctuating,2,At Risk
BAGHPAT,KHEKRA,9080601605,G.H.S MUBARIKPUR,54,51,58,61,Small School,Fluctuating,1,Monitor
BAGHPAT,KHEKRA,9080602802,G.H.S SUBHANPR,40,43,42,48,Very Small,Fluctuating,2,At Risk
BAGHPAT,PILANA,9080705205,G.H.S BASAUD,120,103,99,101,Small School,Fluctuating,1,Monitor
BAGHPAT,PILANA,9080700903,G.H.S TIPANI,59,47,52,74,Small School,Fluctuating,1,Monitor
BAHRAICH,BALHA,9501001805,R H S SCHOOL RAJAPUR KALAN,130,144,158,200,Small School,Growing,1,Monitor
BAHRAICH,BALHA,9501003802,R H SCHOOL PATRAHIYA,103,76,52,74,Small School,Fluctuating,2,At Risk
BAHRAICH,BALHA,9501002506,R.H. SCHOOL PAKDIYA DIWAN,76,54,41,87,Small School,Fluctuating,1,Monitor
BAHRAICH,CHITTAURA,9500801802,R H SCHOOL KISHUNPURMAFI CHITTAURA,104,106,89,61,Small School,Fluctuating,2,At Risk
BAHRAICH,CHITTAURA,9500814601,R H SCHOOL SAMSA TARHAR CHITTAURA,93,97,104,107,Small School,Growing,1,Monitor
BAHRAICH,FAKHAR PUR,9500308406,GOVT. HIGH SCHOOL BAUNDI,212,170,149,164,Small School,Fluctuating,1,Monitor
BAHRAICH,HUJUR PUR,9500612301,GIC BHAGADWA BAZAR HUJURPUR,217,321,544,540,Large School,Fluctuating,0,Safe
BAHRAICH,HUJUR PUR,9500600107,GOVERNMENT G.H.S. SCHOOL,74,82,58,61,Small School,Fluctuating,2,At Risk
BAHRAICH,HUJUR PUR,9500608704,R H S JIGANIYA CHHATER PAL,53,56,48,40,Very Small,Fluctuating,3,High Risk
BAHRAICH,HUJUR PUR,9500607203,R H SCHOOL CHAKUJOT,122,144,158,184,Small School,Growing,1,Monitor
BAHRAICH,HUJUR PUR,9500608004,R. H. AILIHA,74,44,67,62,Small School,Fluctuating,2,At Risk
BAHRAICH,JARWAL,9500108805,GOVT H S MUSTAFA BAD JARWAL,92,103,109,127,Small School,Growing,1,Monitor
BAHRAICH,JARWAL,9500102903,GOVT H S SONBARSA JARAWAL,85,46,74,88,Small School,Fluctuating,1,Monitor
BAHRAICH,JARWAL,9500102506,R H S  KURSANDA,58,34,33,55,Small School,Fluctuating,1,Monitor
BAHRAICH,JARWAL,9500108207,R H S AHATA,159,171,159,165,Small School,Fluctuating,1,Monitor
BAHRAICH,JARWAL,9500100805,R HS NARAUDA,89,90,88,88,Small School,Fluctuating,1,Monitor
BAHRAICH,KAISER GANJ,9500205111,GOV. HIGH SCHOOL LUDIYA NO-4,181,169,143,150,Small School,Fluctuating,1,Monitor
BAHRAICH,KAISER GANJ,9500204403,GOV. INTER COLLEGE,282,347,480,542,Large School,Growing,0,Safe
BAHRAICH,KAISER GANJ,9500200108,R H SCHOOL BADRAULI,179,119,102,135,Small School,Fluctuating,1,Monitor
BAHRAICH,KAISER GANJ,9500207202,R H SCHOOL UMARI KAISARGANJ,108,110,119,130,Small School,Growing,1,Monitor
BAHRAICH,KAISER GANJ,9500203010,RAJKIYE BALIKA INTER COLLEGE,779,824,828,866,Large School,Growing,0,Safe
BAHRAICH,KAISER GANJ,9500206006,RAJKIYE HIGH SCHOOL GULHARIYA,93,86,96,100,Small School,Fluctuating,1,Monitor
BAHRAICH,KAISER GANJ,9500204705,RH SCHOOL PARSENDI,94,66,65,95,Small School,Fluctuating,1,Monitor
BAHRAICH,MAHSI,9500400103,R H SCHOOL MAIKUPURWA,77,60,57,75,Small School,Fluctuating,1,Monitor
BAHRAICH,MAHSI,9500403005,R H SCHOOL NAKAHI,82,86,97,76,Small School,Fluctuating,1,Monitor
BAHRAICH,MAHSI,9500401203,RAJKEEY HIGH SCHOOL BAHORIKPUR MAHSI,130,137,80,112,Small School,Fluctuating,1,Monitor
BAHRAICH,MIHIN PURVA,9501108016,R H S CHALWA,111,100,135,145,Small School,Fluctuating,1,Monitor
BAHRAICH,MIHIN PURVA,9501102503,R H SCHOOL SALARPUR MIHIPURWA,69,52,80,94,Small School,Fluctuating,1,Monitor
BAHRAICH,MIHIN PURVA,9501110505,R.H. SCHOOL PARGAHWA,34,37,51,48,Very Small,Fluctuating,2,At Risk
BAHRAICH,MIHIN PURVA,9501104605,R.H. SCHOOL PURAINA RAGHUNATHPUR,103,73,67,106,Small School,Fluctuating,1,Monitor
BAHRAICH,MIHIN PURVA,9501114002,R.H. SCHOOL RAMPURWA MATEHI,210,224,248,253,Medium School,Growing,1,Monitor
BAHRAICH,MIHIN PURVA,9501104004,R.H. SCHOOL URRA BAZAR,71,83,140,85,Small School,Fluctuating,1,Monitor
BAHRAICH,NAGAR AREA,9501301904,RAJKEEYA INTER COLLEGE,469,461,526,545,Large School,Fluctuating,0,Safe
BAHRAICH,NAGAR AREA,9501301105,RAJKIYA BALIKA INTER COLLAGE ,677,646,667,610,Large School,Fluctuating,0,Safe
BAHRAICH,NAWAB GANJ,9501204707,GOVT INTER COLLEGE LAKHAIYA KALAN,394,490,471,541,Large School,Fluctuating,0,Safe
BAHRAICH,NAWAB GANJ,9501207210,GOVT.G. INTER COLEGE,154,105,186,197,Small School,Fluctuating,0,Safe
BAHRAICH,NAWAB GANJ,9501214301,R H SCHOOL PATNA NAWABGANJ,22,26,67,95,Small School,Growing,1,Monitor
BAHRAICH,PAYAGPUR,9501400411,MAMRAJ GOV. GIRLS H.S. SCHOOL,251,235,264,264,Medium School,Fluctuating,0,Safe
BAHRAICH,PAYAGPUR,9501401502,R HS GANGA PUR,75,75,106,96,Small School,Fluctuating,1,Monitor
BAHRAICH,PAYAGPUR,9501401304,R.H. SEMRIYAWAN,163,189,242,248,Medium School,Growing,1,Monitor
BAHRAICH,RISIA,9500903803,R H S BHAGTAPUR,72,51,45,59,Small School,Fluctuating,2,At Risk
BAHRAICH,RISIA,9500904603,R H SCHOOL BHOPATPUR CHAUKI,102,111,91,117,Small School,Fluctuating,1,Monitor
BAHRAICH,SHIV PUR,9500505306,R.H. SCHOOL INTAHA,87,72,64,80,Small School,Fluctuating,1,Monitor
BAHRAICH,SHIV PUR,9500503505,R.H. SCHOOL RAMPUR DHOBIYAHAR,95,105,152,164,Small School,Growing,1,Monitor
BAHRAICH,TAJWA PUR,9500703302,GOVT HIGH SCHOOL TEDAVA SISTIPUR,146,138,126,142,Small School,Fluctuating,1,Monitor
BAHRAICH,TAJWA PUR,9500703604,GOVT INTER COLLEGE RAMPURWA,776,974,1128,1134,Large School,Growing,0,Safe
BAHRAICH,VISHESHWAR  GANJ,9501508302,R H SCHOOL BASANT TEPRA VISHESHWARGANJ,82,86,107,126,Small School,Growing,1,Monitor
BAHRAICH,VISHESHWAR  GANJ,9501508303,R H SCHOOL GANGA JAMUNI VISHESHWARGANJ,200,197,228,337,Medium School,Fluctuating,1,Monitor
BAHRAICH,VISHESHWAR  GANJ,9501508301,R H SCHOOL VISHESHWARGANJ VISHESHWARGANJ,70,64,81,92,Small School,Fluctuating,1,Monitor
BAHRAICH,VISHESHWAR  GANJ,9501504003,RH SCHOOL SEMRONA,88,72,44,58,Small School,Fluctuating,2,At Risk
BALLIA,BAIRIA,9631601818,G.G.I.C. BAIRIA,122,131,118,125,Small School,Fluctuating,0,Safe
BALLIA,BALLIA N.P.,9631802003,GGIC BALLIA,1439,1416,1311,1308,Large School,Getting Smaller,1,Monitor
BALLIA,BALLIA N.P.,9631800503,GIC BALLIA,536,466,404,377,Medium School,Getting Smaller,2,At Risk
BALLIA,BANSDEEH,9630900117,G G I C BANSDEEH BALLIA,16,38,43,38,Very Small,Fluctuating,2,At Risk
BALLIA,BANSDEEH,9630904207,RAJKIYA U M V KEWRA,83,67,65,71,Small School,Fluctuating,1,Monitor
BALLIA,BELAHARI,9631503802,RAJKIYA U M V BASUDHARPAH,42,37,39,85,Small School,Fluctuating,1,Monitor
BALLIA,BELAHARI,9631502003,RAJKIYA UCHHTAR J H S DUDHAILA,107,100,77,118,Small School,Fluctuating,1,Monitor
BALLIA,BELAHARI,9631502903,rajkiy j h s rudrapur,121,103,81,89,Small School,Fluctuating,2,At Risk
BALLIA,CHILKAHAR,9630404605,RAJKIY U M V BACHAIPUR,106,101,149,149,Small School,Fluctuating,1,Monitor
BALLIA,CHILKAHAR,9630400410,RAJKIY U M VIDYALAY HAJAULI,50,51,54,40,Very Small,Fluctuating,3,High Risk
BALLIA,DUBAHAR,9631400502,GOV. G J H S RAMPUR BASARIKAPU,101,101,103,122,Small School,Growing,0,Safe
BALLIA,GARWAR,9631102904,RAJKIYA UPS BISUKIA,58,44,73,78,Small School,Fluctuating,1,Monitor
BALLIA,GARWAR,9631103806,RAJKIYA UPS JAGDISHPUR,61,38,38,54,Small School,Fluctuating,1,Monitor
BALLIA,GARWAR,9631100203,Rajkiya umv Savarupur,39,56,66,71,Small School,Growing,1,Monitor
BALLIA,MANIAR,9630702404,RAJKIYA U M V BARSARI,47,59,67,105,Small School,Growing,1,Monitor
BALLIA,MURLI CHHAPRA,9631701103,PRABHAVATI DS GGIC J P NAGAR,209,205,135,124,Small School,Getting Smaller,2,At Risk
BALLIA,MURLI CHHAPRA,9631707602,RAJKIYA U.M.V TOLA BAJRAY BALLIA,19,16,35,35,Very Small,Fluctuating,2,At Risk
BALLIA,MURLI CHHAPRA,9631701403,RAJKIYA U.M.V TOLA FATEH RAI BALLIA,71,77,92,100,Small School,Growing,1,Monitor
BALLIA,NAGARA,9630205004,RAJKIY U M V TURKI,84,70,71,60,Small School,Fluctuating,2,At Risk
BALLIA,NAGARA,9630204904,RAJKIY UPS JUDANPUR,35,20,9,7,Ghost School,Getting Smaller,4,Critical
BALLIA,NAGARA,9630210104,RAJKIYA UPS KHARUAV,107,83,79,72,Small School,Getting Smaller,3,High Risk
BALLIA,NAVANAGAR,9630504805,RAJKIYA UPS KOTH,87,68,64,68,Small School,Fluctuating,1,Monitor
BALLIA,PANDAH,9630608702,PT Deendayal Upadhyay Rajkiya Model Inter College Sudhauli Pandah ballia,194,168,66,72,Small School,Fluctuating,1,Monitor
BALLIA,PANDAH,9630604004,RAJKIYA UPS EKAIL,54,48,44,34,Very Small,Getting Smaller,4,Critical
BALLIA,RASARA,9630306503,PT Deendayal Upadhyay Rajkiya Model Inter College Motira Rasra ballia,70,79,127,135,Small School,Growing,0,Safe
BALLIA,RASARA,9630302508,RAJKIY BALIKA INTER COL. RASARA,101,82,104,81,Small School,Fluctuating,0,Safe
BALLIA,RASARA,9630302403,RAJKIYA UPS ATHILA,80,62,66,72,Small School,Fluctuating,1,Monitor
BALLIA,REVATI,9631002204,RAJKIYA U M V RAJULI,69,52,58,56,Small School,Fluctuating,2,At Risk
BALLIA,REVATI,9631001603,RAJKIYA U.M.V. CHOUBEY CHAPARA REWATI,43,34,34,47,Very Small,Fluctuating,3,High Risk
BALLIA,SEAR,9630102205,RAJKIYA U M V SHAHPUR AFAGA,52,33,52,68,Small School,Fluctuating,1,Monitor
BALLIA,SEAR,9630103506,RAJKIYA UPS SONA DHIH,181,167,182,178,Small School,Fluctuating,1,Monitor
BALLIA,SOHAWN,9631200117,G.G.I.C CHITBARAGAON,299,237,255,228,Medium School,Fluctuating,0,Safe
BALRAMPUR,BALRAMPUR,9522405303,GOVI  SEC SCH MIRZAPUR,178,192,137,139,Small School,Fluctuating,1,Monitor
BALRAMPUR,BALRAMPUR,9522419701,GOVT HIGH SCHOOL MADHWAJOT,147,120,115,129,Small School,Fluctuating,1,Monitor
BALRAMPUR,BALRAMPUR,9522409704,"GOVT. UCCATAR MADHYAMIC VIDYALAYA, VIRAHIMPUR, BALRAMPUR",57,61,73,90,Small School,Growing,1,Monitor
BALRAMPUR,BALRAMPUR,9522411303,"GOVT. UCCHATAR MADHYMIC VIDYALAYA, RAMNAGRA, BALRAMPUR",80,76,68,75,Small School,Fluctuating,1,Monitor
BALRAMPUR,BALRAMPUR,9522405404,GOVT. UCCHTAR MADHYMIC VIDYALAYA CHAKWA BALRAMPUR,60,55,66,73,Small School,Fluctuating,1,Monitor
BALRAMPUR,GAINDAS BUZURG,9521703402,GOVT HIGH SCHOOL DEVARIYA JANALI,69,63,67,78,Small School,Fluctuating,1,Monitor
BALRAMPUR,GAINDAS BUZURG,9521700805,GOVT. INTER COLLEGE ITAI RAMPUR,292,372,682,713,Large School,Growing,0,Safe
BALRAMPUR,GAINSARI,9522312501,GOVT HIGH SCHOOL BAGHEL KHAND,129,107,109,125,Small School,Fluctuating,1,Monitor
BALRAMPUR,GAINSARI,9522300109,GOVT. INTER COLLEGE GAINSARI,581,579,636,701,Large School,Fluctuating,0,Safe
BALRAMPUR,GAINSARI,9522304102,GOVT. UCCHATAR MADHYAMIC VIDYALAYA CHAPIYA SUKHRAMPUR,149,153,124,122,Small School,Fluctuating,1,Monitor
BALRAMPUR,HARAIYA SATGHARWA,9522103806,GOVT HR SEC BAHADURGANJ,67,68,70,75,Small School,Growing,1,Monitor
BALRAMPUR,PACHPERWA,9522206002,GOVT HIGH SCHOOL BISUNPUR VISRAM,52,45,69,70,Small School,Fluctuating,1,Monitor
BALRAMPUR,REHRA BAZAR,9522806805,GOVT HIGH SCHOOL RUDHAULI BUZURG,45,40,40,47,Very Small,Fluctuating,2,At Risk
BALRAMPUR,REHRA BAZAR,9522804908,"RAJKIYA UCCHATAR MADHYAMIC VIDYALAYA, SAHJAURA, REHRA BAZAR",197,151,140,160,Small School,Fluctuating,1,Monitor
BALRAMPUR,SHRIDUTTGANJ,9521600304,GOVT HIGH SCHOOL DEVRIYA MUBARAKPUR,180,158,126,119,Small School,Getting Smaller,3,High Risk
BALRAMPUR,SHRIDUTTGANJ,9521605808,GOVT HIGH SVHOOL CHAMRUPUR,135,110,110,120,Small School,Fluctuating,1,Monitor
BALRAMPUR,SHRIDUTTGANJ,9521601002,GOVT. INTER COLLEGE DARICHAURA,290,251,337,381,Medium School,Fluctuating,0,Safe
BALRAMPUR,SHRIDUTTGANJ,9521602703,GOVT. UCCATAR MADHYMIC VIDYALAYA SHIVPUR MAHANT,84,74,67,73,Small School,Fluctuating,1,Monitor
BALRAMPUR,TULSIPUR,9522003609,GOVT SEC SCHOOL MAHARJGANJ TARAI,235,237,242,283,Medium School,Growing,1,Monitor
BALRAMPUR,TULSIPUR,9522004203,"GOVT. UCCATAR MADHYAMIC VIDYALAYA RAMGARH MAITAHAWA, BALRAMPUR",40,36,51,58,Small School,Fluctuating,1,Monitor
BALRAMPUR,TULSIPUR,9522006204,"GOVT. UCCHATAR MADHYMIC VIDYALAYA, HARHATA, TULSIPUR",195,156,161,158,Small School,Fluctuating,1,Monitor
BALRAMPUR,UTRAULA (MUN. CORP.),9523000112,GOVT. GIRLS HIGHER SECONDARY SCHOOL,420,334,428,361,Medium School,Fluctuating,0,Safe
BANDA,BABERU,9400509404,GOVT BALIKA I C BABERU,194,210,209,226,Medium School,Fluctuating,0,Safe
BANDA,BABERU,9400500605,GOVT HIGH SCHOOL AHAR,57,34,59,127,Small School,Fluctuating,1,Monitor
BANDA,BABERU,9400506702,GOVT HIGH SCHOOL PAKHARAULI,251,227,230,241,Medium School,Fluctuating,1,Monitor
BANDA,BABERU,9400505604,GOVT HIGH SCHOOL SIMAUNI,146,133,126,131,Small School,Fluctuating,1,Monitor
BANDA,BABERU,9400502528,GOVT INTER COLLEGE MARKA ,222,459,515,508,Large School,Fluctuating,0,Safe
BANDA,BABERU,9400502708,GOVT. HIGH SCH. SAMGARA,59,67,84,93,Small School,Growing,1,Monitor
BANDA,BADOKHAR KHURD,9400102522,G.I.C.MATAUNDH,787,698,824,813,Large School,Fluctuating,0,Safe
BANDA,BADOKHAR KHURD,9400102204,GOVT HIGH SCH. HATHAUDA,174,149,133,129,Small School,Getting Smaller,3,High Risk
BANDA,BADOKHAR KHURD,9400101407,GOVT HIGH SCHOOL CHAHITARA,116,93,80,93,Small School,Fluctuating,2,At Risk
BANDA,BADOKHAR KHURD,9400105103,GOVT HIGH SCHOOL KARAHIA,189,183,156,190,Small School,Fluctuating,1,Monitor
BANDA,BADOKHAR KHURD,9400100604,GOVT HIGH SCHOOL KHAIRADA,109,101,79,100,Small School,Fluctuating,1,Monitor
BANDA,BADOKHAR KHURD,9400104708,PT DEENDAYAL UPADHYAY RAJKEEY MODEL INTER COLLEGE PACHNEHI,272,251,265,325,Medium School,Fluctuating,0,Safe
BANDA,BISANDA,9400604318,G.G.I.C. BISANDA,328,305,324,352,Medium School,Fluctuating,0,Safe
BANDA,BISANDA,9400600610,G.G.I.C. KORRAHI,304,227,185,132,Small School,Getting Smaller,2,At Risk
BANDA,BISANDA,9400601707,GANDHI GOVT COLLEGE ORAN,2630,2589,2729,2811,Large School,Fluctuating,0,Safe
BANDA,BISANDA,9400602708,GOVT HIGH SCHOOL BALLAN,83,84,101,106,Small School,Growing,1,Monitor
BANDA,BISANDA,9400603507,GOVT HIGH SCHOOL BHADEHDU,93,72,82,104,Small School,Fluctuating,1,Monitor
BANDA,BISANDA,9400604707,GOVT. HIGH SCHOOL RANIPUR,84,72,85,109,Small School,Fluctuating,1,Monitor
BANDA,JASPURA,9400801005,GOVT HIGH SCH. BAREHTA,151,118,93,126,Small School,Fluctuating,1,Monitor
BANDA,JASPURA,9400802406,GOVT HIGH SCH. SABADA,115,121,94,88,Small School,Fluctuating,2,At Risk
BANDA,JASPURA,9400800716,GOVT HIGH SCHOOL GADARIA,141,166,167,146,Small School,Fluctuating,1,Monitor
BANDA,KAMASIN,9400700113,GGIC KAMASIN,793,703,641,591,Large School,Getting Smaller,2,At Risk
BANDA,KAMASIN,9400701510,GOV INTER COLLEGE BEERA ,77,159,230,253,Medium School,Growing,0,Safe
BANDA,KAMASIN,9400704210,GOVERNMENT INTER COLLEGE LOHRA BLOCK KAMASIN ,82,193,275,334,Medium School,Growing,0,Safe
BANDA,KAMASIN,9400705005,GOVT HIGH SCHOOL  CHARKA,65,66,91,111,Small School,Growing,1,Monitor
BANDA,KAMASIN,9400702207,GOVT HIGH SCHOOL  MAMSI KHURD,219,182,185,195,Small School,Fluctuating,1,Monitor
BANDA,MAHUWA,9400301707,GIVT. INTER COLLEGE BILGAW,518,472,522,637,Large School,Fluctuating,0,Safe
BANDA,MAHUWA,9400303208,GOVT HIGH SCH. BADO BUJURG,186,178,163,182,Small School,Fluctuating,1,Monitor
BANDA,MAHUWA,9400306006,GOVT HIGH SCH. GUMAI,68,81,76,65,Small School,Fluctuating,1,Monitor
BANDA,MAHUWA,9400300703,GOVT HIGH SCH. JAKHANI,51,44,63,79,Small School,Fluctuating,1,Monitor
BANDA,MAHUWA,9400301604,GOVT. HIGH SCHOOL ADHRORI,77,78,56,50,Very Small,Fluctuating,2,At Risk
BANDA,NAGAR KSHETRA,9400900404,GIC BANDA,1372,1137,1226,1252,Large School,Fluctuating,0,Safe
BANDA,NAGAR KSHETRA,9400902302,GOVT GILS INT COLLEGE BANDA,2526,2231,1998,1838,Large School,Getting Smaller,2,At Risk
BANDA,NARAINI,9400402237,G.G.I.C. ATARRA,235,214,238,224,Medium School,Fluctuating,0,Safe
BANDA,NARAINI,9400405209,G.G.I.C. KARTAL,476,405,372,313,Medium School,Getting Smaller,2,At Risk
BANDA,NARAINI,9400407204,G.I.C. KALINGER,660,648,698,832,Large School,Fluctuating,0,Safe
BANDA,NARAINI,9400402717,G.I.C.FATEH GANJ,607,516,584,619,Large School,Fluctuating,0,Safe
BANDA,NARAINI,9400407007,GOVT. HIGH SCHOOL BIRAUNA,68,102,107,97,Small School,Fluctuating,1,Monitor
BANDA,NARAINI,9400402408,GOVT. HIGH SCHOOL JABARA PUR,104,75,83,83,Small School,Fluctuating,2,At Risk
BANDA,NARAINI,9400403205,GOVT. HIGH SCHOOL MAHUI,59,44,57,47,Very Small,Fluctuating,3,High Risk
BANDA,NARAINI,9400400109,GOVT. HIGH SCHOOL PAUHAR,80,63,62,53,Small School,Getting Smaller,3,High Risk
BANDA,NARAINI,9400406207,GOVT.HIGH SCHOOL BARUA KALINGER,147,113,77,79,Small School,Fluctuating,2,At Risk
BANDA,TINDWARI,9400210110,G.G.I.C.TINDWARI,702,655,603,557,Large School,Getting Smaller,2,At Risk
BANDA,TINDWARI,9400203608,G.I.C.PAILANI,1353,1195,1335,1463,Large School,Fluctuating,0,Safe
BANDA,TINDWARI,9400204403,GOVT HIGH SCHOOL REHUNTA ,58,105,91,89,Small School,Fluctuating,1,Monitor
BANDA,TINDWARI,9400202304,GOVT. HIGH SCHOOL GUGAULI,131,140,160,167,Small School,Growing,1,Monitor
BANDA,TINDWARI,9400200209,GOVT. HIGH SCHOOL JAMUWAN,68,54,62,59,Small School,Fluctuating,1,Monitor
BANDA,TINDWARI,9400201707,GOVT.HIGH SCHOOL AMLIKAUR,122,109,92,105,Small School,Fluctuating,1,Monitor
BARABANKI,BANI KODAR,9460500109,RAJKIYA INTER COLLEGE AHAMADPUR (MSDP),284,309,297,287,Medium School,Fluctuating,0,Safe
BARABANKI,BANI KODAR,9460511103,RAJKIYA U.M.V DHEMA,120,87,100,119,Small School,Fluctuating,1,Monitor
BARABANKI,BANKI,9460400139,GOVT HIGH SCHOOL BADEL BARABANKI,171,169,165,155,Small School,Getting Smaller,2,At Risk
BARABANKI,BANKI,9460402406,Govt high school Bhanauli Barabanki,200,192,213,217,Medium School,Fluctuating,1,Monitor
BARABANKI,BANKI,9460406615,RAJIKIYA U.M.V RAMPUR JAHANGIRA BAD,342,324,326,286,Medium School,Fluctuating,1,Monitor
BARABANKI,BANKI,9461011101,RAJKIYA INTER COLLEGE SHABPUR (MSDP),469,439,477,541,Large School,Fluctuating,0,Safe
BARABANKI,BANKI,9460403405,RAJKIYA U.M.V BAROLIJATA,1521,1305,1167,1138,Large School,Getting Smaller,2,At Risk
BARABANKI,BANKI,9460407105,RAJKIYA U.M.V RASOOLPUR HOUSE,156,129,197,223,Medium School,Fluctuating,1,Monitor
BARABANKI,BARABANKI CITY,9461621202,RAJKIYA GIRLS INTER COLLEGE,1702,1692,1794,1733,Large School,Fluctuating,0,Safe
BARABANKI,BARABANKI CITY,9461621201,RAJKIYA INTER COLLEGE BARABANKI,1281,1185,1348,1243,Large School,Fluctuating,0,Safe
BARABANKI,DARIYA BAD,9460903202,Govt high school Danapur kayampur Barabanki,132,79,67,116,Small School,Fluctuating,1,Monitor
BARABANKI,DEWA,9460300108,GOVT. G. INTER COLLEGE DEWA,837,858,928,921,Large School,Fluctuating,0,Safe
BARABANKI,DEWA,9460306205,RAJKIYA U.M.V MITTAI,336,343,334,380,Medium School,Fluctuating,1,Monitor
BARABANKI,FATEH PUR,9460106303,GOVT. GIRLS INTER COLLEGE FATEHPUR,733,726,737,759,Large School,Fluctuating,0,Safe
BARABANKI,FATEH PUR,9460104607,RAJKIYA INTER COLLEGE BELHARA (MSDP),446,453,509,513,Large School,Growing,0,Safe
BARABANKI,FATEH PUR,9460100806,RAJKIYA U.M.V HASANPUR TANDA,175,187,174,173,Small School,Fluctuating,1,Monitor
BARABANKI,HAIDAR GARH,9460603507,G H S  CHAUBISI BARABANKI,126,112,114,123,Small School,Fluctuating,1,Monitor
BARABANKI,HAIDAR GARH,9460609416,RAJKIYA BALIKA INTER COLLGE HAIDAR,653,658,660,637,Large School,Fluctuating,0,Safe
BARABANKI,HAIDAR GARH,9460608703,RAJKIYA U.M.V JARMAU HAIDARGARH,128,125,101,95,Small School,Getting Smaller,3,High Risk
BARABANKI,HAIDAR GARH,9460614502,RAJKIYA U.M.V SUBEHA,745,822,816,828,Large School,Fluctuating,0,Safe
BARABANKI,HARAKH,9461110119,RAJKIYA BALIKA NTER COLLEGE  JAIDPUR MSDPalika ,512,493,498,407,Medium School,Fluctuating,0,Safe
BARABANKI,HARAKH,9461109908,RAJKIYA K.INTER COLLGE SATRIKH,644,650,684,659,Large School,Fluctuating,0,Safe
BARABANKI,HARAKH,9461110903,RAJKIYA U.M.V MOHDIPUR CHAKSAR,202,177,166,173,Small School,Fluctuating,1,Monitor
BARABANKI,MASAULI,9461010302,GOVERNMENT GIRLS INTER COLLEGE,481,484,363,318,Medium School,Fluctuating,0,Safe
BARABANKI,MASAULI,9461000506,RAJKEEY U.M.V BANSA,132,124,123,126,Small School,Fluctuating,1,Monitor
BARABANKI,MASAULI,9461003403,RAJKIYA U.M.V NYAMAT PUR,91,107,98,66,Small School,Fluctuating,2,At Risk
BARABANKI,NINDURA,9461408503,GOVT HIGH SCHOOL GHUGHTAIR,349,332,322,396,Medium School,Fluctuating,1,Monitor
BARABANKI,NINDURA,9461404803,GOVT HIGH SCHOOL SAMARDA,246,255,242,231,Medium School,Fluctuating,1,Monitor
BARABANKI,NINDURA,9461405803,Govt high school Kaji behta Barabanki,513,441,425,410,Medium School,Getting Smaller,3,High Risk
BARABANKI,NINDURA,9461402403,RAJKIYA INTER COLLEGE NINDURA,2470,2331,2431,2408,Large School,Fluctuating,0,Safe
BARABANKI,NINDURA,9461408803,RAJKIYA U.M.V BADAIDEEH,211,141,130,133,Small School,Fluctuating,1,Monitor
BARABANKI,PURE DALAI,9460704103,RAJKEEY U.M.V PUREDALAI,99,70,82,119,Small School,Fluctuating,1,Monitor
BARABANKI,SIDDHAOR,9461220701,RAJKIYA U.M.V ASDAMAU BELHARI SIDDHAUR,183,146,136,134,Small School,Getting Smaller,3,High Risk
BARABANKI,SIRAULI GAUSPUR,9460200106,RAJKIYA INTER COLLEGE SIRAULIGAUS,996,1029,1045,1089,Large School,Growing,0,Safe
BARABANKI,SURAT GANJ,9460805708,RAJ. INTER COLLEGE SURATGANJ,1948,1897,2032,2069,Large School,Fluctuating,0,Safe
BARABANKI,SURAT GANJ,9460808806,RAJKIYA U.M.V CHHEDA,174,145,120,122,Small School,Fluctuating,1,Monitor
BARABANKI,TRIVEDI GANJ,9461306504,RAJKIYA U.M.V KABOOLPUR TRIVEDIGANJ,206,227,218,219,Medium School,Fluctuating,1,Monitor
BARABANKI,TRIVEDI GANJ,9461307705,RAJKIYA U.M.V POKHRA,993,830,1006,1105,Large School,Fluctuating,0,Safe
BAREILLY,ALAMPUR,9201711002,GOVT. SEC. SCHOOL KHULI,65,100,108,77,Small School,Fluctuating,1,Monitor
BAREILLY,AONLA,9201201405,GOVT. GIRLS INTER COLLEGE AONLA,521,512,502,529,Large School,Fluctuating,0,Safe
BAREILLY,BAHERI,9201401303,GOVT. GIRLS HIGH SCHOOL MALHPUR,34,35,40,41,Very Small,Growing,2,At Risk
BAREILLY,BAHERI,9201403206,GOVT. HIGH SCHOOL RATANGARH,49,49,55,58,Small School,Growing,1,Monitor
BAREILLY,BAHERI,9201409603,GOVT. HIGH SCHOOL SIYATHERI,49,53,59,54,Small School,Fluctuating,1,Monitor
BAREILLY,BAHERI,9201410803,GOVT. HIGH SCHOOL TANDA CHHANGA,32,29,22,28,Very Small,Fluctuating,3,High Risk
BAREILLY,BAHERI TOWN,9201300412,GOVT. GIRLS INTER COLLEGE BAHERI,514,488,489,483,Medium School,Fluctuating,0,Safe
BAREILLY,BAREILLY TOWN,9201904905,GOVT. GIRLS INTER COLLEGE BAREILLY,1825,1960,1994,1873,Large School,Fluctuating,0,Safe
