District,Block,School_ID,School_Name,Total_2223,Total_2526,Overall_Growth_pct,Risk_Score,Risk_Level,Decline_flag,Severe_Decline_flag,Low_Continuity_flag,Wide_Enroll_Spread_flag,Low_Enrollment_flag,Volatile_flag,Girls_Decline_flag,Gender_Imbalance_flag,Weak_Continuity_flag,Small_School_flag
CHANDAULI,CHAKIYA,9660211804,ADITYA NARAYAN GOVT. I.C. CHAKIYA,2863.0,3378,17.99,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MIRZAPUR,CHHANBEY,9690510506,GOVT. HIGH SCHOOL BABURA,88.0,102,15.91,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MEERUT,RAJPURA,9070200208,GOVERNMENT GIRLS INTER COLLEGE,32.0,162,406.25,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
JYOTIBA PHULE NAGAR (AMROHA),JOYA,9062108312,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE BUDHANPUR,314.0,332,5.73,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
HARDOI,BAWAN,9250707205,RAJKEEYA HIGH SCHOOL BARWAN,159.0,189,18.87,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
KANPUR DEHAT,JHINJHAK,9330405910,GOVT.H.S.SCHOOL MANGALPUR K.D.,109.0,132,21.1,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
HARDOI,HARPALPUR,9251404508,GOVT. H. S. S.  ARJUNPUR,131.0,139,6.11,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
DEORIA,BHATPAR RANI,9601100209,SAHEED PREMSAGAR GOVT  GIRLS INTER COLLAGE ,,106,,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
BULANDSHAHR,LAKHAWATI,9110900153,GOVERMENT GIRLS INTER COLLEGE AURANGABAD BULANDSHAHR,,386,,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
BUDAUN,SALARPUR,9190400704,"GOVERNMENT INTER COLLEGE, GHATPURI",,372,,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
BUDAUN,DATAGANJ,9190802012,"GOVT. GIRLS INTER COLLEGE,DAHARPUR KALAN",,403,,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
KANPUR NAGAR,PREMNAGAR,9341112602,GOVT. BALIKA I.C. CHUNNIGANJ,371.0,552,48.79,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
KANPUR NAGAR,KALYANPUR,9340302810,GOVT. HIGH SCHOOL BHAUTI,792.0,904,14.14,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
KANPUR NAGAR,KALYANPUR,9340301105,GOVT HIGH SCHOOL BAIKUNTHPUR,151.0,184,21.85,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
KANPUR NAGAR,GHATAMPUR,9340907956,GOVERNMENT GIRLS HIGHER SECONDARY SCHOOL,509.0,482,-5.3,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
HAPUR (PANCHSHEEL NAGAR),HAPUR,9750504905,GOVT KANYA INTER COOL NOORPUR MADIYA,36.0,102,183.33,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
HAPUR (PANCHSHEEL NAGAR),HAPUR,9750507903,GOVT INTER COLLAGE BARODA HINDUWAN,178.0,207,16.29,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
DEORIA,DEORIA NAGAR KSHETRA,9601502902,GOVERMENT INTER COLLEGE DEORIA,1642.0,2110,28.5,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
CHITRAKOOT,CHITRAKOOT,9410105809,GOVT. HIGH SCHOOL BHARATKOOP,138.0,146,5.8,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
CHITRAKOOT,RAM NAGAR,9410403909,G.G.I.C. RAJAPUR,673.0,656,-2.53,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
CHITRAKOOT,PAHADI,9410202404,GOVT. HIGH SCHOOL SURSEN,100.0,105,5.0,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
CHITRAKOOT,PAHADI,9410207501,GOVT. HIGH SCHOOL ASHOH,138.0,141,2.17,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MEERUT,JANI,9070402105,RAJKIUYA INTER COLLEGE BAHERAMPUR JANI,280.0,278,-0.71,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MEERUT,HASTINAPUR,9071207718,RAJKIYA INTAR COLLEGE,654.0,662,1.22,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SHAHJAHANPUR,PUWAYA,9221406910,G.H.S. NAHIL,121.0,138,14.05,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SHAHJAHANPUR,MADNAPUR,9221713304,RAJKIYA UMV BARUA MADNAPUR SPN,232.0,237,2.16,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SHAHJAHANPUR,KHUTAR,9220701807,RAJKIYE UCHTAR MADMAMIK MALIKA,119.0,144,21.01,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SHAHJAHANPUR,KANTH,9221103207,RAJKIYE UCHCHYTER MADHYMIK VIDHAYLAY JAMUNI DAULAT PUR,135.0,174,28.89,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SHAHJAHANPUR,KANTH,9221101223,GOVT. INTER COLLEGE,1910.0,2175,13.87,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
CHANDAULI,NAUGARH,9660904504,GHS SONWAR,92.0,128,39.13,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MEERUT,MEERUT NAGAR,9071304120,GOVT. INTER COLLEGE MEERUT,763.0,766,0.39,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
ETAH,ETAH (URBAN),9171602303,GOV. INTER COLLEGE ETAH,433.0,373,-13.86,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
ETAH,AWAGARH,9170305106,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE ISAULI ETAH,174.0,241,38.51,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MATHURA,MATHURA,9140112003,V.D.P. GOVT. INTER COLLEGE,617.0,549,-11.02,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
ETAWAH,CHAKARNAGAR,9310804607,GOVT. HIGHER SECONDARY SCHOOL,257.0,288,12.06,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
ETAWAH,CHAKARNAGAR,9310800116,GOVT. GIRLS INTER COLLEGE CHAKARNAGAR,309.0,303,-1.94,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
ETAWAH,CHAKARNAGAR,9310805804,GOVT.  INTER COLLEGE SINDAUS,154.0,171,11.04,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
BALRAMPUR,UTRAULA (MUN. CORP.),9523000112,GOVT. GIRLS HIGHER SECONDARY SCHOOL,420.0,361,-14.05,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
BALRAMPUR,TULSIPUR,9522003609,GOVT SEC SCHOOL MAHARJGANJ TARAI,235.0,283,20.43,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SHAHJAHANPUR,TILHAR,9220809002,RAJKIYE U.M. VIDHYALAY NOUGAI SHAHJAHANPUR,104.0,111,6.73,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SHAHJAHANPUR,TILHAR,9220815101,RAJKIYE KANYA INTER COLLEGE TILHAR,700.0,680,-2.86,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
SHAHJAHANPUR,T.A.SHAHJAHANPUR,9221501009,GOV. INTER COLLEGE SHAHJAHANPUR,1259.0,1268,0.71,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SHAHJAHANPUR,T.A.SHAHJAHANPUR,9221507402,G.G.I.C.,1568.0,1506,-3.95,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
MEERUT,DAURALA,9070802303,GOVT. HIGH SCHOOL PAVLI KHAS,102.0,112,9.8,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MAU,NAGAR KSHETRA MAU,9621006101,GOVT BALIKA INTER COLL,147.0,185,25.85,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
ETAH,ALIGANJ,9170111309,CHAMPADEVI G.G.I.C. RAJA KA RAMPUR,483.0,458,-5.18,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
DEORIA,DEORIA NAGAR KSHETRA,9601502903,KASTUEBA RAJKIY GIRLS INTER COLLEGE DEORIA,1177.0,1014,-13.85,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
ETAWAH,SAIFAI,9310601722,GOVT GIRLS INTER COLLEGE SAIFAI,293.0,274,-6.48,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
ETAWAH,JASWANT NAGAR,9310410922,GOVT GIRLS INTER COLLEGE JASWANT NAGAR,489.0,520,6.34,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
MAINPURI,MAINPURI,9180106610,"G.G.I.C. RATHERA, MAINPURI",114.0,112,-1.75,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
FAIZABAD,RUDAULI,9472302403,GOVERNMENT GIRLS INTER COLLEGE,463.0,722,55.94,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
MATHURA,MATHURA,9140109105,GOVT HIGH SCHOOL BHAINSA,79.0,100,26.58,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MATHURA,MANT,9140700311,PT.DEENDAYAL UPADHYAY GOVT. MODEL I.C KARAHARI MANT,144.0,152,5.56,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SHAMLI (PRABUDH NAGAR),OON,9740904106,RAJKIYA INTER COLLEGE KERTOO,178.0,210,17.98,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SHAMLI (PRABUDH NAGAR),KAIRANA,9740802211,RAJKIY INTER CO KURGAN,101.0,125,23.76,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
BANDA,BABERU,9400506702,GOVT HIGH SCHOOL PAKHARAULI,251.0,241,-3.98,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MAINPURI,KARHAL,9180808904,GOVERMENT GIRLS INTER COLLEGE KHERA,50.0,145,190.0,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
MAINPURI,GHIROR,9180200123,RAJKIA GIRLS INTER COLLEGE,403.0,378,-6.2,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
MAINPURI,BEWAR,9180512611,GOVT HIGH SCHOOL PARONKHA,118.0,101,-14.41,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MAHOBA,PANWARI,9390402307,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE KANKUA,251.0,344,37.05,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
FATEHPUR,AIRAYAN,9421000105,PT D D U GOVT MODEL INTER COLLEGE AILAI,462.0,490,6.06,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SHRAWASTI,IKAUNA,9510311401,RAJKIYA HIGH SCHOOL SITADWAR IKAUNA,138.0,131,-5.07,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SHRAWASTI,IKAUNA,9510300131,MAHA MAYA RAJKIYA INTER COLLEGE IKAUNA,55.0,122,121.82,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
SHRAWASTI,HARIHARPUR RANI,9510209816,RAJKIYA BALIKA INTER COLLEGE BHINGA,177.0,258,45.76,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
SHRAWASTI,GILAULA,9510100116,NEELAM RAJKIYA BALIKA INTER COLLGE GILAULA,103.0,166,61.17,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
BALRAMPUR,GAINSARI,9522300109,GOVT. INTER COLLEGE GAINSARI,581.0,701,20.65,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
BALRAMPUR,GAINSARI,9522312501,GOVT HIGH SCHOOL BAGHEL KHAND,129.0,125,-3.1,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
FAIZABAD,AMANIGANJ,9470103101,"GOVERNMENT BALIKA INTER COLLEGE, GAHNAG",45.0,100,122.22,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
HARDOI,HARIYAWAN,9250108007,GOVT. H.S.S. SUMAI HARIYAWAN,135.0,146,8.15,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
KANSHIRAM NAGAR,KASGANJ (URBAN),9721901301,GOV.GIRL INTER COLLEGE,1708.0,1636,-4.22,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
HAPUR (PANCHSHEEL NAGAR),DHAULANA,9750603104,GOVT HR SEC VIDYALYA HASANPUR LODA,90.0,101,12.22,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
HAMIRPUR (U.P.),SUMERPUR,9380207514,GOVT. HIGH SCHOOL KUCHHECHHA,296.0,365,23.31,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
HAMIRPUR (U.P.),SUMERPUR,9380208357,GGIC SUMERPUR,367.0,366,-0.27,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
KANSHIRAM NAGAR,GANJ DUNDWARA,9720407303,Pt Deendayal Upadhyay Govt Model Inter College Labhed,239.0,307,28.45,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
BAGHPAT,CHHAPROLI,9080502105,"MODAL INTER COLLEGE, TANDA, BAGHPAT",,101,,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
VARANASI,SEWAPURI,9670409004,GOVT. HIGHSCHOOL THATHARA,219.0,220,0.46,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
VARANASI,SEWAPURI,9670408803,GOVT. HIGHSCHOOL KARDHANA,215.0,205,-4.65,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
VARANASI,SEWAPURI,9670400403,GOVT. HIGHSCHOOL BESAHUPUR,120.0,124,3.33,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
VARANASI,NAGAR PALIKA RAMNAGAR,9671000103,PRABHU NARAYAN GOVT. I.C. RAMNAGAR,1900.0,2151,13.21,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
VARANASI,KASHIVIDYAPEETH,9670109602,LOK BANDHU RAJ NARAYAN GOVT GIRLS INTER COLLEGE TIKARI,396.0,380,-4.04,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
AMETHI - CSM NAGAR,BHADAR,9732701209,GIC TIKARMAFI,648.0,606,-6.48,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SIDDHARTHNAGAR,ITAVA,9540706112,RAJKIYA INTER COLLEGE INDRIGRANT ITWA,231.0,276,19.48,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
FARRUKHABAD,RAJE PUR,9290508608,RAJKIYA BALIKA INTER COLLEGE RAJEPUR,281.0,479,70.46,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
FARRUKHABAD,RAJE PUR,9290505705,"Pt Deendayal Upadhyay Govt Model Inter College, Kankapur",172.0,209,21.51,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
FARRUKHABAD,NAWABGANJ,9290306206,RAM DARSHANI RAJKEEYA INTER COLLEGE,572.0,522,-8.74,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
FARRUKHABAD,NAG. KSH.FAR.BAD,9290700202,RAJKEY INTER COLLEGE  FARRUKHABAD,401.0,390,-2.74,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
FAIZABAD,SOHAWAL,9471004907,G.G.I.C. SALONIYA SOHAWAL,248.0,239,-3.63,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
MAHOBA,NAGAR PALIKA MAHOBA,9390500965,GOVT.INTER COLLEGE,893.0,916,2.58,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MAHOBA,NAGAR PALIKA MAHOBA,9390500939,GOVERNMENT  GIRLS INTER COLLEGE MAHOBA,4114.0,4044,-1.7,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
MAHOBA,KABRAI,9390313808,GOVT. PT. DEENDAYAL UPADHYAY MODEL INTER COLLEGE CHICHARA,344.0,317,-7.85,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MAHOBA,KABRAI,9390300909,GOVT. HIGH SCHOOL PIPRAMAF,283.0,275,-2.83,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MAHOBA,KABRAI,9390304706,GOVT HIGH SCHOOL SINGHANPUR BAGHARAI,178.0,196,10.11,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
BAHRAICH,TAJWA PUR,9500703302,GOVT HIGH SCHOOL TEDAVA SISTIPUR,146.0,142,-2.74,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MAHARAJGANJ,NOUTANWA,9571500303,GOVT IC NAUTANWA,964.0,935,-3.01,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
MAHARAJGANJ,MITHOURA,9571702012,GOVT HS BARWARAJA,118.0,136,15.25,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
FATEHPUR,BHITAURA,9420610905,RAJKIYE U.M.V.UDAI SARAI,173.0,201,16.18,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
FATEHPUR,BAHUA,9420700923,Pt Deendayal Upadhyay Govt Model Inter College Bahua,577.0,507,-12.13,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MAHOBA,JAITPUR,9390200126,GOVT. INTER COLLEGE JAITPUR,388.0,434,11.86,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MAHOBA,JAITPUR,9390200144,G.G.I.C. JAITPUR,390.0,365,-6.41,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
MAHOBA,CHARKHARI URBAN,9390108523,GIRLS INTER COLLEGE CHARKHARI.,1238.0,1166,-5.82,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
MAHOBA,CHARKHARI,9390104303,GOVT HIGH SCHOOL SHIVHAR,110.0,125,13.64,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
BAHRAICH,RISIA,9500904603,R H SCHOOL BHOPATPUR CHAUKI,102.0,117,14.71,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
BAHRAICH,NAWAB GANJ,9501207210,GOVT.G. INTER COLEGE,154.0,197,27.92,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
BAHRAICH,NAWAB GANJ,9501204707,GOVT INTER COLLEGE LAKHAIYA KALAN,394.0,541,37.31,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
BAHRAICH,NAGAR AREA,9501301105,RAJKIYA BALIKA INTER COLLAGE ,677.0,610,-9.9,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
BAHRAICH,NAGAR AREA,9501301904,RAJKEEYA INTER COLLEGE,469.0,545,16.2,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
BAHRAICH,MIHIN PURVA,9501114002,R.H. SCHOOL RAMPURWA MATEHI,210.0,253,20.48,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
FATEHPUR,NAGAR FATEHPUR,9421401917,G.I.C. FATEHPUR,884.0,940,6.33,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
FATEHPUR,NAGAR FATEHPUR,9421402518,G.G.I.C.,902.0,841,-6.76,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
MAHARAJGANJ,GHUGHLI,9570205703,GOVT HIGH SCHOOL VISHWANATHPUR GHUGHALI MAHARAJGANJ,101.0,133,31.68,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SITAPUR,KASMANDA,9240600906,GOVT. HIGHER SECONDARY SCHOOL BHITHAULI,189.0,205,8.47,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SITAPUR,HARGAON,9240503602,GOVT. HIGH SCHOOL SALARPUR,152.0,180,18.42,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SITAPUR,BISWAN,9240301402,RAJKIYA U.M.V. PIPRAKALA,108.0,117,8.33,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SITAPUR,BEHTA,9240204505,GOVT. SECONDRY SCHOOL RIHAR,103.0,116,12.62,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SIDDHARTHNAGAR,NAUGARH,9541204303,RAJKEEY INTER COLLEGE NAUGARH,428.0,536,25.23,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
FATEHPUR,HATHGAOM,9421200704,RAJKIYE U.M.VIDAYALAYE AKBARPUR CHAURAI,238.0,273,14.71,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
FATEHPUR,HASAWA,9420801105,Pt Deendayal Upadhyay Govt Model Inter College Daniyalpur,445.0,494,11.01,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
MAHARAJGANJ,PARTAWAL,9570500118,GOVT HS UTI KHAS,126.0,114,-9.52,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
LUCKNOW,SAROJNI NAGAR,9270718501,RAJKIYA HIGHSCHOOL BETI,236.0,218,-7.63,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270100736,Rajkiya Balika Inter College Gomti Nagar LKO,820.0,735,-10.37,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916508,RAJKIYA KANYA I.C.NARHI,125.0,193,54.4,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916507,RAJKIYA KANYA I.C.INDIRA NAGAR,830.0,823,-0.84,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916505,RAJKIYA JUBLEE INTER COLLEGE CITY STATION,1164.0,1079,-7.3,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916501,RAJKIYA INTER COLLAGE NISHATGANJ,534.0,501,-6.18,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916504,RAJKIYA HUSAINABAD I.C. HUSAINABAD,425.0,472,11.06,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270911872,RAJKIYA BALIKA INTER COLLEGE CHOTI JUBLEE,175.0,261,49.14,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916503,RAJKIYA BALIKA I.C.SHAHMEENA ROAD,899.0,798,-11.23,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
BAHRAICH,KAISER GANJ,9500206006,RAJKIYE HIGH SCHOOL GULHARIYA,93.0,100,7.53,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
BAHRAICH,KAISER GANJ,9500207202,R H SCHOOL UMARI KAISARGANJ,108.0,130,20.37,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
BAHRAICH,JARWAL,9500108207,R H S AHATA,159.0,165,3.77,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SITAPUR,MAHMOODABAD,9241010002,GGIC MAHMOODABAD,694.0,616,-11.24,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
SITAPUR,LAHARPUR,9240810601,RAJKIYA BALIKA INTER COLLEGE LAHARPUR,227.0,378,66.52,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
FATEHPUR,TELIYANI,9420506904,RAJKIYE BALIKA I.C. SAHILI,217.0,347,59.91,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
KAUSHAMBI,KAUSHAMBI,9440200104,RAJKIY HS ARKAMAHAVEERPUR,110.0,140,27.27,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
KAUSHAMBI,KADA,9440802705,GOVT. GIRLS HIGH SCHOOL,117.0,170,45.3,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
KHERI,BANKEGANJ,9231508806,GOV GIRLS INTER COLLEGE KUKRA,42.0,193,359.52,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
HAMIRPUR (U.P.),NP HAMIRPUR,9380802008,GIC HAMIRPUR,256.0,251,-1.95,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
HAMIRPUR (U.P.),MUSKARA,9380400112,PT DEENDYAL UPADHAYA GOVT MODEL INTER COLLEGE IMALIYA,517.0,668,29.21,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
HAMIRPUR (U.P.),MUSKARA,9380400416,GIC MUSKARA,750.0,998,33.07,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
HAMIRPUR (U.P.),MAUDHA,9380301312,GGIC SISOLAR,410.0,568,38.54,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
HAMIRPUR (U.P.),KURARA,9380104202,GOVT HS BILAUTA,105.0,127,20.95,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
HAMIRPUR (U.P.),KURARA,9380108620,GIC KURARA,1035.0,1314,26.96,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
GORAKHPUR,SARDARNAGAR,9580800805,RAJKIY K. I. C. SARRAYA SARDARNAGAR,916.0,820,-10.48,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
AMETHI - CSM NAGAR,BHADAR,9732704801,GGIC SONARI KALA,506.0,460,-9.09,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,No
AMBEDKAR NAGAR,TANDA TOWN AREA,9481002001,GOVT. GIRLS INTER COLLEGE NAGARPALIKA PARISHAD TANDA,37.0,160,332.43,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
AMBEDKAR NAGAR,TANDA,9480911206,GOVT VIDYUT PAR IC VIDYUTNAGAR,606.0,565,-6.77,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
VARANASI,CHOLAPUR,9670610302,GOVT. HIGHSCHOOL DHAURAHARA,193.0,222,15.03,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
VARANASI,CHOLAPUR,9670605703,GOVT. GIRLS INTER COLLEGE CHOLAPUR,670.0,932,39.1,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,No
SITAPUR,REUSA,9241700119,GOVT. Higher Secondary School THANGAON,135.0,179,32.59,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SITAPUR,RAMPURMATHURA,9241608212,RAJKIYA INTER COLLEGE RAMPURMATHURA,491.0,569,15.89,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SITAPUR,RAMPURMATHURA,9241605008,RAJKIYA INTER COLLEGE BASURA,860.0,1006,16.98,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SITAPUR,RAMPURMATHURA,9241606005,GOVT.GIRLS HIGH SCHOOL KODORA,136.0,151,11.03,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
BAHRAICH,JARWAL,9500108805,GOVT H S MUSTAFA BAD JARWAL,92.0,127,38.04,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
BAHRAICH,CHITTAURA,9500814601,R H SCHOOL SAMSA TARHAR CHITTAURA,93.0,107,15.05,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
SITAPUR,PAHALA,9241300117,Pt Deen Dayal Upadhyay Rajkiya Model Inter College Akbapur,422.0,541,28.2,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,No
