District,Block,School_ID,School_Name,C8,C9,C10,C11,C12,Total,Share_C8,Share_C9,Share_C10,Share_C11,Share_C12,HHI_2223,HHI_2526,HHI_Trend,Dominant_Class,Top2_Classes_pct,Concentration_Tag
MAHARAJGANJ,DHANI,9570901106,GOVT HS BARDAD,0,40,37,0,0,77,0.0,0.5195,0.4805,0.0,0.0,0.6619,0.5008,Becoming More Balanced,Class 9,100.0,Highly Concentrated
MAHARAJGANJ,GHUGHLI,9570205703,GOVT HIGH SCHOOL VISHWANATHPUR GHUGHALI MAHARAJGANJ,0,69,64,0,0,133,0.0,0.5188,0.4812,0.0,0.0,0.5216,0.5007,Stable,Class 9,100.0,Highly Concentrated
MAHARAJGANJ,GHUGHLI,9570208103,GOVT HS BELWA TIKAR,0,20,17,0,0,37,0.0,0.5405,0.4594,0.0,0.0,0.52,0.5033,Stable,Class 9,100.0,Highly Concentrated
MAHARAJGANJ,GHUGHLI,9570200905,GOVT HS MEDNIPUR,0,48,51,0,0,99,0.0,0.4848,0.5151,0.0,0.0,0.5048,0.5005,Stable,Class 10,100.0,Highly Concentrated
MAHARAJGANJ,GHUGHLI,9570200802,GOVT HS MIRJAPUR,0,46,24,0,0,70,0.0,0.6571,0.3429,0.0,0.0,0.5,0.5494,Stable,Class 9,100.0,Highly Concentrated
MAHARAJGANJ,GHUGHLI,9570202710,GOVT HS PURAINA KHANDI,0,17,16,0,0,33,0.0,0.5151,0.4848,0.0,0.0,0.5009,0.5005,Stable,Class 9,100.0,Highly Concentrated
MAHARAJGANJ,LAKSHMIPUR,9570804703,GOVT HS GOUHARPUR,0,43,39,0,0,82,0.0,0.5244,0.4756,0.0,0.0,0.5586,0.5012,Becoming More Balanced,Class 9,100.0,Highly Concentrated
MAHARAJGANJ,LAKSHMIPUR,9570803704,RAJKAEY U.M.S. BHGWANPUR,0,29,53,0,0,82,0.0,0.3537,0.6463,0.0,0.0,0.5556,0.5428,Stable,Class 10,100.0,Highly Concentrated
MAHARAJGANJ,MAHRAJGANJ,9570106702,GOV GIRLS IC MAHARAJGANJ,35,119,93,98,89,434,0.0806,0.2742,0.2143,0.2258,0.2051,0.2089,0.2206,Stable,Class 9,50.0,Balanced
MAHARAJGANJ,MAHRAJGANJ,9570103903,GOVT HR SEC ARAJIJAGPUR MAHARAJGANJ,0,98,76,0,0,174,0.0,0.5632,0.4368,0.0,0.0,0.5658,0.508,Becoming More Balanced,Class 9,100.0,Highly Concentrated
MAHARAJGANJ,MAHRAJGANJ,9570100303,GOVT HS PARASKHAND,0,43,52,0,0,95,0.0,0.4526,0.5474,0.0,0.0,0.5187,0.5045,Stable,Class 10,100.0,Highly Concentrated
MAHARAJGANJ,MITHOURA,9571702012,GOVT HS BARWARAJA,0,94,42,0,0,136,0.0,0.6912,0.3088,0.0,0.0,0.5092,0.5731,Becoming More Concentrated,Class 9,100.0,Highly Concentrated
MAHARAJGANJ,MITHOURA,9570101009,GOVT HS BASANTPUR KHURD,0,35,28,0,0,63,0.0,0.5555,0.4444,0.0,0.0,0.5075,0.5062,Stable,Class 9,100.0,Highly Concentrated
MAHARAJGANJ,MITHOURA,9570106004,GOVT HS SINGHPUR,0,43,40,0,0,83,0.0,0.5181,0.4819,0.0,0.0,0.5247,0.5007,Stable,Class 9,100.0,Highly Concentrated
MAHARAJGANJ,NICHLOUL,9570108809,GOVT HS AHIROULI,0,35,18,0,0,53,0.0,0.6604,0.3396,0.0,0.0,0.5011,0.5514,Becoming More Concentrated,Class 9,100.0,Highly Concentrated
MAHARAJGANJ,NICHLOUL,9570602703,GOVT HS JHULNIPUR,0,44,28,0,0,72,0.0,0.6111,0.3889,0.0,0.0,0.5007,0.5247,Stable,Class 9,100.0,Highly Concentrated
MAHARAJGANJ,NICHLOUL,9570607909,RAJKIY INTER COLLEGE NAUNIYA,0,89,86,43,0,218,0.0,0.4083,0.3945,0.1972,0.0,1.0,0.3612,Becoming More Balanced,Class 9,80.3,Moderately Concentrated
MAHARAJGANJ,NOUTANWA,9570706805,GOVT HSS VISHANPUR NAOUTANWA MAHARAJGANJ,0,90,181,0,0,271,0.0,0.3321,0.6679,0.0,0.0,0.5075,0.5564,Stable,Class 10,100.0,Highly Concentrated
MAHARAJGANJ,NOUTANWA,9571500303,GOVT IC NAUTANWA,55,272,216,171,221,935,0.0588,0.2909,0.231,0.1829,0.2364,0.2339,0.2308,Stable,Class 9,52.7,Balanced
MAHARAJGANJ,PANIYARA,9570403908,GOVT HS BELTIKARA,0,27,34,0,0,61,0.0,0.4426,0.5574,0.0,0.0,0.5327,0.5066,Stable,Class 10,100.0,Highly Concentrated
MAHARAJGANJ,PANIYARA,9570403607,GOVT IC PANIYARA,52,107,107,188,143,597,0.0871,0.1792,0.1792,0.3149,0.2395,0.2292,0.2284,Stable,Class 11,55.4,Balanced
MAHARAJGANJ,PANIYARA,9570400305,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEAGE KUWANCHAF,0,45,49,21,10,125,0.0,0.36,0.392,0.168,0.08,0.5686,0.3179,Becoming More Balanced,Class 10,75.2,Moderately Concentrated
MAHARAJGANJ,PARTAWAL,9570108302,GOVT HS  SOHWAL,0,29,25,0,0,54,0.0,0.537,0.463,0.0,0.0,0.5004,0.5027,Stable,Class 9,100.0,Highly Concentrated
MAHARAJGANJ,PARTAWAL,9570500120,GOVT HS RAMPUR CHAKIYA,0,40,53,0,0,93,0.0,0.4301,0.5699,0.0,0.0,0.5067,0.5098,Stable,Class 10,100.0,Highly Concentrated
MAHARAJGANJ,PARTAWAL,9570500119,GOVT HS SEMRA CHANDRAULI,0,27,41,0,0,68,0.0,0.3971,0.6029,0.0,0.0,0.5364,0.5212,Stable,Class 10,100.0,Highly Concentrated
MAHARAJGANJ,PARTAWAL,9570500118,GOVT HS UTI KHAS,0,65,49,0,0,114,0.0,0.5702,0.4298,0.0,0.0,0.5,0.5098,Stable,Class 9,100.0,Highly Concentrated
MAHARAJGANJ,PHARENDA,9571004607,GOVT GIRLS IC PHARENDA,68,224,262,246,249,1049,0.0648,0.2135,0.2498,0.2345,0.2374,0.225,0.2235,Stable,Class 10,48.7,Balanced
MAHOBA,CHARKHARI,9390104303,GOVT HIGH SCHOOL SHIVHAR,0,67,58,0,0,125,0.0,0.536,0.464,0.0,0.0,0.5026,0.5026,Stable,Class 9,100.0,Highly Concentrated
MAHOBA,CHARKHARI,9390106604,GOVT. HIGH SCHOOL PUNNIYA,0,45,45,0,0,90,0.0,0.5,0.5,0.0,0.0,0.5121,0.5,Stable,Class 9,100.0,Highly Concentrated
MAHOBA,CHARKHARI,9390103212,GOVT. HIGH SCHOOL SOOPA,0,51,44,0,0,95,0.0,0.5368,0.4632,0.0,0.0,0.5116,0.5027,Stable,Class 9,100.0,Highly Concentrated
MAHOBA,CHARKHARI,9390105912,PANDIT DEEN DYAL IC RIWAI CHARKHARI,0,79,51,76,53,259,0.0,0.305,0.1969,0.2934,0.2046,0.2946,0.2598,Stable,Class 9,59.8,Balanced
MAHOBA,CHARKHARI URBAN,9390108524,G.IC. CHARKHARI,46,264,218,200,231,959,0.048,0.2753,0.2273,0.2086,0.2409,0.2431,0.2313,Stable,Class 9,51.6,Balanced
MAHOBA,CHARKHARI URBAN,9390108523,GIRLS INTER COLLEGE CHARKHARI.,15,311,265,283,292,1166,0.0129,0.2667,0.2273,0.2427,0.2504,0.2472,0.2446,Stable,Class 9,51.7,Balanced
MAHOBA,JAITPUR,9390200144,G.G.I.C. JAITPUR,0,89,70,120,86,365,0.0,0.2438,0.1918,0.3288,0.2356,0.2531,0.2598,Stable,Class 11,57.3,Balanced
MAHOBA,JAITPUR,9390204803,GOVT HIGH SCHOOL LAMOURA JAITPUR,0,82,55,0,0,137,0.0,0.5985,0.4015,0.0,0.0,0.5013,0.5194,Stable,Class 9,100.0,Highly Concentrated
MAHOBA,JAITPUR,9390205602,GOVT HIGH SCHOOL MAJHGAWA KHURD,0,35,46,0,0,81,0.0,0.4321,0.5679,0.0,0.0,0.5062,0.5092,Stable,Class 10,100.0,Highly Concentrated
MAHOBA,JAITPUR,9390208303,GOVT HIGH SCHOOL RAWATPURA,0,23,28,0,0,51,0.0,0.451,0.549,0.0,0.0,0.5012,0.5048,Stable,Class 10,100.0,Highly Concentrated
MAHOBA,JAITPUR,9390207610,GOVT. GIRLS INTER COLLEGE KULPAHAR,0,6,8,3,29,46,0.0,0.1304,0.1739,0.0652,0.6304,0.2556,0.449,Becoming More Concentrated,Class 12,80.4,Moderately Concentrated
MAHOBA,JAITPUR,9390205703,GOVT. HIGH SCHOOL INDRAHATA,0,55,109,0,0,164,0.0,0.3354,0.6646,0.0,0.0,0.5007,0.5542,Becoming More Concentrated,Class 10,100.0,Highly Concentrated
MAHOBA,JAITPUR,9390205306,GOVT. HIGH SCHOOL MAHUAA BANDH,0,46,37,0,0,83,0.0,0.5542,0.4458,0.0,0.0,0.5007,0.5059,Stable,Class 9,100.0,Highly Concentrated
MAHOBA,JAITPUR,9390212703,GOVT. HIGH SCHOOL MUHARI,0,15,10,0,0,25,0.0,0.6,0.4,0.0,0.0,0.503,0.52,Stable,Class 9,100.0,Highly Concentrated
MAHOBA,JAITPUR,9390200126,GOVT. INTER COLLEGE JAITPUR,0,141,89,128,76,434,0.0,0.3249,0.2051,0.2949,0.1751,0.2532,0.2653,Stable,Class 9,62.0,Balanced
MAHOBA,JAITPUR,9390209206,GOVT. INTER COLLEGE SUGIRA JAITPUR ,0,97,115,78,82,372,0.0,0.2608,0.3091,0.2097,0.2204,0.7679,0.2561,Becoming More Balanced,Class 10,57.0,Balanced
MAHOBA,JAITPUR,9390201316,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE AJNAR,0,174,136,144,219,673,0.0,0.2585,0.2021,0.214,0.3254,0.2516,0.2594,Stable,Class 12,58.4,Balanced
MAHOBA,KABRAI,9390302303,GOVT HIGH SCHOOL JYORAIYA,0,31,32,0,0,63,0.0,0.4921,0.5079,0.0,0.0,0.5427,0.5001,Stable,Class 10,100.0,Highly Concentrated
MAHOBA,KABRAI,9390313603,GOVT HIGH SCHOOL KULKUWAN,0,22,22,0,0,44,0.0,0.5,0.5,0.0,0.0,0.5008,0.5,Stable,Class 9,100.0,Highly Concentrated
MAHOBA,KABRAI,9390310904,GOVT HIGH SCHOOL RIWAI SUNAICHA,0,38,24,0,0,62,0.0,0.6129,0.3871,0.0,0.0,0.5044,0.5255,Stable,Class 9,100.0,Highly Concentrated
MAHOBA,KABRAI,9390304706,GOVT HIGH SCHOOL SINGHANPUR BAGHARAI,0,114,82,0,0,196,0.0,0.5816,0.4184,0.0,0.0,0.5076,0.5133,Stable,Class 9,100.0,Highly Concentrated
MAHOBA,KABRAI,9390300909,GOVT. HIGH SCHOOL PIPRAMAF,0,145,130,0,0,275,0.0,0.5273,0.4727,0.0,0.0,0.5018,0.5015,Stable,Class 9,100.0,Highly Concentrated
MAHOBA,KABRAI,9390309015,GOVT. HIGH SCHOOL SIJAHARI,0,87,93,0,0,180,0.0,0.4833,0.5167,0.0,0.0,0.5002,0.5006,Stable,Class 10,100.0,Highly Concentrated
MAHOBA,KABRAI,9390304808,GOVT. HIGH SCHOOL SURHA,0,40,53,0,0,93,0.0,0.4301,0.5699,0.0,0.0,0.5156,0.5098,Stable,Class 10,100.0,Highly Concentrated
MAHOBA,KABRAI,9390301606,GOVT. INTER COLLEGE SHRINAGAR,17,465,562,596,512,2152,0.0079,0.2161,0.2612,0.277,0.2379,0.248,0.2483,Stable,Class 11,53.8,Balanced
MAHOBA,KABRAI,9390313808,GOVT. PT. DEENDAYAL UPADHYAY MODEL INTER COLLEGE CHICHARA,0,92,83,58,84,317,0.0,0.2902,0.2618,0.183,0.265,0.2727,0.2565,Stable,Class 9,55.5,Balanced
MAHOBA,NAGAR PALIKA MAHOBA,9390500939,GOVERNMENT  GIRLS INTER COLLEGE MAHOBA,206,804,970,959,1105,4044,0.0509,0.1988,0.2399,0.2371,0.2732,0.2304,0.2306,Stable,Class 12,51.3,Balanced
MAHOBA,NAGAR PALIKA MAHOBA,9390500965,GOVT.INTER COLLEGE,37,219,181,259,220,916,0.0404,0.2391,0.1976,0.2828,0.2402,0.2295,0.2355,Stable,Class 11,52.3,Balanced
MAHOBA,PANWARI,9390409103,GOVT HIGH SCHOOL BIJRARI,0,8,14,0,0,22,0.0,0.3636,0.6363,0.0,0.0,0.5102,0.5372,Stable,Class 10,100.0,Highly Concentrated
MAHOBA,PANWARI,9390401803,GOVT HIGH SCHOOL NAIPURA,0,33,33,0,0,66,0.0,0.5,0.5,0.0,0.0,0.5058,0.5,Stable,Class 9,100.0,Highly Concentrated
MAHOBA,PANWARI,9390410504,GOVT HIGH SCHOOL SILALPURA,0,13,9,0,0,22,0.0,0.5909,0.4091,0.0,0.0,0.5556,0.5165,Stable,Class 9,100.0,Highly Concentrated
MAHOBA,PANWARI,9390406729,GOVT. GIRLS INTER COLLEGE PANWARI,0,123,116,124,106,469,0.0,0.2623,0.2473,0.2644,0.226,0.2542,0.2509,Stable,Class 11,52.7,Balanced
MAHOBA,PANWARI,9390408604,GOVT. HIGH SCHOOL DULARA,0,64,52,0,0,116,0.0,0.5517,0.4483,0.0,0.0,0.5513,0.5054,Stable,Class 9,100.0,Highly Concentrated
MAHOBA,PANWARI,9390402307,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE KANKUA,0,92,103,81,68,344,0.0,0.2674,0.2994,0.2355,0.1977,0.2721,0.2557,Stable,Class 10,56.7,Balanced
MAINPURI,BARNAHAL,9180905706,G.U.M. VID CHANDIKARA,0,5,15,0,0,20,0.0,0.25,0.75,0.0,0.0,0.5017,0.625,Becoming More Concentrated,Class 10,100.0,Highly Concentrated
MAINPURI,BEWAR,9180502405,G HIGH SCHOOL AMEHRA,0,41,22,0,0,63,0.0,0.6508,0.3492,0.0,0.0,0.5218,0.5455,Stable,Class 9,100.0,Highly Concentrated
MAINPURI,BEWAR,9180505105,G.G.I.C MANPUR HARI,25,44,23,21,23,136,0.1838,0.3235,0.1691,0.1544,0.1691,0.2064,0.2195,Stable,Class 9,50.7,Perfectly Balanced
MAINPURI,BEWAR,9180512611,GOVT HIGH SCHOOL PARONKHA,0,53,48,0,0,101,0.0,0.5247,0.4752,0.0,0.0,0.5036,0.5012,Stable,Class 9,100.0,Highly Concentrated
MAINPURI,GHIROR,9180204402,GOVT HIGH SCHOOL NAGLA BHARA,0,34,14,0,0,48,0.0,0.7083,0.2917,0.0,0.0,0.52,0.5868,Becoming More Concentrated,Class 9,100.0,Highly Concentrated
MAINPURI,GHIROR,9180206802,Late S.R.V.S.YADAV GOVERMENT INTER COLLEGE NAGLA HAAR,0,29,30,38,27,124,0.0,0.2339,0.2419,0.3064,0.2177,0.2732,0.2546,Stable,Class 11,54.8,Balanced
MAINPURI,GHIROR,9180210215,Pt Deendayal Upadhyay Govt Model Inter College Shahjahanpur,14,40,28,33,54,169,0.0828,0.2367,0.1657,0.1953,0.3195,0.5718,0.2306,Becoming More Balanced,Class 12,55.6,Balanced
MAINPURI,GHIROR,9180200123,RAJKIA GIRLS INTER COLLEGE,0,77,73,93,135,378,0.0,0.2037,0.1931,0.246,0.3571,0.2536,0.2669,Stable,Class 12,60.3,Balanced
MAINPURI,GHIROR,9180208103,RAJKIIYA HIGH SCHOOL DHAURASI GHIROR,0,32,28,0,0,60,0.0,0.5333,0.4667,0.0,0.0,0.5496,0.5022,Stable,Class 9,100.0,Highly Concentrated
MAINPURI,GHIROR,9180207308,RAJKIYA HIGH SCHOOL MADHAILA  GHIROR,0,32,36,0,0,68,0.0,0.4706,0.5294,0.0,0.0,0.5037,0.5017,Stable,Class 10,100.0,Highly Concentrated
MAINPURI,JAGIR,9180703005,RAJKIYA HIGH SCHOOL RATANPUR BARA,0,40,29,0,0,69,0.0,0.5797,0.4203,0.0,0.0,0.6664,0.5127,Becoming More Balanced,Class 9,100.0,Highly Concentrated
MAINPURI,KARHAL,9180811515,G.G.I.C KARHAL MAINPURI,35,112,76,70,95,388,0.0902,0.2887,0.1959,0.1804,0.2448,0.2123,0.2223,Stable,Class 9,53.4,Balanced
MAINPURI,KARHAL,9180808904,GOVERMENT GIRLS INTER COLLEGE KHERA,17,53,34,16,25,145,0.1172,0.3655,0.2345,0.1103,0.1724,0.4112,0.2442,Becoming More Balanced,Class 9,60.0,Balanced
MAINPURI,KARHAL,9180803004,GOVT. HIGH SCHOOL NAKAU KARHAL MAINPURI,0,42,11,0,0,53,0.0,0.7924,0.2075,0.0,0.0,0.52,0.6711,Becoming More Concentrated,Class 9,100.0,Extreme Concentration
MAINPURI,KARHAL,9180805408,PT DEEN DAYAL GOVT INTER COLLEGE MODEL INTER COLLEGE SAHAN,10,57,71,52,82,272,0.0368,0.2096,0.261,0.1912,0.3015,0.2492,0.2408,Stable,Class 12,56.2,Balanced
MAINPURI,KISHANI,9180618702,SWAMI SADANAND GOVT.GIRLS IC KISHNI,0,30,13,37,50,130,0.0,0.2308,0.1,0.2846,0.3846,0.2687,0.2922,Stable,Class 12,66.9,Balanced
MAINPURI,KURAWALI,9180302903,G.I.C.H.S.ROSINGPUR,0,76,59,0,0,135,0.0,0.563,0.437,0.0,0.0,0.5672,0.5079,Becoming More Balanced,Class 9,100.0,Highly Concentrated
MAINPURI,MAINPURI,9180106610,"G.G.I.C. RATHERA, MAINPURI",0,30,31,25,26,112,0.0,0.2679,0.2768,0.2232,0.2321,0.2799,0.2521,Stable,Class 10,54.5,Balanced
MAINPURI,MAINPURI,9180115230,G.I.C. MAINPURI,21,71,68,79,132,371,0.0566,0.1914,0.1833,0.2129,0.3558,0.2203,0.2454,Stable,Class 12,56.9,Balanced
MAINPURI,MAINPURI,9180100904,GOVERMENT H.S.S. DALIPPUR SATHINI,0,27,26,0,0,53,0.0,0.5094,0.4906,0.0,0.0,0.5017,0.5002,Stable,Class 9,100.0,Highly Concentrated
MAINPURI,MAINPURI,9180103505,GOVT. HIGH SCHOOL ANGAUTHA,0,24,36,0,0,60,0.0,0.4,0.6,0.0,0.0,0.5076,0.52,Stable,Class 10,100.0,Highly Concentrated
MAINPURI,MAINPURI-CITY,9181002917,RAJKIY KANYA INTER COLLEGE DEVI ROAD MAINPURI,85,126,135,182,166,694,0.1225,0.1816,0.1945,0.2622,0.2392,0.2055,0.2118,Stable,Class 11,50.1,Perfectly Balanced
MAINPURI,SULTANGANJ,9180400203,GOVT.HIGH SCHOOL LEHRA,0,44,36,0,0,80,0.0,0.55,0.45,0.0,0.0,0.5159,0.505,Stable,Class 9,100.0,Highly Concentrated
MATHURA,BALDEO,9141004321,GOVERMENT GIRLS INTER COLLEGE  BALDEO,20,10,17,14,12,73,0.274,0.137,0.2329,0.1918,0.1644,0.2432,0.2119,Stable,Class 8,50.7,Perfectly Balanced
MATHURA,BALDEO,9141004008,GOVT HIGH SCHOOL AKOS,0,23,25,0,0,48,0.0,0.4792,0.5208,0.0,0.0,0.5212,0.5009,Stable,Class 10,100.0,Highly Concentrated
MATHURA,BALDEO,9141000610,GOVT HIGH SCHOOL DAGENTA,0,45,59,0,0,104,0.0,0.4327,0.5673,0.0,0.0,0.548,0.5091,Stable,Class 10,100.0,Highly Concentrated
MATHURA,BALDEO,9141003708,PT DEENDAYAL UPADHYAY GOV MODEL INTER COLLEGE BAROLI,11,40,44,50,44,189,0.0582,0.2116,0.2328,0.2645,0.2328,0.2678,0.2266,Stable,Class 11,49.7,Balanced
MATHURA,CHAUMUHAN,9140503608,GOVT HIGH SCHOOL SENVA,3,29,34,0,0,66,0.0455,0.4394,0.5151,0.0,0.0,0.5617,0.4605,Becoming More Balanced,Class 10,95.5,Highly Concentrated
MATHURA,CHAUMUHAN,9140501103,GOVT HIGH SCHOOL SYARAHA,0,33,46,0,0,79,0.0,0.4177,0.5823,0.0,0.0,0.574,0.5135,Becoming More Balanced,Class 10,100.0,Highly Concentrated
MATHURA,CHAUMUHAN,9140504205,PT DEENDAYAL UPADHYAY GOV MODEL INTER COLLEGE SIHANA,18,64,59,49,35,225,0.08,0.2844,0.2622,0.2178,0.1556,0.2501,0.2277,Stable,Class 9,54.7,Balanced
MATHURA,CHHATA,9140402604,GOVT HIGH SCHOOL HUSAINI,0,35,30,0,0,65,0.0,0.5385,0.4615,0.0,0.0,0.503,0.503,Stable,Class 9,100.0,Highly Concentrated
MATHURA,CHHATA,9140407405,GOVT HIGH SCHOOL TOOMAULA,0,25,23,0,0,48,0.0,0.5208,0.4792,0.0,0.0,0.501,0.5009,Stable,Class 9,100.0,Highly Concentrated
MATHURA,FARAH,9140201706,GOVT  GIRLS  INTER  COLLEGE PARKHAM,35,56,43,46,28,208,0.1683,0.2692,0.2067,0.2212,0.1346,0.2088,0.2106,Stable,Class 9,49.0,Perfectly Balanced
MATHURA,FARAH,9140200114,GOVT  GIRLS  INTER COLLEGE  FARAH,80,174,224,146,224,848,0.0943,0.2052,0.2642,0.1722,0.2642,0.2288,0.2202,Stable,Class 10,52.8,Balanced
MATHURA,FARAH,9140204703,GOVT HIGH SCHOOL BHADAYA GANGADHER,5,43,26,0,0,74,0.0676,0.5811,0.3513,0.0,0.0,0.5022,0.4657,Stable,Class 9,93.2,Highly Concentrated
MATHURA,FARAH,9140202707,GOVT HIGH SCHOOL JHUDAVAI,0,42,29,0,0,71,0.0,0.5915,0.4084,0.0,0.0,0.5008,0.5168,Stable,Class 9,100.0,Highly Concentrated
MATHURA,GOVERDHAN,9140301609,GOVERNMENT GIRLS INTER COLLEGE ADING,57,89,71,80,82,379,0.1504,0.2348,0.1873,0.2111,0.2164,0.2074,0.2042,Stable,Class 9,45.1,Perfectly Balanced
MATHURA,GOVERDHAN,9140308116,GOVT  BHARTIY  INTER  COLLEGE    ADING,27,67,45,58,51,248,0.1089,0.2702,0.1815,0.2339,0.2056,0.2269,0.2148,Stable,Class 9,50.4,Perfectly Balanced
MATHURA,GOVERDHAN,9140303404,GOVT. HIGH SCHOOL BACHGAON,20,32,20,0,0,72,0.2778,0.4444,0.2778,0.0,0.0,0.5027,0.3519,Becoming More Balanced,Class 9,72.2,Moderately Concentrated
MATHURA,GOVERDHAN,9140303304,PT DEENDAYAL UPADHYAY GOV MODEL INTER COLLEGE PADAL,13,42,21,10,16,102,0.1274,0.4118,0.2059,0.098,0.1569,0.3369,0.2624,Becoming More Balanced,Class 9,61.8,Balanced
MATHURA,MANT,9140701905,GOV. HIGH SCHOOL BIWAVALI,0,32,24,0,0,56,0.0,0.5714,0.4286,0.0,0.0,0.5033,0.5102,Stable,Class 9,100.0,Highly Concentrated
MATHURA,MANT,9140707903,GOVT HIGH SCHOOL BHADRAVAN,0,57,71,0,0,128,0.0,0.4453,0.5547,0.0,0.0,0.5034,0.506,Stable,Class 10,100.0,Highly Concentrated
MATHURA,MANT,9140700311,PT.DEENDAYAL UPADHYAY GOVT. MODEL I.C KARAHARI MANT,1,43,49,30,29,152,0.0066,0.2829,0.3224,0.1974,0.1908,0.3135,0.2593,Becoming More Balanced,Class 10,60.5,Balanced
MATHURA,MANT,9140713301,RAJ.K.INT.COLL. SIRI.KI.NAGARIYA,15,12,10,5,4,46,0.3261,0.2609,0.2174,0.1087,0.087,0.3148,0.241,Becoming More Balanced,Class 8,58.7,Balanced
MATHURA,MANT,9140704602,govt high school nagala dani,0,31,38,0,0,69,0.0,0.4493,0.5507,0.0,0.0,0.5312,0.5051,Stable,Class 10,100.0,Highly Concentrated
MATHURA,MATHURA,9140109105,GOVT HIGH SCHOOL BHAINSA,0,51,49,0,0,100,0.0,0.51,0.49,0.0,0.0,0.5097,0.5002,Stable,Class 9,100.0,Highly Concentrated
MATHURA,MATHURA,9140103403,GOVT HIGH SCHOOL FAINCHARI,0,55,37,0,0,92,0.0,0.5978,0.4022,0.0,0.0,0.5082,0.5191,Stable,Class 9,100.0,Highly Concentrated
MATHURA,MATHURA,9140104518,PT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE JAIT,0,66,38,103,51,258,0.0,0.2558,0.1473,0.3992,0.1977,0.2433,0.2856,Stable,Class 11,65.5,Balanced
MATHURA,MATHURA,9140112003,V.D.P. GOVT. INTER COLLEGE,80,104,110,121,134,549,0.1457,0.1894,0.2004,0.2204,0.2441,0.2192,0.2054,Stable,Class 12,46.4,Perfectly Balanced
MATHURA,NANDGAON,9140601106,GOV. HIGH SCHOOL SANCHOLI,0,37,46,0,0,83,0.0,0.4458,0.5542,0.0,0.0,0.5169,0.5059,Stable,Class 10,100.0,Highly Concentrated
MATHURA,NANDGAON,9140604009,GOVT HIGH SCHOOL KOTVAN,0,42,30,0,0,72,0.0,0.5833,0.4167,0.0,0.0,0.5004,0.5139,Stable,Class 9,100.0,Highly Concentrated
MATHURA,NANDGAON,9140602510,PT DEENDAYAL UPADHYAY GOV MODEL INTER COLLEGE KAMAR,0,22,23,35,33,113,0.0,0.1947,0.2035,0.3097,0.292,0.2903,0.2606,Stable,Class 11,60.2,Balanced
MATHURA,NOHJHEEL,9140904704,RAJKIYA H.S. BHIDONI,0,31,21,0,0,52,0.0,0.5961,0.4038,0.0,0.0,0.5011,0.5185,Stable,Class 9,100.0,Highly Concentrated
MATHURA,NOHJHEEL,9140905703,RAJKIYA H.S. PACHAHARA,0,28,40,0,0,68,0.0,0.4118,0.5882,0.0,0.0,0.5918,0.5156,Becoming More Balanced,Class 10,100.0,Highly Concentrated
MATHURA,RAYA,9140802703,GOVT HIGH SCHOOL BISAVALI,0,16,14,0,0,30,0.0,0.5333,0.4667,0.0,0.0,0.5241,0.5022,Stable,Class 9,100.0,Highly Concentrated
MATHURA,RAYA,9140800504,GOVT HIGH SCHOOL BYAUHI,0,39,37,0,0,76,0.0,0.5132,0.4868,0.0,0.0,0.5225,0.5003,Stable,Class 9,100.0,Highly Concentrated
MATHURA,RAYA,9140803903,GOVT HIGH SCHOOL LOHAGARH,0,22,17,0,0,39,0.0,0.5641,0.4359,0.0,0.0,0.5092,0.5082,Stable,Class 9,100.0,Highly Concentrated
MATHURA,RAYA,9140807307,GOVT.HIGH SCHOOL LOHVAN,0,102,100,0,0,202,0.0,0.5049,0.495,0.0,0.0,0.5048,0.5,Stable,Class 9,100.0,Highly Concentrated
MATHURA,RAYA,9140809112,PT DEENDAYAL UPADHYAY GOV MODEL INTER COLLEGE SONAI,0,52,64,43,45,204,0.0,0.2549,0.3137,0.2108,0.2206,0.316,0.2565,Becoming More Balanced,Class 10,56.9,Balanced
MAU,BADRAW,9620703908,GOVT BALIKA INTER COLL MUJAR BUJURG,0,2,7,3,10,22,0.0,0.0909,0.3182,0.1364,0.4545,0.3485,0.3347,Stable,Class 12,77.3,Moderately Concentrated
MAU,BADRAW,9620704305,PT DEENDAYAL UPADHYAY RAJKIY MODEL INTER COLLEGE KATIHARI MAU,0,54,89,56,64,263,0.0,0.2053,0.3384,0.2129,0.2433,0.7945,0.2612,Becoming More Balanced,Class 10,58.2,Balanced
MAU,DOHRIGHAT,9620302805,GOVT HSS BELA KASAILA,0,4,33,0,0,37,0.0,0.1081,0.8919,0.0,0.0,0.6372,0.8072,Becoming More Concentrated,Class 10,100.0,Extreme Concentration
MAU,DOHRIGHAT,9620305805,GOVT INTER COLLEGE BARHRAMPUR,0,28,19,0,0,47,0.0,0.5957,0.4042,0.0,0.0,0.5017,0.5183,Stable,Class 9,100.0,Highly Concentrated
MAU,GHOSI,9620504303,GOVT HIGH SCHOOL CHAK KUCHAI MAU,0,28,40,0,0,68,0.0,0.4118,0.5882,0.0,0.0,0.5102,0.5156,Stable,Class 10,100.0,Highly Concentrated
