District,Block,School_ID,School_Name,SegA_2223,SegB_2223,SegA_2526,SegB_2526,SegA_Growth_pct,SegB_Growth_pct,Ratio_2223,Ratio_2324,Ratio_2425,Ratio_2526,Ratio_Trend,Segment_Tag
KHERI,NAKAHA,9231008402,GOVT.I.C. SHARDA NAGAR,443,361,411,290,-7.22,-19.67,81.5,80.9,77.7,70.6,Declining,Senior Dropout
KHERI,NIGHASAN,9230905404,GOVT. GIRLS H.S NAUBANA,132,0,96,0,-27.27,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KHERI,NIGHASAN,9230904603,GOVT. H. S. KHAIRI GARH,183,0,163,0,-10.93,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KHERI,NIGHASAN,9230900505,GOVT. H.S. NAURANGABAD FARM,37,0,56,0,51.35,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KHERI,NIGHASAN,9230906809,GOVT.GIRL INTER COLLAGE NIGHASAN,272,181,276,213,1.47,17.68,66.5,57.0,67.7,77.2,Improving,Both Growing
KHERI,NIGHASAN,9230908505,GOVT.H.S.CHEDIYAPATIYA,209,0,169,0,-19.14,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KHERI,NIGHASAN,9230904815,Pt Deen Dayal upadhyayGovt model Inter college Ludhauri Nighsan,242,82,198,119,-18.18,45.12,33.9,45.3,54.7,60.1,Improving,Sr Secondary Only
KHERI,PALIYA,9231101902,G.H.S. BHUDA PALIYA KHERI,165,0,101,0,-38.79,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KHERI,PALIYA,9231104203,G.V.H.S.S. RANINAGAR PALIYA KHERI,97,0,60,0,-38.14,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KHERI,PALIYA,9231106503,GOV.H.S.S TIKONA FORM,76,0,105,0,38.16,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KHERI,PALIYA,9231101303,GOVT. H.S. VISHEN PURI,134,0,186,0,38.81,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KHERI,PASGAWAN,9231408205,GOVT.H.S.UCHAULIYA,88,0,91,0,3.41,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KHERI,PHOOL BEHAR,9231203816,GOV GIRLS INTER COLLEGE PHOOLBEHAR,50,0,192,74,284.0,,0.0,19.5,42.6,38.5,Improving,Both Declining
KHERI,PHOOL BEHAR,9231203003,GOVT HS GOOM,168,0,110,0,-34.52,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KHERI,PHOOL BEHAR,9231211202,GOVT HS HINDOLNA,167,0,179,0,7.19,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KHERI,PHOOL BEHAR,9231204504,GOVT HS MUKUNDA,101,0,66,0,-34.65,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KHERI,PHOOL BEHAR,9231202503,"GOVT. H.S., PIPRI CHOURAHA",340,0,372,0,9.41,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KHERI,RAMIYA BEHAR,9231305304,GOVT HS KRISHNA NAGAR COLONY,226,0,240,0,6.19,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KHERI,RAMIYA BEHAR,9231307002,GOVT HS PRATAP PUR,142,0,179,0,26.06,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KHERI,RAMIYA BEHAR,9231305506,GOVT HS TELIYAR,86,0,94,0,9.3,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KUSHINAGAR,DUDAHI,9591205405,RAJKIYA U.M.V. NARAHWADIH,25,0,22,0,-12.0,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KUSHINAGAR,HATA,9590607408,GOV. GIRLS I.C. HATA,431,305,346,270,-19.72,-11.48,70.8,80.8,92.4,78.0,Improving,Both Declining
KUSHINAGAR,HATA,9590601503,RAJKIYA U.M.V. PARSAHWA,29,0,21,0,-27.59,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KUSHINAGAR,KHADDA,9590305003,PT DEENDAYAL UPADHYAY GOVT MODEL IC MISRAULI,99,20,140,82,41.41,310.0,20.2,52.0,95.8,58.6,Improving,Both Growing
KUSHINAGAR,KHADDA,9590308303,RAJKIYA U.M.V. BUDHWA JUNGLE,73,0,62,0,-15.07,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KUSHINAGAR,KHADDA,9590302306,RAJKIYA U.M.V. KATAIE BHARPURWA,52,0,87,0,67.31,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KUSHINAGAR,KHADDA,9590306304,RAJKIYA U.M.V. SARANG CHHAPARA,52,0,78,0,50.0,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KUSHINAGAR,KHADDA,9590306605,RAJKIYA U.M.V. SISWA GOPAL,45,0,33,0,-26.67,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KUSHINAGAR,MOTICHAK,9590702809,GOVT. H.S.S. NARAYANPUR,46,0,72,0,56.52,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KUSHINAGAR,NAURANGIYA,9591403311,PT DEENDAYAL UPADHYAY GOVT MODEL IC MANDAR VINDWALIYA,80,26,97,25,21.25,-3.85,32.5,66.1,56.5,25.8,Declining,Senior Collapse
KUSHINAGAR,PADARAUNA,9590104703,RAJKIYA U.M.V. MOTILALHA,62,0,112,0,80.65,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KUSHINAGAR,PADRAUNA (URBAN),9591501031,RAJKIYA BALIKA INTERMEDIATE COLLEGE PADRAUNA,151,76,159,99,5.3,30.26,50.3,66.4,79.7,62.3,Improving,Both Growing
KUSHINAGAR,RAMKOLA,9590503505,RAJKIYA U.M.V. BARWA MAHADEVA,63,0,66,0,4.76,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KUSHINAGAR,SEORAHI,9591102105,PT DEENDAYAL UPADHYAY GOVT MODEL IC MATHIYA SHRIRAM,83,63,189,118,127.71,87.3,75.9,165.8,148.4,62.4,Declining,Both Growing
KUSHINAGAR,SEORAHI,9591104302,RAJKIYA K.U.M.V. SEORAHI,21,24,50,28,138.1,16.67,114.3,97.3,77.8,56.0,Declining,Senior Dropout
KUSHINAGAR,SEORAHI,9591108603,RAJKIYA U.M.V. JUNGALI PATTI,45,0,49,0,8.89,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KUSHINAGAR,SEORAHI,9591103304,RAJKIYA U.M.V. SARYA KHURD,108,0,113,0,4.63,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KUSHINAGAR,TAMKUHI,9591002104,RAJKIYA U.M.V. BASDILA PANDEY,161,0,248,0,54.04,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
KUSHINAGAR,VISHUNPURA,9591307307,RAJKIYA INTERMEDIATE COLLEGE MANIKAURA VISHUNPURA,43,0,68,25,58.14,,0.0,15.5,27.1,36.8,Improving,Both Declining
KUSHINAGAR,VISHUNPURA,9591304205,RAJKIYA U.M.V. BABUIYA HARPUR,93,0,92,0,-1.08,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,BAR,9370105203,GHS BANAUNI,92,0,98,0,6.52,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,BAR,9370107003,GHS NAGARA,187,0,143,0,-23.53,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,BAR,9370102604,GHS VASTRAWAN,108,0,103,0,-4.63,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,BAR,9370103803,GOVT HIGH SCHOOL VEER,186,0,107,0,-42.47,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,BAR,9370107806,GOVT INTER COLLEGE,1363,859,954,878,-30.01,2.21,63.0,133.5,188.5,92.0,Improving,Sr Secondary Only
LALITPUR,BIRDHA,9370201605,GHS DONGRAKALAN,182,0,119,0,-34.62,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,BIRDHA,9370204003,GHS DUDHAI,116,0,76,0,-34.48,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,BIRDHA,9370208804,GHS JAMUNDHANAKALAN,61,0,38,0,-37.7,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,BIRDHA,9370208003,GHS KAKORIYA,103,0,76,0,-26.21,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,BIRDHA,9370206611,GHS KALYANPURA,224,0,261,0,16.52,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,BIRDHA,9370200708,GHS SATARVAS,68,0,48,0,-29.41,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,BIRDHA,9370202803,GHS SINGAEPUR,44,0,69,0,56.82,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,JAKHORA,9370306103,GHS ANDHER,94,0,109,0,15.96,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,JAKHORA,9370303610,GHS DAILWARA,382,0,225,0,-41.1,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,JAKHORA,9370307504,GHS DAWNI,129,0,173,0,34.11,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,JAKHORA,9370302604,GHS KARMUHARA,121,0,107,0,-11.57,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,JAKHORA,9370301404,GHS MAINWARA,113,0,144,32,27.43,,0.0,0.0,0.0,22.2,Improving,Senior Collapse
LALITPUR,JAKHORA,9370308803,GHS NIVAI,178,0,167,0,-6.18,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,JAKHORA,9370304307,GHS THANWARA,69,0,85,0,23.19,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,JAKHORA,9370300110,GOVT. INTER COLLEGE JAKHAURA,1279,896,1294,905,1.17,1.0,70.1,95.4,74.7,69.9,Declining,Both Growing
LALITPUR,LALITPUR,9370700109,GOVT GIRLS INTER COLLEGE LALITPUR,2138,2338,1472,1883,-31.15,-19.46,109.4,123.2,129.4,127.9,Improving,Both Declining
LALITPUR,LALITPUR,9370700110,GOVT INTER COLLEGE LALITPUR,1529,1374,1220,1068,-20.21,-22.27,89.9,86.2,88.7,87.5,Declining,Both Declining
LALITPUR,MADAWRA,9370607804,GHS DHAURISAGAR,82,0,73,0,-10.98,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,MADAWRA,9370602903,GHS DIDAUNIYA,153,0,175,0,14.38,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,MADAWRA,9370607503,GHS RAMGARHA,198,0,177,0,-10.61,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,MAHRONI,9370506606,GHS GAUNA (KUSMAD),299,0,158,0,-47.16,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,MAHRONI,9370501612,GHS KUMHAIDI,382,0,334,0,-12.57,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,MAHRONI,9370502103,GHS NAINWARA,66,0,63,0,-4.55,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,MAHRONI,9370504108,GHS PATHA,87,0,36,0,-58.62,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,MAHRONI,9370506011,GHS SADHUMAL,149,0,127,0,-14.77,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,MAHRONI,9370505703,GHS SIMIRIYA,133,0,107,0,-19.55,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,MAHRONI,9370500119,GOVT GIRLS INTER COLLEGE,807,932,634,870,-21.44,-6.65,115.5,108.3,143.7,137.2,Improving,Both Declining
LALITPUR,TALBEHAT,9370405605,GHS HANSARKALAN,331,0,244,0,-26.28,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,TALBEHAT,9370412003,GHS KHERA (SUNAURI),105,0,143,0,36.19,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,TALBEHAT,9370407207,GHS PURABIRDHA,485,0,401,0,-17.32,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,TALBEHAT,9370404409,GHS TERAI PHATAK,472,0,454,0,-3.81,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LALITPUR,TALBEHAT,9370402802,GOVT INTER COLLEGE MATATILA,267,184,262,170,-1.87,-7.61,68.9,61.1,69.4,64.9,Declining,Both Declining
LALITPUR,TALBEHAT,9370400110,GOVT. GIRLS INTER COLLEGE,1176,988,1538,1172,30.78,18.62,84.0,79.1,79.0,76.2,Declining,Both Growing
LUCKNOW,BAKSHI KA TALAB,9270802606,GOVERMENT GIRLS INTER COLLEGE  BEHTA BKT LUCKNOW,483,204,350,396,-27.54,94.12,42.2,76.5,86.3,113.1,Improving,Sr Secondary Only
LUCKNOW,BAKSHI KA TALAB,9270803905,GOVT. HIGH SCHOOL BIBIPUR BKT,105,0,103,0,-1.9,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,BAKSHI KA TALAB,9270815207,GOVT. HIGH SCHOOL RASOOLPUR SADAT,169,0,124,0,-26.63,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,BAKSHI KA TALAB,9270817803,RAJKIYA HIGH SCHOO TIKRI,121,0,108,0,-10.74,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,BAKSHI KA TALAB,9270809503,RAJKIYA HIGH SCHOOL KHANTARI,187,0,137,0,-26.74,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,BAKSHI KA TALAB,9270813007,RAJKIYA HIGH SCHOOL PAHARPUR B.K.T LUCKNOW,175,0,155,0,-11.43,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,BAKSHI KA TALAB,9270817204,RAJKIYA HIGH SCHOOL SONVA,211,0,122,0,-42.18,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,CHINHAT,9270108701,GOVT INTER COLLEGE SAIRPUR,84,0,145,50,72.62,,0.0,0.0,0.0,34.5,Improving,Both Declining
LUCKNOW,CHINHAT,9270101911,RAJKIYA  HIGH SCHOOL JUGGAUR,157,0,128,0,-18.47,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,CHINHAT,9270101608,RASHTRAPITA MAHATMA GANDHI RAJKIY BALIKA INTER COLLEGE CHINHAT,118,34,192,182,62.71,435.29,28.8,30.1,45.7,94.8,Improving,Both Growing
LUCKNOW,GOSHAI GANJ,9270607404,GOVT. HIGH SCHOOL MASTEMAU GOSAIGANJ,161,0,158,0,-1.86,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,GOSHAI GANJ,9270609203,GOVT. HIGH SCHOOL RATEYA MAU,71,0,83,0,16.9,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,GOSHAI GANJ,9270611604,GOVT. HIGH SCHOOL SURIAMAU GOSAIGANJ,123,0,84,0,-31.71,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,GOSHAI GANJ,9270600802,RAJKIYE HS BAGHAULI,157,0,102,0,-35.03,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,GOSHAI GANJ,9270603703,RAJKIYE HS DHAURAHRA,139,0,186,0,33.81,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,KAKORI,9270202505,GOVT. HIGH SCHOOL AMETHIYA SALEMPUR,175,0,158,0,-9.71,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,KAKORI,9270200110,PT DEEN DAYAL UPADHAYA RAJKIYA MODEL INTER COLLEGE THWAR,288,147,240,181,-16.67,23.13,51.0,81.8,108.2,75.4,Improving,Sr Secondary Only
LUCKNOW,KAKORI,9270203710,RAJKEEY BALIKA INTER COLLAGE SAROSA BHAROSA,292,239,330,267,13.01,11.72,81.8,76.0,83.7,80.9,Declining,Both Growing
LUCKNOW,KAKORI,9270208703,RAJKIYA HIGH SCHOOL HALUWAPUR,88,0,105,0,19.32,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,KAKORI,9270208004,RAJKIYA U.M.V. GOSHALALPUR,142,0,142,0,0.0,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,KAKORI,9270200604,RAJKIYA U.M.V. SIRGAMAU,227,0,163,0,-28.19,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,MAAL,9270407310,GOVT. HIGH SCHOOL SASPAN MALL,68,0,80,0,17.65,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,MAAL,9270408009,GOVT. HIGH SCHOOL THARI,49,0,73,0,48.98,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,MAAL,9270404301,RAJKI Y HIGH SCHOOL KHANDSARA,114,0,85,0,-25.44,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,MAAL,9270404806,VIRANGNA  UDA DEVI GIRLS INTER COLLEGE MALL,278,257,202,191,-27.34,-25.68,92.4,88.6,79.0,94.6,Improving,Both Declining
LUCKNOW,MALIHABAD,9270304504,GOVT. HGIH SCHOOL JAURIYA MALIHABAD,79,0,90,0,13.92,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,MALIHABAD,9270306503,GOVT. HIGH SCHOOL MALAHA MALIHABAD,107,0,83,0,-22.43,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,MALIHABAD,9270308903,GOVT. HIGH SCHOOL SINDHARWA MALIHABAD,69,0,69,0,0.0,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,MALIHABAD,9270312711,RAJKIYA BALIKA INTER COLLEGE MALIHABAD,261,164,251,195,-3.83,18.9,62.8,67.4,79.8,77.7,Improving,Sr Secondary Only
LUCKNOW,MOHAN LAL GANJ,9270506006,ABHINAV VIDYALAYA KARORA  MOHANLALGANJ,97,49,75,65,-22.68,32.65,50.5,50.0,38.8,86.7,Improving,Sr Secondary Only
LUCKNOW,MOHAN LAL GANJ,9270503803,GOVT. HIGH SCHOOL DHANUWASAND,375,0,257,0,-31.47,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,MOHAN LAL GANJ,9270507603,GOVT. HIGH SCHOOL MASTIPUR,259,0,190,0,-26.64,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,MOHAN LAL GANJ,9270511104,GOVT. HIGH SCHOOL UTRAWAN,161,0,128,0,-20.5,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,MOHAN LAL GANJ,9270519001,RAJKIYA HIGH SCHOOL KARORA,195,0,137,0,-29.74,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,MOHAN LAL GANJ,9270508903,RAJKIYA HIGH SCHOOL PAREHTA,189,0,236,0,24.87,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916503,RAJKIYA BALIKA I.C.SHAHMEENA ROAD,473,426,371,427,-21.56,0.23,90.1,94.1,112.9,115.1,Improving,Sr Secondary Only
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270911872,RAJKIYA BALIKA INTER COLLEGE CHOTI JUBLEE,98,77,127,134,29.59,74.03,78.6,84.8,120.4,105.5,Improving,Both Growing
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270700608,RAJKIYA BALIKA INTER COLLEGE SINGAR NAGAR LUCKNOW,358,394,265,361,-25.98,-8.38,110.1,120.9,130.8,136.2,Improving,Both Declining
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916504,RAJKIYA HUSAINABAD I.C. HUSAINABAD,205,220,243,229,18.54,4.09,107.3,87.3,140.9,94.2,Declining,Both Growing
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916501,RAJKIYA INTER COLLAGE NISHATGANJ,292,242,255,246,-12.67,1.65,82.9,92.9,96.1,96.5,Improving,Sr Secondary Only
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916505,RAJKIYA JUBLEE INTER COLLEGE CITY STATION,478,686,490,589,2.51,-14.14,143.5,134.2,125.5,120.2,Declining,Senior Dropout
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916507,RAJKIYA KANYA I.C.INDIRA NAGAR,463,367,459,364,-0.86,-0.82,79.3,74.4,75.8,79.3,Stable,Both Declining
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916508,RAJKIYA KANYA I.C.NARHI,67,58,107,86,59.7,48.28,86.6,53.4,57.1,80.4,Declining,Both Growing
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270700612,RAJKIYA UTTAR PARDESH SAINIK INTER COLLEGE LUCKNOW,599,728,469,523,-21.7,-28.16,121.5,88.5,107.4,111.5,Declining,Both Declining
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270100736,Rajkiya Balika Inter College Gomti Nagar LKO,441,379,375,360,-14.97,-5.01,85.9,78.8,95.7,96.0,Improving,Both Declining
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270100735,Rajkiya Balika Inter College Vikas Nagar Lucknow,424,359,371,328,-12.5,-8.64,84.7,88.1,87.0,88.4,Improving,Both Declining
LUCKNOW,SAROJNI NAGAR,9270706003,GOVT. HIGH SCHOOL MAVAI SAROJNINAGAR,61,0,77,0,26.23,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,SAROJNI NAGAR,9270707205,GVOT. HIGH SCHOOL PALEHNDA,208,0,153,0,-26.44,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,SAROJNI NAGAR,9270718501,RAJKIYA HIGHSCHOOL BETI,236,0,218,0,-7.63,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,SAROJNI NAGAR,9270707709,RAJKIYA INTER COLLEGE RAHIM NAGAR SAROJNINAGAR,206,218,239,330,16.02,51.38,105.8,111.5,122.5,138.1,Improving,Both Growing
LUCKNOW,SAROJNI NAGAR,9270705002,RAJKIYA VIDYALAYA HIGH SCHOOL KHATOLA,62,0,58,0,-6.45,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,SAROJNI NAGAR,9270705304,RAJKIYA VIDYALAYA HIGH SCHOOL KURAUNI,189,0,214,0,13.23,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
LUCKNOW,SAROJNI NAGAR,9270708205,RAJKIYA VIDYALAYA HIGH SCHOOL SADRAUNA,106,0,166,0,56.6,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,BRIJMAN GANJ,9571101211,GOVT HS SONBARSA,59,0,45,0,-23.73,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,BRIJMAN GANJ,9571102112,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEAGE SAHAJANWA BABU,105,0,199,186,89.52,,0.0,42.4,69.9,93.5,Improving,Both Declining
MAHARAJGANJ,DHANI,9570901106,GOVT HS BARDAD,116,0,77,0,-33.62,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,GHUGHLI,9570205703,GOVT HIGH SCHOOL VISHWANATHPUR GHUGHALI MAHARAJGANJ,101,0,133,0,31.68,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,GHUGHLI,9570208103,GOVT HS BELWA TIKAR,35,0,37,0,5.71,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,GHUGHLI,9570200905,GOVT HS MEDNIPUR,82,0,99,0,20.73,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,GHUGHLI,9570200802,GOVT HS MIRJAPUR,36,0,70,0,94.44,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,GHUGHLI,9570202710,GOVT HS PURAINA KHANDI,46,0,33,0,-28.26,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,LAKSHMIPUR,9570804703,GOVT HS GOUHARPUR,73,0,82,0,12.33,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,LAKSHMIPUR,9570803704,RAJKAEY U.M.S. BHGWANPUR,96,0,82,0,-14.58,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,MAHRAJGANJ,9570106702,GOV GIRLS IC MAHARAJGANJ,282,152,247,187,-12.41,23.03,53.9,51.9,54.4,75.7,Improving,Sr Secondary Only
MAHARAJGANJ,MAHRAJGANJ,9570103903,GOVT HR SEC ARAJIJAGPUR MAHARAJGANJ,113,0,174,0,53.98,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,MAHRAJGANJ,9570100303,GOVT HS PARASKHAND,119,0,95,0,-20.17,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,MITHOURA,9571702012,GOVT HS BARWARAJA,118,0,136,0,15.25,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,MITHOURA,9570101009,GOVT HS BASANTPUR KHURD,57,0,63,0,10.53,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,MITHOURA,9570106004,GOVT HS SINGHPUR,36,0,83,0,130.56,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,NICHLOUL,9570108809,GOVT HS AHIROULI,42,0,53,0,26.19,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,NICHLOUL,9570602703,GOVT HS JHULNIPUR,81,0,72,0,-11.11,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,NICHLOUL,9570607909,RAJKIY INTER COLLEGE NAUNIYA,33,0,175,43,430.3,,0.0,0.0,0.0,24.6,Improving,Senior Collapse
MAHARAJGANJ,NOUTANWA,9570706805,GOVT HSS VISHANPUR NAOUTANWA MAHARAJGANJ,114,0,271,0,137.72,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,NOUTANWA,9571500303,GOVT IC NAUTANWA,618,346,543,392,-12.14,13.29,56.0,74.3,99.4,72.2,Improving,Sr Secondary Only
MAHARAJGANJ,PANIYARA,9570403908,GOVT HS BELTIKARA,43,0,61,0,41.86,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,PANIYARA,9570403607,GOVT IC PANIYARA,502,297,266,331,-47.01,11.45,59.2,61.7,85.0,124.4,Improving,Sr Secondary Only
MAHARAJGANJ,PANIYARA,9570400305,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEAGE KUWANCHAF,54,0,94,31,74.07,,0.0,48.1,38.1,33.0,Improving,Both Declining
MAHARAJGANJ,PARTAWAL,9570108302,GOVT HS  SOHWAL,113,0,54,0,-52.21,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,PARTAWAL,9570500120,GOVT HS RAMPUR CHAKIYA,52,0,93,0,78.85,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,PARTAWAL,9570500119,GOVT HS SEMRA CHANDRAULI,63,0,68,0,7.94,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,PARTAWAL,9570500118,GOVT HS UTI KHAS,126,0,114,0,-9.52,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
MAHARAJGANJ,PHARENDA,9571004607,GOVT GIRLS IC PHARENDA,644,319,554,495,-13.98,55.17,49.5,73.9,79.8,89.4,Improving,Sr Secondary Only
