District,Block,School_ID,School_Name,SegA_2223,SegB_2223,SegA_2526,SegB_2526,SegA_Growth_pct,SegB_Growth_pct,Ratio_2223,Ratio_2324,Ratio_2425,Ratio_2526,Ratio_Trend,Segment_Tag
BAHRAICH,VISHESHWAR  GANJ,9501508301,R H SCHOOL VISHESHWARGANJ VISHESHWARGANJ,70,0,92,0,31.43,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BAHRAICH,VISHESHWAR  GANJ,9501504003,RH SCHOOL SEMRONA,88,0,58,0,-34.09,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,BAIRIA,9631601818,G.G.I.C. BAIRIA,90,32,84,41,-6.67,28.12,35.6,42.4,61.6,48.8,Improving,Sr Secondary Only
BALLIA,BALLIA N.P.,9631802003,GGIC BALLIA,801,638,690,618,-13.86,-3.13,79.7,89.6,87.6,89.6,Improving,Both Declining
BALLIA,BALLIA N.P.,9631800503,GIC BALLIA,317,219,187,190,-41.01,-13.24,69.1,72.0,103.0,101.6,Improving,Both Declining
BALLIA,BANSDEEH,9630900117,G G I C BANSDEEH BALLIA,10,6,16,22,60.0,266.67,60.0,46.2,79.2,137.5,Improving,Both Growing
BALLIA,BANSDEEH,9630904207,RAJKIYA U M V KEWRA,83,0,71,0,-14.46,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,BELAHARI,9631503802,RAJKIYA U M V BASUDHARPAH,42,0,85,0,102.38,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,BELAHARI,9631502003,RAJKIYA UCHHTAR J H S DUDHAILA,107,0,118,0,10.28,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,BELAHARI,9631502903,rajkiy j h s rudrapur,121,0,89,0,-26.45,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,CHILKAHAR,9630404605,RAJKIY U M V BACHAIPUR,106,0,149,0,40.57,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,CHILKAHAR,9630400410,RAJKIY U M VIDYALAY HAJAULI,50,0,40,0,-20.0,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,DUBAHAR,9631400502,GOV. G J H S RAMPUR BASARIKAPU,64,37,73,49,14.06,32.43,57.8,31.2,41.1,67.1,Improving,Both Growing
BALLIA,GARWAR,9631102904,RAJKIYA UPS BISUKIA,58,0,78,0,34.48,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,GARWAR,9631103806,RAJKIYA UPS JAGDISHPUR,61,0,54,0,-11.48,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,GARWAR,9631100203,Rajkiya umv Savarupur,39,0,71,0,82.05,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,MANIAR,9630702404,RAJKIYA U M V BARSARI,47,0,105,0,123.4,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,MURLI CHHAPRA,9631701103,PRABHAVATI DS GGIC J P NAGAR,132,77,80,44,-39.39,-42.86,58.3,45.4,27.4,55.0,Declining,Both Declining
BALLIA,MURLI CHHAPRA,9631707602,RAJKIYA U.M.V TOLA BAJRAY BALLIA,19,0,35,0,84.21,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,MURLI CHHAPRA,9631701403,RAJKIYA U.M.V TOLA FATEH RAI BALLIA,71,0,100,0,40.85,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,NAGARA,9630205004,RAJKIY U M V TURKI,84,0,60,0,-28.57,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,NAGARA,9630204904,RAJKIY UPS JUDANPUR,35,0,7,0,-80.0,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,NAGARA,9630210104,RAJKIYA UPS KHARUAV,107,0,72,0,-32.71,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,NAVANAGAR,9630504805,RAJKIYA UPS KOTH,87,0,68,0,-21.84,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,PANDAH,9630608702,PT Deendayal Upadhyay Rajkiya Model Inter College Sudhauli Pandah ballia,183,11,40,32,-78.14,190.91,6.0,34.4,175.0,80.0,Improving,Sr Secondary Only
BALLIA,PANDAH,9630604004,RAJKIYA UPS EKAIL,54,0,34,0,-37.04,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,RASARA,9630306503,PT Deendayal Upadhyay Rajkiya Model Inter College Motira Rasra ballia,58,12,83,52,43.1,333.33,20.7,64.6,67.1,62.6,Improving,Both Growing
BALLIA,RASARA,9630302508,RAJKIY BALIKA INTER COL. RASARA,92,9,41,40,-55.43,344.44,9.8,39.0,52.9,97.6,Improving,Sr Secondary Only
BALLIA,RASARA,9630302403,RAJKIYA UPS ATHILA,80,0,72,0,-10.0,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,REVATI,9631002204,RAJKIYA U M V RAJULI,69,0,56,0,-18.84,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,REVATI,9631001603,RAJKIYA U.M.V. CHOUBEY CHAPARA REWATI,43,0,47,0,9.3,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,SEAR,9630102205,RAJKIYA U M V SHAHPUR AFAGA,52,0,68,0,30.77,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,SEAR,9630103506,RAJKIYA UPS SONA DHIH,181,0,178,0,-1.66,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALLIA,SOHAWN,9631200117,G.G.I.C CHITBARAGAON,205,94,135,93,-34.15,-1.06,45.9,68.1,61.4,68.9,Improving,Both Declining
BALRAMPUR,BALRAMPUR,9522405303,GOVI  SEC SCH MIRZAPUR,178,0,139,0,-21.91,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,BALRAMPUR,9522419701,GOVT HIGH SCHOOL MADHWAJOT,147,0,129,0,-12.24,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,BALRAMPUR,9522409704,"GOVT. UCCATAR MADHYAMIC VIDYALAYA, VIRAHIMPUR, BALRAMPUR",57,0,90,0,57.89,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,BALRAMPUR,9522411303,"GOVT. UCCHATAR MADHYMIC VIDYALAYA, RAMNAGRA, BALRAMPUR",80,0,75,0,-6.25,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,BALRAMPUR,9522405404,GOVT. UCCHTAR MADHYMIC VIDYALAYA CHAKWA BALRAMPUR,60,0,73,0,21.67,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,GAINDAS BUZURG,9521703402,GOVT HIGH SCHOOL DEVARIYA JANALI,69,0,78,0,13.04,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,GAINDAS BUZURG,9521700805,GOVT. INTER COLLEGE ITAI RAMPUR,224,68,490,223,118.75,227.94,30.4,33.3,37.5,45.5,Improving,Both Growing
BALRAMPUR,GAINSARI,9522312501,GOVT HIGH SCHOOL BAGHEL KHAND,129,0,125,0,-3.1,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,GAINSARI,9522300109,GOVT. INTER COLLEGE GAINSARI,328,253,411,290,25.3,14.62,77.1,86.2,100.6,70.6,Declining,Both Growing
BALRAMPUR,GAINSARI,9522304102,GOVT. UCCHATAR MADHYAMIC VIDYALAYA CHAPIYA SUKHRAMPUR,149,0,122,0,-18.12,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,HARAIYA SATGHARWA,9522103806,GOVT HR SEC BAHADURGANJ,67,0,75,0,11.94,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,PACHPERWA,9522206002,GOVT HIGH SCHOOL BISUNPUR VISRAM,52,0,70,0,34.62,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,REHRA BAZAR,9522806805,GOVT HIGH SCHOOL RUDHAULI BUZURG,45,0,47,0,4.44,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,REHRA BAZAR,9522804908,"RAJKIYA UCCHATAR MADHYAMIC VIDYALAYA, SAHJAURA, REHRA BAZAR",197,0,160,0,-18.78,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,SHRIDUTTGANJ,9521600304,GOVT HIGH SCHOOL DEVRIYA MUBARAKPUR,180,0,119,0,-33.89,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,SHRIDUTTGANJ,9521605808,GOVT HIGH SVHOOL CHAMRUPUR,135,0,120,0,-11.11,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,SHRIDUTTGANJ,9521601002,GOVT. INTER COLLEGE DARICHAURA,172,118,234,147,36.05,24.58,68.6,67.3,71.1,62.8,Declining,Both Growing
BALRAMPUR,SHRIDUTTGANJ,9521602703,GOVT. UCCATAR MADHYMIC VIDYALAYA SHIVPUR MAHANT,84,0,73,0,-13.1,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,TULSIPUR,9522003609,GOVT SEC SCHOOL MAHARJGANJ TARAI,235,0,283,0,20.43,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,TULSIPUR,9522004203,"GOVT. UCCATAR MADHYAMIC VIDYALAYA RAMGARH MAITAHAWA, BALRAMPUR",40,0,58,0,45.0,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,TULSIPUR,9522006204,"GOVT. UCCHATAR MADHYMIC VIDYALAYA, HARHATA, TULSIPUR",195,0,158,0,-18.97,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BALRAMPUR,UTRAULA (MUN. CORP.),9523000112,GOVT. GIRLS HIGHER SECONDARY SCHOOL,245,175,238,123,-2.86,-29.71,71.4,127.2,69.2,51.7,Declining,Both Declining
BANDA,BABERU,9400509404,GOVT BALIKA I C BABERU,108,86,135,91,25.0,5.81,79.6,70.7,68.5,67.4,Declining,Senior Dropout
BANDA,BABERU,9400500605,GOVT HIGH SCHOOL AHAR,57,0,127,0,122.81,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,BABERU,9400506702,GOVT HIGH SCHOOL PAKHARAULI,251,0,241,0,-3.98,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,BABERU,9400505604,GOVT HIGH SCHOOL SIMAUNI,146,0,131,0,-10.27,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,BABERU,9400502528,GOVT INTER COLLEGE MARKA ,158,64,292,216,84.81,237.5,40.5,61.1,71.1,74.0,Improving,Both Growing
BANDA,BABERU,9400502708,GOVT. HIGH SCH. SAMGARA,59,0,93,0,57.63,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,BADOKHAR KHURD,9400102522,G.I.C.MATAUNDH,473,314,501,312,5.92,-0.64,66.4,84.2,75.3,62.3,Declining,Secondary Only
BANDA,BADOKHAR KHURD,9400102204,GOVT HIGH SCH. HATHAUDA,174,0,129,0,-25.86,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,BADOKHAR KHURD,9400101407,GOVT HIGH SCHOOL CHAHITARA,116,0,93,0,-19.83,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,BADOKHAR KHURD,9400105103,GOVT HIGH SCHOOL KARAHIA,189,0,190,0,0.53,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,BADOKHAR KHURD,9400100604,GOVT HIGH SCHOOL KHAIRADA,109,0,100,0,-8.26,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,BADOKHAR KHURD,9400104708,PT DEENDAYAL UPADHYAY RAJKEEY MODEL INTER COLLEGE PACHNEHI,195,77,213,112,9.23,45.45,39.5,57.9,65.6,52.6,Improving,Both Growing
BANDA,BISANDA,9400604318,G.G.I.C. BISANDA,213,115,202,150,-5.16,30.43,54.0,64.0,80.0,74.3,Improving,Sr Secondary Only
BANDA,BISANDA,9400600610,G.G.I.C. KORRAHI,239,65,77,55,-67.78,-15.38,27.2,44.6,55.5,71.4,Improving,Both Declining
BANDA,BISANDA,9400601707,GANDHI GOVT COLLEGE ORAN,1400,1230,1459,1352,4.21,9.92,87.9,125.7,113.5,92.7,Improving,Both Growing
BANDA,BISANDA,9400602708,GOVT HIGH SCHOOL BALLAN,83,0,106,0,27.71,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,BISANDA,9400603507,GOVT HIGH SCHOOL BHADEHDU,93,0,104,0,11.83,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,BISANDA,9400604707,GOVT. HIGH SCHOOL RANIPUR,84,0,109,0,29.76,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,JASPURA,9400801005,GOVT HIGH SCH. BAREHTA,151,0,126,0,-16.56,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,JASPURA,9400802406,GOVT HIGH SCH. SABADA,115,0,88,0,-23.48,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,JASPURA,9400800716,GOVT HIGH SCHOOL GADARIA,141,0,146,0,3.55,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,KAMASIN,9400700113,GGIC KAMASIN,414,379,263,328,-36.47,-13.46,91.5,117.0,125.7,124.7,Improving,Both Declining
BANDA,KAMASIN,9400701510,GOV INTER COLLEGE BEERA ,67,10,152,101,126.87,910.0,14.9,13.6,39.4,66.4,Improving,Both Growing
BANDA,KAMASIN,9400704210,GOVERNMENT INTER COLLEGE LOHRA BLOCK KAMASIN ,68,14,192,142,182.35,914.29,20.6,30.4,56.2,74.0,Improving,Both Growing
BANDA,KAMASIN,9400705005,GOVT HIGH SCHOOL  CHARKA,65,0,111,0,70.77,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,KAMASIN,9400702207,GOVT HIGH SCHOOL  MAMSI KHURD,219,0,195,0,-10.96,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,MAHUWA,9400301707,GIVT. INTER COLLEGE BILGAW,336,182,404,233,20.24,28.02,54.2,65.0,67.3,57.7,Improving,Both Growing
BANDA,MAHUWA,9400303208,GOVT HIGH SCH. BADO BUJURG,186,0,182,0,-2.15,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,MAHUWA,9400306006,GOVT HIGH SCH. GUMAI,68,0,65,0,-4.41,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,MAHUWA,9400300703,GOVT HIGH SCH. JAKHANI,51,0,79,0,54.9,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,MAHUWA,9400301604,GOVT. HIGH SCHOOL ADHRORI,77,0,50,0,-35.06,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,NAGAR KSHETRA,9400900404,GIC BANDA,687,685,687,565,0.0,-17.52,99.7,93.4,83.8,82.2,Declining,Senior Dropout
BANDA,NAGAR KSHETRA,9400902302,GOVT GILS INT COLLEGE BANDA,1109,1417,673,1165,-39.31,-17.78,127.8,166.2,186.7,173.1,Improving,Both Declining
BANDA,NARAINI,9400402237,G.G.I.C. ATARRA,133,102,123,101,-7.52,-0.98,76.7,84.5,70.0,82.1,Improving,Both Declining
BANDA,NARAINI,9400405209,G.G.I.C. KARTAL,297,179,166,147,-44.11,-17.88,60.3,82.4,121.4,88.6,Improving,Both Declining
BANDA,NARAINI,9400407204,G.I.C. KALINGER,405,255,511,321,26.17,25.88,63.0,78.5,70.7,62.8,Declining,Both Growing
BANDA,NARAINI,9400402717,G.I.C.FATEH GANJ,370,237,326,293,-11.89,23.63,64.1,89.0,86.6,89.9,Improving,Sr Secondary Only
BANDA,NARAINI,9400407007,GOVT. HIGH SCHOOL BIRAUNA,68,0,97,0,42.65,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,NARAINI,9400402408,GOVT. HIGH SCHOOL JABARA PUR,104,0,83,0,-20.19,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,NARAINI,9400403205,GOVT. HIGH SCHOOL MAHUI,59,0,47,0,-20.34,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,NARAINI,9400400109,GOVT. HIGH SCHOOL PAUHAR,80,0,53,0,-33.75,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,NARAINI,9400406207,GOVT.HIGH SCHOOL BARUA KALINGER,147,0,79,0,-46.26,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,TINDWARI,9400210110,G.G.I.C.TINDWARI,404,298,282,275,-30.2,-7.72,73.8,107.9,116.1,97.5,Improving,Both Declining
BANDA,TINDWARI,9400203608,G.I.C.PAILANI,777,576,751,712,-3.35,23.61,74.1,105.3,96.6,94.8,Improving,Sr Secondary Only
BANDA,TINDWARI,9400204403,GOVT HIGH SCHOOL REHUNTA ,58,0,89,0,53.45,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,TINDWARI,9400202304,GOVT. HIGH SCHOOL GUGAULI,131,0,167,0,27.48,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,TINDWARI,9400200209,GOVT. HIGH SCHOOL JAMUWAN,68,0,59,0,-13.24,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BANDA,TINDWARI,9400201707,GOVT.HIGH SCHOOL AMLIKAUR,122,0,105,0,-13.93,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BARABANKI,BANI KODAR,9460500109,RAJKIYA INTER COLLEGE AHAMADPUR (MSDP),207,77,177,110,-14.49,42.86,37.2,77.6,80.0,62.1,Improving,Sr Secondary Only
BARABANKI,BANI KODAR,9460511103,RAJKIYA U.M.V DHEMA,120,0,119,0,-0.83,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BARABANKI,BANKI,9460400139,GOVT HIGH SCHOOL BADEL BARABANKI,171,0,155,0,-9.36,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BARABANKI,BANKI,9460402406,Govt high school Bhanauli Barabanki,200,0,217,0,8.5,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BARABANKI,BANKI,9460406615,RAJIKIYA U.M.V RAMPUR JAHANGIRA BAD,342,0,286,0,-16.37,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BARABANKI,BANKI,9461011101,RAJKIYA INTER COLLEGE SHABPUR (MSDP),335,134,291,250,-13.13,86.57,40.0,57.9,73.5,85.9,Improving,Sr Secondary Only
BARABANKI,BANKI,9460403405,RAJKIYA U.M.V BAROLIJATA,973,548,634,504,-34.84,-8.03,56.3,69.9,82.6,79.5,Improving,Both Declining
BARABANKI,BANKI,9460407105,RAJKIYA U.M.V RASOOLPUR HOUSE,156,0,223,0,42.95,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BARABANKI,BARABANKI CITY,9461621202,RAJKIYA GIRLS INTER COLLEGE,847,855,808,925,-4.6,8.19,100.9,111.5,122.9,114.5,Improving,Sr Secondary Only
BARABANKI,BARABANKI CITY,9461621201,RAJKIYA INTER COLLEGE BARABANKI,600,681,615,628,2.5,-7.78,113.5,107.2,113.0,102.1,Declining,Secondary Only
BARABANKI,DARIYA BAD,9460903202,Govt high school Danapur kayampur Barabanki,132,0,116,0,-12.12,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BARABANKI,DEWA,9460300108,GOVT. G. INTER COLLEGE DEWA,413,424,352,569,-14.77,34.2,102.7,155.4,187.3,161.6,Improving,Sr Secondary Only
BARABANKI,DEWA,9460306205,RAJKIYA U.M.V MITTAI,336,0,380,0,13.1,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BARABANKI,FATEH PUR,9460106303,GOVT. GIRLS INTER COLLEGE FATEHPUR,417,316,383,376,-8.15,18.99,75.8,93.1,122.0,98.2,Improving,Sr Secondary Only
BARABANKI,FATEH PUR,9460104607,RAJKIYA INTER COLLEGE BELHARA (MSDP),290,156,301,212,3.79,35.9,53.8,70.9,75.5,70.4,Improving,Both Growing
BARABANKI,FATEH PUR,9460100806,RAJKIYA U.M.V HASANPUR TANDA,175,0,173,0,-1.14,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
BARABANKI,HAIDAR GARH,9460603507,G H S  CHAUBISI BARABANKI,126,0,123,0,-2.38,,0.0,0.0,0.0,0.0,Stable,Senior Collapse
